符合條件商品
資料日期：2026年  6月 26日
策略,	.常用
309	,"2340.TW","台亞","36.45","-7.02","11976","10.2","138","43.86","4.58","-1.06","6","0","0","0","0","0","0","1","0.66","2.14","-1.42","28","6","-1","0","-0.4","-0.4","0","0","上市半導體","LED晶粒","LED,LED晶粒,LED照明產品,分離式元件,二極體,電晶體",日亞化轉投資感測元件與LED發光元件公司
310	,"2342.TW","茂矽","51","-4.14","2605","5.45","80","15.75","1.35","-0.23","7","0","0","0","1","0","0","0","0","-4.33","2.65","1","-3","-8","0","0.5","0.5","1.21","0","上市半導體","晶圓代工","晶圓代工,IC製造",功率元件及電源管理IC之晶圓代工廠
311	,"2344.TW","華邦電","206.5","-5.92","254263","10.02","9293","450","543.55","3.37","13","23","57","0","1","0","0","0","0","-1.03","8.37","4","182","129","162.5","-180","-17.5","1.79","0","上市半導體","非揮發性記憶體","非揮發性記憶體,DRAM,IC製造",專注於利基型DRAM與NOR Flash市場
312	,"2345.TW","智邦","2380","0","4874","7.77","13355","56.11","117.98","16.65","5","41","12","0","1","0","0","0","0","0.2","2.11","5","57","60","-6.2","4","-2.2","0.63","0.16","上市通信網路","網路交換器","用戶端設備,網通設備,網路交換器",以網路交換器為主產品的網通設備代工大廠
313	,"2347.TW","聯強","92.8","-2.32","7520","2.84","1548","166.79","7.08","2.49","5","15","33","0","1","0","0","0","0","0.25","-1.13","18","129","65","-2.8","3.1","0.3","0.23","0","上市電子通路","電腦通路商","電腦通路商,手機零售通路商,IC零組件通路商,電子元件代理商,電子通路",亞太最大、全球前三大3C產品通路商
314	,"2348.TW","海悅","70.2","-1.27","492","1.83","107","15.19","0.35","-1.94","0","16","0","0","0","0","0","0","0","-0.63","0.61","22","-55","-43","0","-0.1","-0.1","0","0.14","上市其他","房屋代銷","營建,房屋代銷,地產",台灣房屋代銷龍頭業者
315	,"2349.TW","錸德","12.85","-4.1","5788","4.48","89","69.37","0.75","0.11","5","52","10","0","0","0","0","0","0","0.3","-0.46","-1","-2","-3","0","-0.4","-0.4","0","0.27","上市光電","光碟片","光碟片,週邊產品,記憶卡,儲存設備,硬碟相關",全球前三大光碟片製造商之一
316	,"2351.TW","順德","196.5","-5.98","10113","8.37","358","19.28","20.52","1.47","12","42","29","1","1","0","0","0","0","-3.41","33.57","-2","37","19","1.2","-0.8","0.4","1.04","0","上市半導體","導線架","傳產其他,文具,導線架,封測服務與材料",全球導線架前五大供應商之一
317	,"2352.TW","佳世達","29.3","-3.93","10841","5.08","463","158.05","3.26","0.14","6","31","19","0","0","0","0","0","0","0.5","-0.69","3","-2","1","1.1","-1.4","-0.3","0","0","上市電腦及週邊設備","LCD顯示器","醫療服務,醫療耗材,診斷與監測用醫材,醫學影像裝置,其他醫療器材,掃瞄器,顯示器,LCD顯示器,網通設備,週邊產品,工業電腦,安全監控,電子製造服務,電腦系統業",LCD顯示器及投影機大廠
318	,"2353.TW","宏碁","31.9","-5.62","44861","5.18","972","304.79","14.62","0.58","4","64","6","0","0","0","0","0","0","-0.38","-0.47","-16","37","31","-2.4","3.3","0.9","0","0.34","上市電腦及週邊設備","筆記型電腦","桌上型電腦,伺服器,筆記型電腦,顯示器,投影機,平板電腦,消費性電子產品,週邊產品,AI伺服器,電競筆電,教育筆電,電競週邊,電腦系統業",全球前五大NB品牌廠
319	,"2354.TW","鴻準","54.9","-4.36","11621","3.83","777","141.45","6.49","-0.47","5","221","2","0","0","0","0","0","0","0.2","-0.43","34","-41","-30","0","-2.2","-2.2","0","0.21","上市其他電子","鎂鋁合金","電子零件元件,散熱模組,鎂鋁合金,電子製造服務,筆記型電腦用散熱模組,電腦系統業",鴻海旗下散熱模組及鋁鎂合金廠
320	,"2355.TW","敬鵬","51.7","-6","8097","6.73","206","39.75","4.3","0.22","8","42","19","0","0","0","0","0","0","-0.54","-0.68","8","12","5","-0","0.7","0.7","0","0.28","上市電子零組件","印刷電路板","印刷電路板,印刷電路板相關",全球車用PCB龍頭廠
321	,"2356.TW","英業達","63.3","-5.1","34382","4.8","2271","358.75","22.24","1.54","12","21","57","0","0","0","0","0","0","-0.34","0.33","-2","35","31","2.1","0.8","2.9","0","0","上市電腦及週邊設備","筆記型電腦製造","伺服器,筆記型電腦製造,AI伺服器,電子製造服務,電腦系統業",全球前五大NB代工廠
322	,"2357.TW","華碩","701","-6.28","7061","4.68","5207","74.28","50.34","12.91","6","14","43","0","0","0","0","0","0","-0.81","3.68","-16","9","35","-5.1","-21.3","-26.4","0","0.38","上市電腦及週邊設備","筆記型電腦","桌上型電腦,筆記型電腦,手機,主機板,智慧型手機,週邊產品,AI伺服器,繪圖卡,穿戴式裝置,智慧手錶,電競筆電,教育筆電,電競週邊,電腦系統業",全球最大自有品牌主機板兼NB廠
323	,"2359.TW","所羅門","126.5","-5.24","1976","4.87","217","17.15","2.56","-0.16","6","0","0","0","0","0","0","0","0","0.28","-0.75","47","67","-3","0","-1.1","-1.1","0","0.22","上市其他電子","電子元件代理商","面板業,LCM,電子元件代理商,電子通路,軟體業,電機,自動化設備,機器人,協作機器人,產業機械,電力設備",電子零組件專業代理商
324	,"2360.TW","致茂","2035","-6.86","2095","6.18","8654","42.52","43.3","11.12","8","59","14","0","0","0","0","0","0","0.17","2.31","-7","133","94","-20.7","19.6","-1.1","0","0.37","上市其他電子","量測儀器","半導體製程設備,設備儀器商,量測儀器",全球知名的自動測試設備品牌大廠
325	,"2362.TW","藍天","42.1","-3.77","2388","4","262","62.23","1.02","0.52","6","26","23","0","0","0","0","0","0","-0.18","-0.05","27","10","15","0","-0.5","-0.5","0","0.18","上市電腦及週邊設備","筆記型電腦製造","資產股,筆記型電腦製造,電腦系統業,地產,物業投資發展",筆電製造商，並轉投資大陸最大IT賣場百腦匯
326	,"2363.TW","矽統","68.6","-9.86","64633","7.49","353","51.5","45.68","-0.06","11","172","6","0","1","0","0","1","0.44","4.73","-2.08","1","89","108","0","-1.8","-1.8","0.64","0","上市半導體","觸控IC","繪圖IC,IC設計,觸控IC,MEMS",轉型為觸控IC設計廠商
327	,"2364.TW","倫飛","64.6","-3.58","398","4.63","34","5.24","0.26","1.29","7","28","25","0","0","0","0","0","0","0","-0.05","-8","3","4","0","-0.1","-0.1","0","0.29","上市電腦及週邊設備","強固電腦","工業電腦,強固電腦,電腦系統業",主攻軍工規格NB廠商
328	,"2365.TW","昆盈","31.8","-3.34","2894","4.1","70","22.15","0.93","0.02","12","154","8","0","0","0","0","0","0","0.48","-0.5","-10","26","10","0","-0.3","-0.3","0","0.24","上市電腦及週邊設備","滑鼠","車用電子,行車紀錄器,滑鼠,鍵盤,週邊產品,電競週邊",「Genius」電腦週邊產品商
329	,"2367.TW","燿華","52.8","-7.04","20010","7.75","373","70.63","10.88","-0.43","6","0","0","0","0","0","1","0","0","-0.29","-1.51","28","16","-8","0","0.5","0.5","0","0.33","上市電子零組件","印刷電路板","印刷電路板,印刷電路板相關",台灣前三大手機印刷電路板廠之一
330	,"2368.TW","金像電","1190","-4.03","5855","6.45","6153","52.11","70.99","9.25","10","42","24","1","0","0","0","0","0","-0.94","19.75","20","87","67","-36.8","55.6","18.8","0","0.33","上市電子零組件","印刷電路板","印刷電路板,印刷電路板相關,HDI板",全球最大伺服器用板製造商
331	,"2369.TW","菱生","40.95","-5.65","44242","9.33","156","38.01","19.03","-0.03","9","188","5","0","1","0","0","1","0.2","5.33","-1.06","13","39","37","0","-0","0","0.64","0","上市半導體","IC封裝","IC封裝,IC測試,IC封裝測試",台灣專注於類比IC的小型封裝廠
332	,"2371.TW","大同","26.2","-4.03","25017","4.21","564","215.08","6.65","-0.03","6","38","16","0","0","0","1","0","0","-0.4","-0.34","-13","-14","1","-0","-3.8","-3.8","0","0.25","上市電機機械","重電設備","資產股,系統整合,電子元件代理商,電子通路,軟體業,小家電,冷氣機,家電,電線電纜,液晶電視,電機,重電設備,變電設備,電氣開關設備,智慧電網相關,車用充電相關,配電工程,配電盤,變頻器,充電樁,電力設備",台灣重電及家電大廠，並擁有土地資產
333	,"2373.TW","震旦行","58.1","-0.51","42","0.68","137","23.62","0.02","-0.23","5","35","14","0","1","0","0","0","0","-0.02","-0.08","-15","-4","-4","0","-0","0","0.06","0","上市其他電子","辦公用品設備","家居用品,辦公室傢俱,電子其他,辦公用品設備",台灣最大的辦公設備與辦公家俱通路商
334	,"2374.TW","佳能","74.8","-5.79","11589","8.06","252","33.8","8.95","0.53","3","29","10","1","0","0","0","0","0","-0.27","0.06","-7","28","61","0","-2.5","-2.5","0","0.17","上市光電","光學鏡片／頭","數位相機,數位相機組裝,光學鏡片/頭,手機鏡頭模組,光學元件,手機零組件",以車載鏡頭及AI相機應用為主
335	,"2375.TW","凱美","197.5","-6.84","15596","9.43","215","10.87","32.15","0.19","10","130","8","0","1","0","0","0","0","-7.45","12.69","-6","2","7","0","-8.5","-8.5","1.95","0","上市電子零組件","鋁質電解電容","被動元件,晶片電阻,鋁質電解電容,散熱風扇馬達,散熱模組",國巨旗下的專業鋁質電容廠
336	,"2376.TW","技嘉","319.5","-4.34","9847","3.59","2140","66.99","31.87","13.22","8","9","89","0","0","0","0","0","0","-0.98","2.18","-6","5","45","6.5","-4.6","1.9","0","0.26","上市電腦及週邊設備","主機板","伺服器,筆記型電腦,主機板,週邊產品,AI伺服器,繪圖卡,電競筆電,電競週邊,電腦系統業",全球前四大主機板廠商之一
337	,"2377.TW","微星","131.5","-1.5","14960","3","1111","84.49","20.01","-0.06","9","9","100","0","1","0","0","0","0","0.72","-2.43","-3","-24","-7","6.7","2","8.7","0.73","0","上市電腦及週邊設備","主機板","桌上型電腦,伺服器,筆記型電腦,主機板,週邊產品,繪圖卡,電競筆電,電競週邊,電腦系統業",台灣知名主機板及電競筆電廠
338	,"2379.TW","瑞昱","740","-9.09","7154","6.27","3815","51.55","53.95","7.58","10","26","38","0","1","0","0","0","0","-0.78","21.79","-2","22","9","7.5","-26.7","-19.2","0.94","0","上市半導體","網路通訊IC","網路卡IC,集線器IC,無線網路IC,IC設計,網路通訊IC,LCD控制IC,PC週邊IC,影音IC,安全監控IC,數位電視IC",全球超高速乙太網路IC設計龍頭廠商
339	,"2382.TW","廣達","362","-1.23","20758","4.09","13983","386.26","75.31","6.99","4","18","22","0","0","0","0","0","0","-0.04","0.5","-8","94","83","29.6","-34.3","-4.7","0","0","上市電腦及週邊設備","筆記型電腦製造","伺服器,筆記型電腦製造,AI伺服器,電子製造服務,電腦系統業",全球前五大NB代工廠
340	,"2383.TW","台光電","5255","-6.83","1392","7.45","18830","35.83","75.09","21.19","8","89","9","0","1","0","0","0","0","0.16","-7.45","12","115","73","-0.6","15.1","14.5","0.9","0","上市電子零組件","銅箔基板","銅箔基板,印刷電路板相關",全球第一大無鹵素板廠、台灣第二大CCL廠
341	,"2385.TW","群光","102","-3.77","6857","4.25","775","76.57","7.03","1.07","5","12","42","0","0","0","1","0","0","-1.4","3.87","-1","-11","-5","-2.7","-0.4","-3.1","0","0.4","上市電子零組件","鍵盤","電源供應器,電子零件元件,鍵盤,週邊產品,電競週邊",全球鍵盤及電源供應器大廠
342	,"2387.TW","精元","38.85","-0.64","549","1.41","76","19.53","0.21","-0.26","8","0","0","0","0","0","0","0","0","-0.21","0.43","1","-13","-8","0","0","0","0","0.14","上市電腦及週邊設備","鍵盤","鍵盤,週邊產品",全球知名NB鍵盤廠
343	,"2388.TW","威盛","70.9","-6.46","7549","6.99","394","55.6","5.52","-0.57","6","0","0","0","0","0","0","1","1.56","1.64","-2.55","-0","88","34","0","-1.2","-1.2","0","0","上市半導體","CPU","車用電子,CPU,其他IC,IC設計,晶片組,嵌入式晶片,高速傳輸介面IC,顯示器,數位看板",支援x86平台之IC解決方案廠商
344	,"2390.TW","云辰","11.65","-4.51","985","4.92","22","19.26","0.12","-0.07","5","0","0","0","1","0","0","0","0","0.25","-0.07","22","21","-13","0","-0.1","-0.1","0.48","0","上市其他電子","安全監控","系統整合,軟體業,工業電腦,安全監控",從事智慧安防系統及智慧控制系統業務
345	,"2392.TW","正崴","37","-4.52","2326","4.26","190","51.23","0.88","-2.92","7","2","350","0","0","0","0","0","0","0.21","-0.58","-3","16","-2","0","-0.4","-0.4","0","0.2","上市電子零組件","連接器","工業用電池,車用鋰電池,電源供應器,連接器,消費用電池,電子零件元件,3C通路商,電子通路,電池,週邊產品,連接線材",生產3C產品連接器、電池模組、電源管理模組之廠商
346	,"2393.TW","億光","67.6","-2.17","2735","2.32","300","44.34","1.86","0.3","6","30","20","0","0","0","0","0","0","0.25","-0.3","1","10","2","-0.5","0.2","-0.3","0","0","上市光電","LED封裝","LED,LED封裝,LED照明產品",全球前十大LED封裝廠
347	,"2395.TW","研華","455.5","-5.1","2470","3.44","3955","86.83","11.37","4.85","8","33","24","0","1","0","0","0","0","0.14","-0.89","-6","32","24","2.1","-3.9","-1.8","0.59","0.19","上市電腦及週邊設備","工業電腦","工業電腦",全球工業電腦龍頭廠商
348	,"2397.TW","友通","57.2","-3.87","635","4.37","65","11.45","0.37","0.88","7","13","54","0","0","0","0","0","0","-0.42","0.88","-4","27","24","0","-0.1","-0.1","0","0.22","上市電腦及週邊設備","工業電腦","工業電腦",佳世達轉投資工業電腦嵌入式解決方案供應商
349	,"2399.TW","映泰","48.5","-7.27","6573","6.12","86","17.81","3.29","-0.43","6","0","0","0","1","0","0","0","0","-0.09","1.23","8","48","4","-0","-0.8","-0.8","0.78","0","上市電腦及週邊設備","主機板","主機板,工業電腦,繪圖卡,電腦系統業",台灣主機板、顯示卡廠商
350	,"2401.TW","凌陽","31.65","-9.31","19394","8.6","187","59.2","6.3","0.25","11","64","17","0","1","0","0","1","0.42","1.64","-0.68","6","29","16","0","0.4","0.4","0.81","0","上市半導體","消費性IC","DSP,IC設計,消費性IC,光碟機驅動IC,設計IP,影音IC",台灣多媒體IC設計廠商
351	,"2402.TW","毅嘉","64.1","-4.19","3797","5.23","197","30.75","2.49","0.12","9","77","12","1","0","0","0","0","0","0.01","-0.53","-1","14","15","0","-0.2","-0.2","0","0","上市電子零組件","軟板","其他電子零件,電子零件元件,軟板,印刷電路板相關",軟板及塑膠機構件廠
352	,"2404.TW","漢唐","1340","-1.83","4492","6.23","2554","19.06","60.75","15.63","10","24","42","0","1","0","0","0","0","-0.17","-3.51","14","85","83","19.9","15","34.9","0.61","0","上市其他電子","廠務工程","電子其他,廠務工程",台積電最大的無塵室供應商
353	,"2406.TW","國碩","34.55","-2.68","13262","5.35","121","35.09","4.6","0.25","11","13","85","0","0","0","0","0","0","-2.54","0.9","-9","121","152","0","-0.8","-0.8","0","0.3","上市光電","太陽能系統運用","太陽能,太陽能系統運用,太陽能導電漿",提供太陽電池關鍵材料與發電系統整合服務商
354	,"2408.TW","南亞科","449","-5.87","143165","11.53","13913","345.02","676.41","10.6","14","14","100","0","1","0","0","0","0","-0.46","10.53","9","730","650","146.8","-139.2","7.6","1.54","0","上市半導體","DRAM","DRAM,IC製造",台塑集團旗下DRAM大廠
355	,"2409.TW","友達","27.95","-8.06","367297","7.24","2109","754.71","106.14","-0.24","4","0","0","0","1","0","0","0","0","-1.32","6.33","8","-1","-4","0","-28.5","-28.5","0.99","0","上市光電","TFT-LCD","面板業,中小尺吋面板,TFT-LCD,OLED,LED,MicroLED,觸控面板",全球前五大面板大廠之一
356	,"2412.TW","中華電","143","-0.69","15739","1.39","11093","775.74","22.67","0.94","7","26","27","0","1","0","0","0","0","-0.01","0.12","-5","5","7","6.9","-17.3","-10.4","0.11","0","上市通信網路","電信／數據服務","多軌道衛星,網通設備,電信/數據服務,通訊服務,衛星通訊服務,行動通訊",台灣電信業龍頭
357	,"2413.TW","環科","47.55","-6.03","2623","5.83","61","12.74","1.28","0.08","7","1388","1","0","0","0","0","0","0","-2.55","1.75","5","41","12","0","-0.8","-0.8","0","0.42","上市電子零組件","電源供應器","電源供應器,變壓器,被動元件,電感,電子零件元件,電子製造服務,電腦系統業",電源供應器及變壓器製造廠商
358	,"2414.TW","精技","58.7","-2.33","580","2.16","95","16.17","0.34","2.37","7","11","64","0","1","0","0","0","0","0.45","-0.49","38","73","36","0","0","0","0.51","0","上市電子通路","電腦通路商","電腦通路商,電子通路",台灣前三大資訊通路經營商
359	,"2415.TW","錩新","34.55","1.47","3993","9.1","31","9","1.4","0.37","5","16","31","0","1","1","0","0","0","-0.88","4.45","-11","6","10","0","-0.3","-0.3","0.39","0","上市電子零組件","音響設備及零件","證券,金融業,其他電子零件,電子零件元件,音響設備及零件",全球最大揚聲器鍛造零組件廠
360	,"2417.TW","圓剛","42.65","-5.22","1343","5.56","67","15.72","0.59","0.58","4","32","13","0","0","0","0","0","0","0.07","-0.54","-8","3","15","0","-0","0","0","0.28","上市電腦及週邊設備","視訊會議產品","視訊轉換相關,消費性電子產品,視訊會議產品",台灣知名影音視訊媒體解決方案商
361	,"2419.TW","仲琦","26.9","-4.1","2285","4.28","86","32.13","0.63","-0.28","6","271","2","0","0","0","1","0","0","-0.16","-0.26","41","-27","-5","-0","-0.4","-0.4","0","0.29","上市通信網路","接取設備","用戶端設備,網通設備,接取設備,數據機,系統整合,軟體業",台灣Cable CPE與系統整合業者
362	,"2420.TW","新巨","60.2","-1.47","760","2.29","92","15.26","0.46","0.88","12","19","63","0","1","0","0","0","0","-0.22","-0.08","-11","-9","-0","0","-0.1","-0.1","0.28","0.12","上市電子零組件","電源供應器","電源供應器,電子零件元件,程式開關",台灣聚焦高階電源供應器與知名微動開關廠
363	,"2421.TW","建準","137","-5.84","3674","5.84","393","28.69","5.16","2.54","9","15","60","0","0","0","0","0","0","-0.29","-0.09","-10","15","18","-0","-1.8","-1.8","0","0.26","上市電子零組件","散熱風扇馬達","散熱風扇馬達,散熱模組",PC散熱風扇知名廠商
364	,"2423.TW","固緯","73.5","-6.01","232","7.93","107","14.5","0.17","1.08","6","17","35","0","1","0","0","0","0","0","0.45","7","28","23","0","-0.1","-0.1","0.87","0","上市其他電子","量測儀器","設備儀器商,量測儀器",台灣知名的電子量測儀器廠
365	,"2424.TW","隴華","10.4","-2.35","29","1.41","2","5.96","0","-2.34","2","0","0","0","0","0","0","0","0","-1.13","0.32","-65","-64","-33","0","0","0","0","0.39","上市通信網路","衛星通訊服務","低軌道衛星,網通設備,通訊服務,衛星通訊服務",海上衛星寬頻營運商
366	,"2425.TW","承啟","39.45","-6.85","7498","9.92","38","9.65","3.1","3.23","9","0","0","0","1","0","0","1","0.58","1.93","-1.12","5","95","80","0","0.1","0.1","0.66","0","上市電腦及週邊設備","繪圖卡","伺服器,主機板,AI伺服器,繪圖卡,電腦系統業",七彩虹轉投資顯示卡、主機板、伺服器公司
367	,"2426.TW","鼎元","77.6","-8.81","17967","11.99","233","30.06","14.72","-0.04","8","344","2","0","1","0","0","1","0.71","7.48","-5.31","11","3","-7","0","-4.4","-4.4","1.39","0","上市光電","LED晶粒","LED,LED晶粒,MicroLED,分離式元件,二極體,電晶體,光通訊,光纖主動元件",台灣大型LED晶粒切割、檢測廠
368	,"2427.TW","三商電","21.75","-2.68","693","3.36","43","19.8","0.15","-1.01","7","20","35","1","0","0","0","0","0","0.21","-0.65","-35","-74","2","0","-0","0","0","0","上市資訊服務","系統整合","傳產其他,金融機具,系統整合,軟體業",以金融、電訊與交通產業為主之系統整合商
369	,"2428.TW","興勤","296.5","-3.73","1652","5.68","380","12.81","5","2.31","11","29","38","0","1","0","0","0","0","-0.33","3.04","1","30","15","0","0.8","0.8","1.08","0","上市電子零組件","熱敏電阻","被動元件,熱敏電阻,壓敏電阻",全球知名熱敏電阻廠
370	,"2429.TW","銘旺科","37.9","-3.68","509","4.57","32","8.55","0.19","-0.58","5","0","0","0","0","0","0","0","0","-0.55","1.54","42","20","0","0","-0","0","0","0.32","上市光電","玻璃基板加工","面板零組件,玻璃基板加工",玻璃基板及加工製造商
371	,"2430.TW","燦坤","18.15","-0.82","217","1.91","21","11.68","0.04","-0.12","7","27","26","0","0","0","1","0","0","-0.02","-0.17","2","-4","-2","0","-0","0","0","0.14","上市電子通路","3C通路商","3C通路商,電子通路,電器銷售,家電",全台最大3C連鎖通路
372	,"2431.TW","聯昌","11","-3.51","449","3.07","12","11.09","0.05","-0.8","5","0","0","0","0","0","0","0","0","-0.8","0.2","2","-36","-45","0","-0","0","0","0","上市電子零組件","電源供應器","電源供應器,電子零件元件",東元轉投資，為一家電源電控廠
373	,"2433.TW","互盛電","44.25","-1.23","57","1","64","14.45","0.03","0.49","7","22","32","0","0","0","0","0","0","-0.08","-0.35","2","5","1","0","0","0","0","0","上市其他電子","事務機器","電子其他,事務機器,辦公用品設備",日本理光辦公事務機器之台灣代理商
374	,"2434.TW","統懋","42.1","2.81","1670","7.94","7","3.7","0.74","-1.34","7","0","0","0","1","0","0","0","0","-0.09","4.76","-12","-9","1","0","0","0","0.64","0","上市半導體","二極體","分離式元件,二極體,電晶體",台灣上下游垂直整合之二極體廠
375	,"2436.TW","偉詮電","70.8","-6.72","4965","8.3","142","20.01","3.65","0.39","8","33","24","1","0","0","0","1","0.13","2.92","-0.37","2","26","30","0","-0.5","-0.5","0","0","上市半導體","類比IC","馬達IC,類比IC,IC設計,消費性IC,PC週邊IC,MCU,LED驅動IC,IC零組件通路商,電子通路",台灣類比IC暨消費性IC設計廠商
376	,"2438.TW","翔耀","21.3","-2.29","208","2.29","13","7.12","0.04","-0.97","6","0","0","0","0","0","0","0","0","0.01","0.12","8","13","39","0","0","0","0","0.37","上市光電","玻璃基板加工","面板零組件,玻璃基板加工,小家電,家電,配電工程,電力設備",主要經營玻璃基板薄化加工及機電設備
377	,"2439.TW","美律","89.6","-2.18","2101","2.18","227","25.36","1.9","-0.17","5","34","15","1","1","0","0","0","0","0.2","0.78","16","6","14","-0.3","-0.2","-0.5","0.15","0","上市通信網路","耳機","藍牙耳機,電聲產品,耳機,微型揚聲器",電聲元件大廠
378	,"2440.TW","太空梭","16.05","-5.59","626","5.59","22","13.91","0.1","0.17","11","26","42","0","0","0","0","0","0","0.15","-0.74","-3","45","18","0","-0.1","-0.1","0","0.4","上市電子零組件","裸銅線","電線電纜,裸銅線",台灣絞銅線及3C連接線材公司
379	,"2441.TW","超豐","134.5","-4.95","15151","8.48","765","56.88","21.1","1.23","13","27","48","0","1","0","0","1","2.09","1.44","-3.01","5","21","19","-8.3","0.8","-7.5","0.77","0","上市半導體","IC封裝","IC封裝,IC測試,IC封裝測試",全球記憶體封測廠
380	,"2442.TW","新美齊","18.95","-1.81","1764","2.33","62","32.52","0.34","-2.02","8","3","267","1","0","0","0","0","0","-0.23","0.17","-21","-21","404","0","-0.1","-0.1","0","0","上市建材營造","營建","營建,地產",著重於高質感不動產開發
381	,"2444.TW","兆勁","12.4","-4.25","738","3.09","13","10.16","0.09","-0.74","3","0","0","0","0","0","0","0","0","-0.63","-0.09","14","-26","-27","0","-0.1","-0.1","0","0.15","上市通信網路","無線網路設備系統(WLAN)","用戶端設備,無線網路設備系統(WLAN),網通設備,物聯網裝置",台灣無線網路設備代工廠
382	,"2449.TW","京元電子","308","-7.92","52126","12.86","3766","122.27","171.68","1.89","8","42","19","0","0","0","0","1","2.42","5.6","-13.56","1","37","38","-31.4","43.6","12.2","0","0","上市半導體","IC測試","IC封裝,IC測試,IC封裝測試",全球IC測試領域龍頭公司
383	,"2450.TW","神腦","28.95","-0.86","182","0.86","75","25.83","0.05","-0.05","5","41","12","0","0","0","0","0","0","-0.15","0","-10","9","16","0","-0","0","0","0.06","上市通信網路","手機零售通路商","手機零售通路商,3C通路商,電子通路",中華電信轉投資之數位產品通路代理商
384	,"2451.TW","創見","278.5","-3.3","5511","6.94","1201","43.13","15.81","25.07","8","4","200","0","0","0","0","0","0","-1.59","8.49","-15","470","430","0.4","-4","-3.6","0","0.32","上市半導體","記憶體模組","電子零件元件,DRAM模組,Flash模組,記憶體模組",「Transcend」品牌之記憶體模組廠
385	,"2453.TW","凌群","55.3","-2.3","475","1.94","55","10","0.26","-0.74","3","17","18","0","0","0","0","0","0","-0.04","-0.05","-11","7","6","0","-0.1","-0.1","0","0.17","上市資訊服務","系統整合","系統整合,軟體業,雲端科技,Internet技術與基礎設施",以金融業為主的系統整合大廠
386	,"2454.TW","聯發科","3880","-9.98","24916","7.08","62231","160.39","984.1","12.56","4","76","5","0","1","0","0","0","0","-0.16","4.09","1","5","-2","-159.1","-252.9","-412","2.21","0","上市半導體","手機晶片相關","DSL晶片組,無線網路IC,衛星導航晶片組,數據機晶片組,CPU,IC設計,網路通訊IC,消費性IC,光碟機驅動IC,LCD控制IC,影音IC,數位電視IC,手機晶片相關",全球智慧型手機晶片大廠
387	,"2455.TW","全新","348","-9.82","2530","9.07","643","18.66","8.97","0.83","9","90","10","1","0","0","0","0","0","-0.28","1.04","1","47","29","-2","2.7","0.7","0","0.28","上市通信網路","光通訊元件磊晶","砷化鎵相關,第三類半導體,光通訊元件磊晶,IC製造",全球前三大砷化鎵HBT磊晶片廠
388	,"2457.TW","飛宏","27","-7.22","5710","7.22","115","42.48","1.59","-0.6","5","0","0","0","0","0","0","0","0","0.89","-0.7","-7","-10","-8","0","-1.2","-1.2","0","0","上市電子零組件","電源供應器","電源供應器,電子零件元件",電源供應器領導廠商
389	,"2458.TW","義隆","172","-4.44","10850","5","523","30.39","18.94","2.16","9","20","45","0","1","0","0","0","0","1.22","0.29","-12","4","4","-0.2","5.7","5.5","0.43","0","上市半導體","觸控IC","IC設計,消費性IC,PC週邊IC,MCU,生物辨識IC,觸控IC",全球NB觸控板模組與觸控IC龍頭
390	,"2459.TW","敦吉","63.3","-1.09","95","1.09","67","10.56","0.06","0.4","5","12","42","0","0","0","0","0","0","-0.01","-0.21","5","28","8","0","0","0","0","0.07","上市其他電子","電子元件代理商","檢測驗證服務,電子元件代理商,電子通路,設備儀器商",經營通路、製造、驗證三大事業群
391	,"2460.TW","建通","36","-7.46","3006","6.04","61","16.92","1.11","-0.37","10","108","9","0","1","0","0","0","0","-0.17","0.86","-0","72","63","0","-0","0","0.51","0","上市電子零組件","其他電子零件","其他電子零件,電子零件元件",亞洲最大電器類端子製造廠
392	,"2461.TW","光群雷","16.95","-3.69","1161","4.26","33","19.19","0.2","-0.39","12","8","150","0","0","0","0","0","0","-0.72","-0.03","-9","10","4","0","-0","0","0","0.25","上市其他電子","電子其他","面板零組件,光學膜,電子其他",全球重要知名雷射全像材料整合供應商
393	,"2462.TW","良得電","23.8","-3.45","863","6.69","36","15.08","0.21","-0.27","7","0","0","1","1","0","0","0","0","-0.42","-0.28","2","2","-2","0","-0.1","-0.1","0.39","0","上市電子零組件","連接線材","電子零件元件,連接線材",台灣知名電源線製造商
394	,"2464.TW","盟立","155.5","-8.26","8991","7.96","321","21.04","14.44","0.02","8","211","4","1","1","0","0","0","0","-1.3","3.22","7","31","15","0","0.2","0.2","1.98","0","上市其他電子","面板設備","半導體製程設備,軟體業,軟體通路／代理,設備儀器商,面板設備,自動化設備,機器人,產業機械",台灣工業自動化設備廠
395	,"2465.TW","麗臺","71.8","-7.47","1232","6.96","67","9.39","0.91","1.38","9","24","38","0","0","0","0","0","0","-0.76","-0.03","-18","135","119","0","-0.5","-0.5","0","0.28","上市電腦及週邊設備","繪圖卡","繪圖卡,電腦系統業",台灣繪圖卡廠商
396	,"2466.TW","冠西電","58","0","1436","8.79","99","17.35","0.86","-0.77","9","0","0","0","1","0","0","0","0","-0.5","-3.26","-35","-33","-25","0","0.1","0.1","0.55","0","上市光電","LED照明產品","LED,LED照明產品,光通訊,光纖被動元件",LED裝飾燈及光電元件製造商
