符合條件商品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料日期：2026年  6月 29日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
策略,"	.常用",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"92	",1460.TW,宏遠,7.1,1.14,504,1.43,49,69.46,0.03,-0.11,4,1383,0,0,0,0,0,0,0,0.14,-0.42,9,-7,-21,0,0,0,0,0.09,上市紡織纖維,織布業,織布業,遠東集團旗下，是一家長短織一貫布廠,
"93	",1463.TW,強盛新,17.3,-0.86,42,3.15,30,17.33,0.01,-0.52,5,0,0,0,0,0,0,0,0,0.12,-0.24,-24,1,-85,0,0,0,0,0.07,上市紡織纖維,染整,"染整,織布業,營建,地產",台灣專業的染整廠之一,
"94	",1464.TW,得力,10.3,1.98,538,1.96,43,42.56,0.12,0.18,6,17,35,0,0,0,0,0,0,0.18,-0.13,-12,5,-7,0,0,0,0,0.08,上市紡織纖維,織布業,織布業,台灣老牌織染一貫化布廠,
"95	",1465.TW,偉全,12.6,0,129,1.97,13,10.36,0.01,-0.21,9,0,0,0,1,0,0,0,0,0.42,-0.27,-25,19,9,0,0,0,0.08,0,上市紡織纖維,織布業,織布業,台灣專業的長纖布廠,
"96	",1466.TW,聚隆,14.8,4.96,198,2.82,16,11.12,0.02,-0.62,7,36,19,1,0,0,0,0,0,0.03,-0.16,3,5,-16,0,0,0,0,0.1,上市紡織纖維,尼龍絲,"化學纖維,聚酯加工絲,尼龍加工絲,尼龍絲,加工絲",台灣前二大的尼龍加工絲廠之一,
"97	",1467.TW,南緯,7.17,2.43,377,2.12,12,23.36,0.02,-0.47,2,0,0,0,0,0,0,0,0,-0.19,-0.16,-10,-12,-1,0,0,0,0,0.19,上市紡織纖維,成衣製造,"成衣,成衣製造,織布業,資產股",為品牌大廠代工及與Wal-mart合作的成衣廠,
"98	",1468.TW,昶和,11.85,0,51,1.26,19,16.04,0,-0.18,5,0,0,0,0,0,0,0,0,0,-0.08,5,-37,-46,0,0,0,0,0.04,上市紡織纖維,織布業,"織布業,棉紡業,紡紗",尼龍長織布廠,
"99	",1470.TW,大統新創,21.7,-0.69,2,0.91,19,8.58,0,0.1,6,28,21,0,0,0,0,0,0,-0.03,-1.05,9,-18,-14,0,0,0,0,0.06,上市紡織纖維,染整,"染整,織布業",台灣知名的染整廠，並跨足機能布,
"100	",1471.TW,首利,10.5,-1.87,794,3.18,16,15.04,0.1,-0.24,3,0,0,0,0,0,0,0,0,0.11,-0.17,-15,-66,-56,0,0,0,0,0.18,上市電子零組件,電源供應器,"電源供應器,機殼,電子零件元件",台灣電源供應器及機殼廠,
"101	",1472.TW,三洋實業,89.9,6.39,77,2.89,48,5.25,0.13,0.86,9,12,75,1,0,0,0,0,0,0.09,0.77,15,35,5,0,0,0,0,0,上市建材營造,基礎建設,"基礎建設,營造工程",承建公共工程、商辦、住宅等營造工程,
"102	",1473.TW,台南,19.75,-0.5,94,1,29,14.62,0.03,-0.63,7,9,78,0,0,0,0,0,0,-0.22,-0.25,14,-2,-18,0,0,0,0,0.08,上市紡織纖維,成衣製造,"成衣,成衣製造",台灣前三大成衣製造商，在大陸有Tony wear自有品牌,
"103	",1474.TW,弘裕,10.15,0.5,110,1.19,13,12.99,0.01,-0.07,9,0,0,1,0,0,0,0,0,0.09,-0.29,-8,5,-5,0,0,0,0,0.1,上市紡織纖維,工業紡織品,"織布業,工業紡織品",台灣最大的工業用布廠,
"104	",1475.TW,業旺,27.2,-0.37,7,4.21,18,6.6,0.01,0.34,3,16,19,0,1,0,0,0,0,0,-0.6,0,6,-7,0,0,0,0.15,0,上市紡織纖維,染料，顏料,"染料，顏料,化學工業",台灣紡織助染劑廠,
"105	",1476.TW,儒鴻,325.5,3.17,1878,2.65,866,27.44,4.65,5.89,13,12,108,0,0,0,0,0,0,-0.44,3.01,-6,1,1,2.7,1,3.7,0,0.14,上市紡織纖維,成衣製造,"成衣,成衣製造,織布業",台灣最大針織布及前二大成衣代工廠,
"106	",1477.TW,聚陽,222,2.78,2323,3.62,533,24.67,6.85,3.55,6,12,50,0,0,0,0,0,0,-1.39,1.02,4,9,-4,-6.6,12.7,6.1,0,0.11,上市紡織纖維,成衣製造,"成衣,成衣製造",全球前五大、台灣第一大成衣代工廠,
"107	",1503.TW,士電,237.5,1.71,4824,3.29,1216,52.1,11.23,0.85,10,21,48,0,1,0,0,0,0,-0.36,0.77,-10,8,15,0,-2.9,-2.9,0.49,0,上市電機機械,電機,"汽機車零組件,引擎相關,資產股,設備儀器商,電機,重電設備,電氣零件與設備,變電設備,電氣開關設備,智慧電網相關,車用充電相關,配電盤,充電樁,電力設備",屬仰德集團，本業以電機相關產品為主，為士林三寶之一,
"108	",1504.TW,東元,69,1.62,8205,3.23,1614,237.64,13.78,0.33,5,47,11,0,0,0,0,0,0,-0.09,-0.1,1,11,7,0,-10.8,-10.8,0,0.3,上市電機機械,電機,"資產股,小家電,電冰箱,洗衣機,冷氣機,家電,液晶電視,電機,重電設備,配電工程,變頻器,自動化設備,產業機械,電力設備",多角化經營的台灣老牌家電廠,
"109	",1506.TW,正道,10.1,1.1,201,1.79,16,30.04,0.04,0.01,10,135,7,0,0,0,0,0,0,0.16,-0.16,3,9,11,0,0,0,0,0.09,上市電機機械,轉向系統,"汽機車零組件,車用鍛件,木床/車架,引擎相關,活塞,轉向系統,懸吊系統,車用金屬成型,家居用品,傢俱",台灣知名活塞與汽車鍛件製造商,
"110	",1512.TW,瑞利,6.71,-0.89,156,3.49,7,9.82,0.01,-0.54,5,0,0,0,0,0,0,0,0,-0.02,-0.14,9,-6,4,0,0,0,0,0.13,上市汽車,運動用品,"汽機車零組件,汽車鈑金,運動產業,運動用品",主要經營體育用品零售店及汽車鈑金業務,
"111	",1513.TW,中興電,175.5,0,6747,4.32,883,50.31,22.83,1.87,8,23,35,0,1,0,0,0,0,1.63,0.61,4,4,2,17,-12,5,0.37,0,上市電機機械,電機,"其他公用事業,停車場,電機,重電設備,輸配電設備,電氣開關設備,智慧電網相關,配電工程,空調製冷,產業機械,電力設備",台灣知名重電及機電工程廠商,
"112	",1514.TW,亞力,119,0.42,2693,3.24,324,27.31,3.62,0.3,7,49,14,1,0,0,0,0,0,-0.8,1.37,-7,-31,11,0,-4.7,-4.7,0,0.27,上市電機機械,電氣零件與設備,"電機,電氣零件與設備,變電設備,配電工程,配電盤,電力設備",生產配電盤、電力變壓器為主的電機公司,
"113	",1515.TW,力山,31.45,3.11,5499,7.07,55,18.15,2.52,-0.72,6,0,0,0,1,1,0,0,0,0.84,-0.4,30,8,-1,0,0,0,0.55,0,上市電機機械,健身器材,"健身器材,運動產業,木工機械,手工具,產業機械",台灣知名健身器材代工廠,
"114	",1516.TW,川飛,19.35,0.26,9,1.52,8,4,0.01,-0.11,8,0,0,0,0,0,1,1,0.05,1.01,-0.05,30,-16,30,0,0,0,0,0.17,上市其他,車用鋰電池,"車用鋰電池,電子元件代理商,電子通路,電池",從事電子零組件買賣，並跨足電動車電池導電柄,
"115	",1517.TW,利奇,10.5,2.44,517,2.43,23,22,0.03,-0.46,3,0,0,0,0,0,0,0,0,0.19,-0.24,10,33,-11,0,0,0,0,0,上市電機機械,自行車零件,"自行車零件,產業機械",台灣老牌自行車零件廠,
"116	",1519.TW,華城,783,0.38,1476,2.72,2464,31.59,14.11,0.56,6,89,7,0,0,0,0,0,0,0.18,0.99,-34,-9,4,-0.8,-8.7,-9.5,0,0.28,上市電機機械,變電設備,"變電設備,配電盤,電力設備",生產電力變壓器為主之重電廠,
"117	",1521.TW,大億,25.95,0.19,82,2.27,20,7.62,0.01,0.17,4,21,19,0,0,0,0,0,0,0,-0.23,-6,23,16,0,0,0,0,0.16,上市汽車,車燈,"車燈,汽機車零組件",台灣最大OEM車燈製造商,
"118	",1522.TW,堤維西,30,0.5,275,1.98,93,31.29,0.26,-1.04,7,0,0,0,0,0,0,0,0,-0.15,-0.31,-4,40,40,0,0,0,0,0.16,上市汽車,車燈,"車燈,汽機車零組件",台灣前二大AM車燈製造商之一,
"119	",1524.TW,耿鼎,28.6,0,272,2.56,47,16.53,0.21,0.37,5,16,31,0,0,0,0,0,0,-0.24,0,-14,19,-14,0,0,0,0,0.23,上市汽車,汽車鈑金,"汽機車零組件,汽車鈑金",為汽車AM鈑金件製造商,
"120	",1525.TW,江申,62.4,-0.32,28,1.73,46,7.34,0.01,-1.45,3,0,0,0,1,0,0,0,0,0,0.06,11,29,8,0,0,0,0.25,0.11,上市汽車,木床／車架,"汽機車零組件,木床/車架,汽車鈑金,懸吊系統,機械零組件,模具",台灣最大商用車車架及木床製造商,
"121	",1526.TW,日馳,14,0.72,84,3.83,8,6,0.03,-0.67,5,0,0,1,0,0,1,0,0,0.02,-0.1,5,-10,-18,0,0,0,0,0.13,上市電機機械,自行車零件,"自行車零件,產業機械",全球知名的自行車內、外變速器製造商,
"122	",1527.TW,鑽全,33.35,0.45,96,2.23,46,13.86,0.08,-0.09,7,88,8,0,1,0,0,0,0,0.34,-0.17,-13,-14,-17,0,0.1,0.1,0.07,0,上市電機機械,電動工具,"電動工具,自行車零件,產業機械",台灣最大的釘槍代工大廠,
"123	",1528.TW,恩德,23.5,2.62,1634,5.97,44,19.13,0.75,-0.29,8,0,0,0,0,0,1,0,0,-1.3,-0.63,0,-17,9,0,-0.2,-0.2,0,0.43,上市電機機械,木工機械,"流通業,家居相關用品通路,雷射鑽孔機、鑽頭,印刷電路板相關,木工機械,產業機械",台灣生產PCB鑽孔機、成型機與木工機械廠商,
"124	",1529.TW,樂事綠能,22.05,1.38,316,3.33,34,15.51,0.18,-0.13,8,38,21,0,0,0,0,0,0,-0.01,0.16,236,158,-8,0,-0.1,-0.1,0,0,上市電機機械,配電盤,"電力公共事業,配電工程,配電盤,電力設備",以重電事業及太陽能光電業務為主,
"125	",1530.TW,亞崴,28.2,-1.4,75,3.58,27,9.46,0.03,-0.62,1,0,0,0,0,0,0,0,0,0.49,-0.57,-59,-43,-10,0,0,0,0,0.29,上市電機機械,工具機,"工具機,龍門機",台灣知名CNC加工機及龍門機製造商,
"126	",1531.TW,高林股,12.85,0.78,228,1.17,23,18.21,0.03,-0.26,7,0,0,0,0,0,0,0,0,0.26,-0.3,5,-5,-11,0,0,0,0,0,上市電機機械,工業用縫紉機,"工業用縫紉機,產業機械",全球前三大工業用縫紉機商 自有品牌SiRUBA,
"127	",1532.TW,勤美,22.65,0.44,353,1.31,95,42.26,0.16,-0.32,7,54,13,0,1,0,0,0,0,0.05,-0.58,11,26,12,0,0,0,0.22,0,上市電機機械,引擎相關,"汽機車零組件,車用鑄件,引擎相關,傳動系統,剎車系統,車用金屬成型,資產股,機械零組件,營建,地產",事業涵蓋金屬成型、建設住宅、飯店、商場等領域,
"128	",1533.TW,車王電,35.4,-0.84,151,3.65,35,9.85,0.08,1.01,5,8,63,0,0,0,0,0,0,0,-0.48,1,55,63,0,0,0,0,0.17,上市汽車,車用電子,"車輛整車,客貨車輛相關,車用電子,胎壓監測系統,行車紀錄器,倒車影像系統,手工具,產業機械",主攻AM車用電子零組件之大廠,
"129	",1535.TW,中宇,49.65,-0.2,45,0.7,62,12.37,0.06,0.2,6,18,33,0,0,0,0,0,0,0.03,-0.27,-4,-46,-22,0,0,0,0,0.08,上市電機機械,工程顧問,"水資源,污水處理,配電工程,電力設備,其他營造工程,營造工程,工程顧問,環保工程",中鋼集團旗下，環保工程廠商,
"130	",1536.TW,和大,47.6,1.06,879,2.39,131,27.9,1.03,-0.89,4,0,0,1,0,0,0,0,0,-1.07,-0.1,-3,12,-1,0,-1.1,-1.1,0,0.18,上市汽車,傳動系統,"汽機車零組件,傳動系統,機車零組件",台灣最大、全球前十大車廠之傳動零組件供應商,
"131	",1537.TW,廣隆,125,0,34,1.19,103,8.21,0.1,1.28,10,19,53,0,0,0,0,0,0,0,-0.08,0,9,-2,0,0,0,0,0,上市電機機械,工業用電池,"工業用電池,電池,鉛酸蓄電池",鉛酸蓄電池專業製造商,
"132	",1538.TW,正峰,11.1,0,0,0,4,3.23,0,-0.6,3,0,0,0,0,0,0,0,0,0,-0.16,-62,-65,-52,0,0,0,0,0.08,上市電機機械,電動工具,"車燈,汽機車零組件,電動工具,產業機械",以生產電動工具機、汽車燈具為主的廠商,
"133	",1539.TW,巨庭,15.45,-0.32,33,1.59,10,6.54,0.01,-0.09,4,0,0,0,0,0,0,0,0,0.02,-0.28,1,-15,-25,0,0,0,0,0.1,上市電機機械,木工機械,"木工機械,產業機械",DIY鉋木機領導廠商,
"134	",1540.TW,喬福,21.45,0.94,120,2.75,18,8.55,0.09,-0.04,3,0,0,0,0,0,0,0,0,0.25,-0.29,39,-3,-25,0,0,0,0,0.11,上市電機機械,工具機,"工具機,龍門機,車床",台灣中大型工具機製造大廠，以客製化為主,
"135	",1541.TW,錩泰,21.45,0,29,4.28,17,7.88,0,-0.3,6,28,21,0,0,0,0,0,0,0,0.12,7,-45,-36,0,0,0,0,0,上市電機機械,木工機械,"木工機械,產業機械",圓鋸機、線鋸機等桌上型木工機的代工廠商,
"136	",1558.TW,伸興,90.4,0.44,49,1.21,58,6.45,0.1,1.31,7,19,37,0,0,0,0,0,0,0.01,-0.04,16,-2,-2,0,0,0,0,0.02,上市電機機械,家用縫紉機,"傳產其他,金屬加工/製品,家用縫紉機,產業機械",全球最大家用縫紉機ODM廠,
"137	",1560.TW,中砂,738,4.98,1582,5.75,1035,15.01,9.03,2.36,10,74,14,1,1,0,0,1,3.91,1.26,-4.93,0,18,25,0.9,8.5,9.4,0.54,0,上市電機機械,磨料磨具,"矽晶圓,IC製造,磨料磨具,產業機械",台灣從事砂輪及再生晶圓生產製造廠商,
"138	",1565.TW,精華,97,2.75,294,2.21,48,5.04,0.19,-0.42,2,22,9,0,0,0,0,0,0,-0.36,0.07,-9,-17,-18,0,0,0,0,0.06,上櫃生技醫療,隱形眼鏡,"隱形眼鏡,輔助與彌補用醫材",台灣隱形眼鏡製造龍頭企業，並擁有「帝康」自有品牌,
"139	",1568.TW,倉佑,37.35,-0.27,896,9.38,39,10.31,0.59,0.51,6,25,24,0,1,0,0,0,0,-2.16,0.06,-14,5,-1,0,-0.2,-0.2,1.3,0,上市汽車,傳動系統,"汽機車零組件,傳動系統",汽車自動變速箱零組件製造商,
"140	",1569.TW,濱川,44.9,-0.77,528,4.15,65,14.42,0.49,-1.21,7,0,0,0,0,0,1,0,0,-0.62,-0.55,14,-1,-3,0,-0.2,-0.2,0,0.22,上櫃電腦及週邊設備,模具沖壓,"機殼,模具沖壓,電子零件元件",全球NB鍵盤支架領導廠商,
"141	",1570.TW,力肯,39.9,2.31,105,3.57,20,5.15,0.1,0.12,11,78,14,0,0,0,0,0,0,-0.01,0.02,4,0,3,0,0.1,0.1,0,0.45,上櫃電機機械,電動工具,"電動工具,產業機械",台灣氣動釘槍製造廠商,
"142	",1580.TW,新麥,122,0,36,0.82,60,4.93,0.07,1.45,3,11,27,0,0,0,0,0,0,0.08,0.1,-14,-11,-4,0,0,0,0,0.05,上櫃電機機械,烘焙及食品飲料機械,"烘焙及食品飲料機械,產業機械",亞洲最大烘焙設備製造廠,
"143	",1582.TW,信錦,82.4,-1.2,1375,5.57,120,14.43,2.05,0.02,4,39,10,0,0,0,0,0,0,-0.45,-0.69,-21,-11,-6,0,-0.6,-0.6,0,0.43,上市電子零組件,樞紐,"樞紐,電子零件元件",全球螢幕架樞紐製造龍頭,
"144	",1583.TW,程泰,49.45,0.82,14,3.76,54,10.94,0.02,-0.71,2,0,0,0,0,0,0,0,0,0,0.24,-50,-19,10,0,0,0,0,0.3,上市電機機械,工具機,"工具機,車床,磨床,工具機主軸",台灣規模最大的專業CNC車床製造商,
"145	",1584.TW,精剛,18.55,-0.8,420,3.43,43,23.25,0.3,-0.19,5,73,7,0,0,0,1,0,0,-0.81,-0.17,-6,-21,-22,0,-0.2,-0.2,0,0.12,上櫃其他,合金鋼,合金鋼,台灣鋼鐵集團旗下合金鋼廠,
"146	",1586.TW,和勤,19.65,0,950,3,26,13.18,0.09,-0.01,11,32,34,1,0,0,1,0,0,0.02,-0.24,-4,17,3,0,0,0,0,0.15,上櫃電機機械,汽機車零組件,"汽機車零組件,車用金屬成型,車用沖壓件,模具沖壓,電子零件元件",台灣汽車及硬碟零件雙核心精沖技術大廠,
"147	",1587.TW,吉茂,27.4,2.62,248,3.82,21,8.01,0.09,-0.2,3,23,13,0,0,0,1,0,0,-0.01,-0.44,8,4,18,0,0,0,0,0.22,上市汽車,車用冷卻系統,"汽機車零組件,車用冷卻系統",台灣最大汽車水箱製造廠,
"148	",1590.TW,亞德客-KY,1355,-0.37,1075,5.04,2720,20,11.46,18.42,11,26,42,0,1,0,0,0,0,0.75,-3.96,-10,40,27,2.9,0.3,3.2,0.36,0,上市電機機械,氣動元件,"機械零組件,氣動元件",大陸前三大氣動元件供應商之一,
"149	",1593.TW,祺驊,30.4,1.33,25,0.99,12,3.98,0.01,0.36,6,14,43,0,1,0,0,0,0,0.15,0.45,-14,11,12,0,0,0,0.09,0.03,上櫃運動休閒,工業馬達,"健身器材,運動產業,工業馬達,產業機械,休閒娛樂,連鎖健身房",台灣運動器材零組件製造商,
"150	",1595.TW,川寶,79,1.28,2522,6.77,42,5.5,0.86,-1.06,6,0,0,1,1,0,0,0,0,-1.11,-0.58,56,174,-1,0,-0.1,-0.1,1.23,0.29,上櫃半導體,PCB相關設備,"PCB相關設備,半導體製程設備,設備儀器商",全球知名PCB半自動曝光機廠,
"151	",1597.TW,直得,138,-1.08,1031,8.47,125,8.93,2.22,0.59,12,102,12,0,0,0,0,0,0,0.4,-0.38,-11,51,44,0,0.5,0.5,0,0.43,上市電機機械,滑軌,"機械零組件,滑軌",全球知名的微型線性滑軌元件廠商,
"152	",1598.TW,岱宇,19.35,0.78,192,1.8,34,17.91,0.04,-1.7,6,29,21,1,0,0,0,0,0,-0.57,0.12,-11,5,-11,0,0,0,0,0.13,上市運動休閒,健身器材,"健身器材,運動產業",全球前三大家用健身器材廠商,
"153	",1599.TW,宏佳騰,23.35,0.21,58,1.93,17,7.3,0.01,-0.77,11,0,0,0,0,0,0,0,0,-0.14,-0.12,-8,-40,6,0,0,0,0,0.07,上櫃電機機械,沙灘車,"電動機車,機車,沙灘車,車輛整車",以自有品牌「AEON」沙灘車起家並跨入機車領域的業者,
"154	",1603.TW,華電,31.25,0.48,209,2.2,60,19.17,0.11,0.23,4,25,16,0,0,0,0,0,0,-0.24,-0.13,-23,-6,-3,0,-0.1,-0.1,0,0.12,上市電器電纜,電力電纜,"建材,金屬建材,電線電纜,電力電纜",台灣老牌電線電纜業者，並跨入鋁門窗生產,
"155	",1604.TW,聲寶,23.4,1.52,851,1.07,89,38.42,0.11,0.23,11,18,61,0,0,0,0,0,0,-0.17,-0.17,-4,-10,-4,0,0.1,0.1,0,0.03,上市電器電纜,家電,"資產股,運輸事業,物流業,顯示器,小家電,電冰箱,冷氣機,家電,液晶電視",台灣知名家電品牌,
"156	",1605.TW,華新,35.4,0,17681,5.97,1569,443.13,15.63,-0.08,4,0,0,0,0,0,0,0,0,-0.04,-0.27,12,11,-5,0,-7.5,-7.5,0,0,上市電器電纜,不鏽鋼,"電線電纜,電力電纜,不鏽鋼",大中華區電線電纜及不鏽鋼領導廠商,
"157	",1608.TW,華榮,32.95,0.46,1526,2.94,208,63.28,1.24,0.4,8,10,80,0,0,0,0,0,0,-0.31,-0.15,7,8,16,0,-1.2,-1.2,0,0.2,上市電器電纜,電力電纜,"電線電纜,裸銅線,電力電纜,非鐵金屬,銅",台灣超高壓電力電纜線路統包工程知名業者,
"158	",1609.TW,大亞,36.85,4.39,4260,3.81,277,78.53,2.07,1.12,8,7,114,1,0,0,0,0,0,-0.49,-0.22,0,22,18,0,-0.8,-0.8,0,0.24,上市電器電纜,電力電纜,"電線電纜,漆包線,裸銅線,電力電纜",國內電力電纜、漆包線知名廠商,
"159	",1611.TW,中電,13.2,3.12,676,1.92,41,32.27,0.13,0.08,12,35,34,0,0,0,0,0,0,-0.09,-0.16,1,-4,-9,0,0,0,0,0,上市電器電纜,照明,"LED,LED照明產品,照明,家電",以東亞照明品牌銷售燈具及LED照明產品,
"160	",1612.TW,宏泰,37,-0.13,1079,1.59,117,31.61,0.48,0.69,9,14,64,0,0,0,0,0,0,-0.38,0.35,-2,-14,1,0,-0.3,-0.3,0,0.15,上市電器電纜,電力電纜,"電線電纜,電力電纜",台灣電力電纜業者之一,
"161	",1614.TW,三洋電,31.65,0.8,65,1.57,85,26.91,0.02,-0.03,11,399,3,0,0,0,0,0,0,0,-0.12,-10,-19,-9,0,0,0,0,0.08,上市電器電纜,家電,"資產股,小家電,電冰箱,洗衣機,冷氣機,家電,液晶電視",台灣知名家電品牌,
"162	",1615.TW,大山,44.6,0.9,79,1.66,87,19.67,0.07,1.35,5,12,42,0,0,0,0,0,0,0.02,-0.16,-4,15,-3,0,0,0,0,0,上市電器電纜,電力電纜,"電線電纜,電力電纜",台灣知名電力電纜公司,
"163	",1616.TW,億泰,22.1,1.38,462,3.13,42,19.41,0.13,-0.01,9,18,50,0,0,0,0,0,0,0.36,-0.32,8,-5,5,0,0,0,0,0.18,上市電器電纜,電力電纜,"電線電纜,電力電纜",國內電力電纜業者,
"164	",1617.TW,榮星,18.95,9.86,1156,8.5,29,16.95,0.26,-0.42,5,71,7,0,1,1,0,0,0,0.31,-0.5,-11,38,23,0,0,0,0.28,0,上市電器電纜,漆包線,"電線電纜,漆包線",專業漆包線及電子用線大廠,
"165	",1618.TW,合機,40.55,2.4,506,4.63,76,19.27,0.51,0.97,10,7,143,0,0,0,0,0,0,-0.34,-0.34,233,153,-8,0,0,0,0,0.19,上市電器電纜,電力電纜,"電線電纜,電力電纜",台灣主要電力電纜廠,
"166	",1626.TW,艾美特-KY,10.8,9.98,435,2.44,15,14.98,0.01,-1.61,5,0,0,0,0,0,0,0,0,-0.51,0.27,5,-8,-9,0,0,0,0,0.08,上市電器電纜,小家電,"小家電,家電",大陸「艾美特AIRMATE」品牌小家電生產商,
"167	",1702.TW,南僑,31.5,0.8,212,1.42,92,29.41,0.09,0.03,9,101,9,0,0,0,0,0,0,0.16,-0.08,-4,-1,-1,0,0.1,0.1,0,0.02,上市食品,油脂,"食品加工,大宗物資,油脂,麵製品相關,冷凍麵團,控股公司,資產股",台灣最大烘焙用油脂廠，轉投資餐飲事業眾多品牌,
"168	",1707.TW,葡萄王,93.8,-1.68,1499,1.65,141,14.81,0.36,0.07,6,14,43,0,0,0,0,0,0,-0.5,0.26,-2,-5,-2,0,-0.2,-0.2,0,0.07,上市生技醫療,食品生技,"生物科技,食品生技,食品加工,保健食品",台灣保健食品製造領導廠商,
"169	",1708.TW,東鹼,53.9,0.75,8792,5.68,133,24.9,9.72,1,8,17,47,0,1,1,0,0,0,-0.23,1.39,-23,18,13,0,-0.8,-0.8,0.57,0,上市化工,肥料,"肥料,鹼業,化學產品通路,化學工業,散裝航運,運輸事業",台灣老牌硫酸鉀(SOP)肥料廠,
"170	",1709.TW,和益,21.3,1.19,704,2.34,100,47.7,0.26,0.45,11,11,100,0,1,0,0,0,0,-0.15,-0.53,19,5,-3,0,0.2,0.2,0.24,0,上市化工,烷基苯,"烷基苯,合成樹脂,酚,化學工業",台灣烷化品大廠、且為唯一氫化石油樹脂商,
"171	",1710.TW,東聯,15.25,8.16,15215,6.09,125,88.57,1.11,-0.38,5,0,0,0,1,0,0,0,0,0.21,-0.28,-47,-29,-10,0,0.3,0.3,0.45,0,上市化工,EG,"化學工業,其他化工產品,化纖原料,EG",遠東集團旗下，EG大廠,
"172	",1711.TW,永光,43.6,2.47,5312,8.1,233,54.78,3.76,0.03,11,254,4,0,0,0,0,0,0,-0.09,0.24,0,9,5,0,-0.6,-0.6,0,0.21,上市化工,染料，顏料,"染料，顏料,化學工業,其他化工產品,光阻劑,半導體化學品",亞洲染料廠龍頭,
"173	",1712.TW,興農,39.15,0.64,270,1.28,164,42.05,0.33,1.08,9,15,60,0,0,0,0,0,0,-0.13,-0.01,-9,11,3,0,-0.1,-0.1,0,0.04,上市化工,農藥,"農藥,化學工業,流通業,連鎖超市",台灣農藥市場龍頭公司,
"174	",1713.TW,國化,49.55,0.1,202,1.2,75,15.1,0.25,-0.3,6,0,0,0,1,0,0,0,0,0.35,-0.39,14,12,10,0,0.1,0.1,0.12,0,上市化工,保險粉,"保險粉,化學工業,其他化工產品",保險粉生產商,
"175	",1714.TW,和桐,18.9,1.89,7186,4.05,184,99.18,1.36,0.52,10,13,77,0,1,0,0,0,0,-0.94,3.34,9,85,55,0,1.4,1.4,1.29,0,上市化工,正烷屬烴,"烷基苯,正烷屬烴,化學工業,其他化工產品",亞洲最大正烷屬烴供應商,
"176	",1717.TW,長興,72.9,4.89,10227,9.09,815,117.22,12.7,0.56,11,59,19,1,0,0,0,0,0,0.58,-1.58,-9,15,7,0,-0.3,-0.3,0,0.25,上市化工,合成樹脂,"合成樹脂,化學工業,半導體化學品",亞洲最大合成樹脂廠，亦是全球最大乾膜光阻劑,
"177	",1718.TW,中纖,12.25,9.87,33755,12.02,188,168.59,16.44,0.98,9,2,450,0,1,1,0,1,2.07,1.26,-2.61,-15,9,1,0,1.1,1.1,0.78,0,上市化工,EG,"化學工業,其他化工產品,化學纖維,聚酯絲,聚酯加工絲,化纖原料,EG",台灣化纖及EG重要供應商,
"178	",1720.TW,生達,63.2,0.8,105,1.42,112,17.87,0.15,1.71,7,10,70,0,1,0,0,0,0,0.17,-0.61,-14,-5,0,0,0.1,0.1,0.07,0,上市生技醫療,西藥製劑,"醫藥產業,生物科技,西藥製劑,學名藥,食品生技",台灣前三大學名藥廠,
"179	",1721.TW,三晃,23.1,0.87,680,5.97,42,18.49,0.46,-0.82,7,0,0,0,0,0,0,0,0,-1.45,0.43,-22,5,-12,0,0,0,0,0.37,上市化工,其他化工產品,"PU樹脂,化學工業,其他化工產品",油墨、表面處理劑、PU樹脂生產企業,
"180	",1722.TW,台肥,47.7,1.06,1268,1.36,463,98,0.96,-0.21,11,0,0,0,0,0,0,0,0,0.04,-0.4,-21,-1,9,0,0.3,0.3,0,0,上市化工,肥料,"肥料,化學工業,其他化工產品,資產股,營建,地產",台灣最大肥料及化學廠商,
"181	",1723.TW,中碳,83,-0.72,408,2.38,198,23.69,0.58,0.89,7,34,21,0,0,0,0,0,0,0.08,-0.14,-13,58,1,0,0.1,0.1,0,0,上市化工,煤化工,"煤化工,化學工業",中鋼集團旗下，台灣唯一煤化工製造商,
"182	",1725.TW,元禎,35.2,1.73,223,4.56,63,18.18,0.11,0.28,15,49,31,0,0,0,0,0,0,0,0.16,-26,18,15,0,0,0,0,0,上市化工,化學產品通路,"化學產品通路,化學工業,石油及天然氣,油品儲運/分銷",石化原料之專業代理商,
"183	",1726.TW,永記,78.2,-0.26,20,0.89,127,16.2,0.05,1.68,12,11,109,0,1,0,0,0,0,-0.02,-0.2,-13,-4,5,0,0,0,0.06,0,上市化工,塗料,"化學工業,塗料",台灣最大油漆廠，主要生產防火漆,
"184	",1727.TW,中華化,88,0,2926,6.94,113,12.8,2.78,0.26,10,74,14,0,1,0,0,1,0.4,1.75,-0.71,22,39,19,0,-1.6,-1.6,1.08,0,上市化工,強酸產品,"染料，顏料,強酸產品,化學工業,其他化工產品,半導體化學品",台灣主要生產硫酸產品之廠商,
"185	",1730.TW,花仙子,53.8,0.37,66,0.93,34,6.32,0.08,0.48,13,10,130,0,1,1,0,0,0,0,-0.51,0,4,1,0,0,0,0.03,0,上市化工,衛生清潔用品,"衛生清潔用品,化學工業",台灣最大家庭日用品廠商,
