符合條件商品
資料日期：2026年  6月 17日
策略,	.常用
17	,"1220.TW","台榮","11.7","0","140","0.85","21","17.71","0.02","-0.2","2","0","0","0","0","0","0","0","0","0.02","0.07","-20","-13","-5","0","-0","0","0","0.04","上市食品","飼料","流通業,食品飲料相關通路,農林漁牧,飼料,製糖,食品加工,大宗物資,磨粉製品",台灣知名果糖大廠，並生產飼料及水產品
18	,"1225.TW","福懋油","33","3.12","1784","5","80","24.23","0.58","0.4","12","17","71","0","1","0","0","0","0","-0.31","0.14","-7","2","3","0","-0.1","-0.1","0.15","0","上市食品","油脂","農林漁牧,飼料,大宗物資,麵粉,油脂",台灣油脂、飼料大廠
19	,"1227.TW","佳格","28.85","0","997","1.04","264","91.51","0.29","-0.13","13","17","76","0","0","0","0","0","0","-0.13","0.18","18","5","8","0","-0.2","-0.2","0","0","上市食品","油脂","乳製品,食品加工,大宗物資,油脂,保健食品,穀類烘焙製品",台灣最大穀物營養品與油品供應商
20	,"1229.TW","聯華","41.95","0.12","1456","1.79","753","179.6","0.61","-0.05","8","105","8","0","0","0","0","0","0","0.08","-0.42","30","-9","-9","0","0.3","0.3","0","0","上市食品","麵粉","大宗物資,麵粉,系統整合,軟體業",聯華神通集團之創始公司，是台灣麵粉品牌龍頭企業
21	,"1231.TW","聯華食","87","-0.46","272","1.26","260","29.85","0.24","0.48","7","25","28","0","0","0","0","0","0","0.05","-0.03","-2","-3","4","0","-0.3","-0.3","0","0","上市食品","調理食品","食品加工,穀類烘焙製品,調理食品,餅乾製品",台灣休閒食品大廠，並供應7-11鮮食產品
22	,"1232.TW","大統益","143.5","-0.35","216","0.69","230","16","0.31","2.24","10","15","67","0","1","0","0","0","0","0.03","0.36","-3","10","8","0","-0.2","-0.2","0.04","0.03","上市食品","油脂","食品加工,大宗物資,油脂,磨粉製品",台灣最大黃豆加工製造廠，是豆粉與油脂製造龍頭
23	,"1233.TW","天仁","27.95","0.18","33","0.36","25","9.06","0.01","-0.06","14","22","64","0","0","0","0","0","0","0.06","0.16","9","-4","2","0","-0","0","0","0.07","上市食品","茶葉相關","食品加工,茶葉相關,旅宿／餐飲,餐飲,連鎖飲料",台灣知名茶葉廠並轉投資喫茶趣
24	,"1234.TW","黑松","35","0","111","0.71","141","40.19","0.04","-0.56","8","2732","0","0","1","0","0","0","0","0","-0.05","1","-23","-6","0","0","0","0.06","0","上市食品","非酒精飲料","流通業,食品飲料相關通路,非酒精飲料,飲料相關,資產股",主要從事黑松品牌飲料製造及酒品代理
25	,"1235.TW","興泰","37","-3.39","13","4.31","70","18.86","0","-0.25","10","101305","0","0","0","0","0","0","0","-0.18","0.2","-46","-38","47","0","0","0","0","0.15","上市食品","飼料","農林漁牧,飼料",生產畜產及水產類飼料之廠商
26	,"1236.TW","宏亞","25.7","0.59","54","1.76","22","8.67","0.01","-0.62","10","31","32","0","1","0","0","0","0","0.08","-0.24","-12","-4","3","0","0","0","0.12","0","上市食品","可可製品","食品加工,可可製品,餅乾製品",旗下七七巧克力與禮坊喜餅為知名品牌
27	,"1240.TW","茂生農經","58.3","0.17","13","0.34","26","4.42","0.01","0.3","6","26","23","0","0","0","0","0","0","-0.01","0.2","3","3","3","0","-0","0","0","0","上櫃農業科技業","飼料","農林漁牧,家畜／家禽,飼料",家禽家畜飼料、大宗原料供應商
28	,"1256.TW","鮮活果汁-KY","178.5","0","44","2.8","64","3.58","0.08","2.32","13","17","76","1","0","0","0","0","0","-0.04","0.89","4","24","47","0","-0","0","0","0.28","上市食品","非酒精飲料","非酒精飲料,飲料相關",大陸新茶飲上游原料供應商
29	,"1259.TW","安心","57.8","-1.37","1","0","19","3.24","0","-0.25","10","54","19","0","0","0","0","0","0","0.11","-0.18","12","3","3","0","0","0","0","0","上櫃觀光餐旅","餐飲","旅宿／餐飲,餐飲",東元旗下，以摩斯為速食餐飲連鎖品牌
30	,"1264.TW","德麥","273.5","1.3","20","1.48","101","3.71","0.05","4.77","11","11","100","0","1","0","0","0","0","-0.06","0.21","-12","3","6","0","-0","0","0.05","0.03","上櫃食品","食品飲料相關通路","流通業,食品飲料相關通路,食品加工,穀類烘焙製品,磨粉製品",台灣最大烘焙原物料供應商
31	,"1268.TW","漢來美食","169","-0.29","37","1.18","71","4.22","0.06","1.41","14","7","200","0","1","0","0","0","0","0","-0.35","16","11","15","0","0","0","0.14","0","上櫃觀光餐旅","餐飲","旅宿／餐飲,餐飲",台灣知名餐飲集團，經營多元品牌
32	,"1301.TW","台塑","47.95","2.57","18657","3.53","3052","636.57","8.86","-0.3","11","0","0","0","0","0","0","0","0","-0.79","1.6","-18","1","-4","-0","10.8","10.8","0","0.24","上市塑膠","PVC","合成樹脂,鹼業,化學工業,其他化工產品,PVC,PE,PP,塑化原料,EVA,AN,化纖原料",台灣最大塑化集團，亞洲最大PVC生產商
33	,"1303.TW","南亞","126.5","10","92092","11.3","10032","793.08","113.9","0.36","7","107","7","0","1","1","0","0","0","-0.23","1.62","4","31","13","0.6","54.6","55.2","0.76","0","上市塑膠","塑膠加工","合成樹脂,丁二醇,化學工業,DOP,塑膠皮布,塑膠加工,PA,塑化原料,塑化製品,化學纖維,聚酯絲,聚酯棉,聚酯粒,化纖原料,EG,玻纖布,印刷電路板,銅箔基板,銅箔,印刷電路板相關",全球最大的塑膠加工廠、第四大EG廠
34	,"1304.TW","台聚","12.95","1.57","4725","3.53","154","118.88","0.61","-0.48","9","0","0","0","0","0","0","0","0","0.13","-0.42","-16","-1","-5","0","0.2","0.2","0","0.17","上市塑膠","PE","PE,ABS,PS,塑化原料,EVA",台灣EVA、PE知名廠商
35	,"1305.TW","華夏","12.8","1.19","1450","1.98","74","58.11","0.18","-0.31","9","0","0","0","0","0","0","0","0","0.21","0.05","-18","21","18","0","0.1","0.1","0","0.15","上市塑膠","PVC","PVC,塑膠皮布,塑膠加工,塑化原料,塑化製品",台灣第二大PVC廠，轉投資台氯
36	,"1307.TW","三芳","36.1","-3.48","1613","3.21","144","39.78","0.59","0.65","9","12","75","0","1","0","0","1","1.33","1.29","-1.72","-11","9","4","-0","-0.1","-0.1","0.25","0","上市塑膠","塑膠皮布","塑膠皮布,塑化製品,傳產其他,鞋材",全球最大的合成皮生產商
37	,"1308.TW","亞聚","13.7","1.48","2244","2.22","81","59.37","0.31","0.03","6","227","3","0","0","0","0","0","0","0.24","-0.22","2","10","-5","0","0.2","0.2","0","0.13","上市塑膠","EVA","PE,塑化原料,EVA",台聚轉投資之EVA及LDPE知名廠商
38	,"1309.TW","台達化","14.5","0.35","4004","2.77","58","39.76","0.58","-0.79","7","0","0","0","0","0","1","0","0","-0.3","-0.14","-23","-21","-18","0","0.2","0.2","0","0.27","上市塑膠","PS","ABS,PS,塑化原料",台灣第三大PS廠
39	,"1310.TW","台苯","8.71","2.47","6544","5.41","46","52.79","0.57","-0.12","8","9","89","0","0","0","0","0","0","-0.06","-0.2","-42","-39","-10","0","-0.1","-0.1","0","0","上市塑膠","SM","SM,塑化原料",台灣第三大SM廠
40	,"1312.TW","國喬","13.25","0.76","11284","3.42","200","150.66","1.49","-0.66","9","0","0","0","1","0","0","0","0","0.03","-0.37","-36","6","18","0","-0.5","-0.5","0.58","0","上市塑膠","SM","SM,ABS,塑化原料",台灣第二大SM及ABS廠
41	,"1313.TW","聯成","11.2","0.45","3323","1.79","149","133.08","0.37","-0.24","8","29","28","0","0","0","0","0","0","0.11","-0.44","-9","5","4","0","0.2","0.2","0","0","上市塑膠","DOP","PVC,DOP,PA,塑化原料",全球最大可塑劑及苯酐供應商
42	,"1314.TW","中石化","7.62","-0.78","21623","2.99","288","378.49","1.66","-0.34","5","0","0","0","1","0","0","0","0","-0.03","-0.34","-17","-24","-30","0","-0","0","0.26","0","上市塑膠","CPL","AN,化學纖維,尼龍粒,化纖原料,CPL,資產股",台灣第一大CPL廠
43	,"1315.TW","達新","61.7","0.33","41","0.98","61","9.91","0.03","-0.74","4","0","0","0","0","0","0","0","0","0.01","0","78","3","-17","0","0","0","0","0.05","上市塑膠","塑膠加工","塑膠加工,塑化製品,建材,複合板,成衣,成衣製造,資產股",台灣知名雨衣及成衣製造商
44	,"1316.TW","上曜","11.1","2.3","1628","2.3","41","40.16","0.18","-0.42","6","54","11","1","0","0","0","0","0","-1.03","0.77","5","153","139","0","-0","0","0","0","上市建材營造","營建","PU樹脂,化學工業,食品加工,保健食品,營建,地產",上曜集團旗下豪宅品牌
45	,"1319.TW","東陽","102.5","2.5","3854","3.3","606","59.15","3.91","1.05","5","24","21","0","1","0","0","1","5.4","1.62","-8.74","-8","3","-17","-0.8","-1.1","-1.9","0.47","0","上市汽車","汽機車零組件","汽車保險桿,汽機車零組件,汽車鈑金,車用冷卻系統",全球第一大汽車AM塑膠件製造商
46	,"1321.TW","大洋","31.75","0.63","304","1.9","72","22.72","0.1","-0.35","7","0","0","0","1","0","0","0","0","-0.15","-0.58","3","13","-1","0","0","0","0.15","0","上市塑膠","PVC","PVC,塑膠皮布,塑膠加工,塑化原料,塑化製品,資產股",台灣第三大PVC廠，並有資產開發題材
47	,"1323.TW","永裕","19.8","0.76","61","1.27","18","9.13","0.01","0.14","12","25","48","0","0","0","0","0","0","0.03","1.19","-3","4","2","0","-0","0","0","0.08","上市塑膠","塑膠加工","塑膠加工,塑化製品",台灣知名的塑膠瓶及軟管製造商
48	,"1324.TW","地球","10.5","-0.47","156","1.42","8","7.51","0.02","-0.45","5","0","0","0","0","0","0","0","0","0","-0.14","9","4","-10","0","0","0","0","0","上市塑膠","膠帶","膠帶,化學工業",台灣主要PVC膠帶供應商
49	,"1325.TW","恆大","26.2","0.58","137","1.54","22","8.53","0.04","-0.32","2","0","0","0","0","0","0","0","0","-0.29","-0.11","-18","-31","-27","0","0","0","0","0.1","上市塑膠","不織布","不織布,工業紡織品",台灣最大的紡結不織布生產廠
50	,"1326.TW","台化","53.7","3.07","33486","7.87","3147","586.12","17.98","0.21","14","33","42","0","1","0","0","0","0","-0.58","1.95","-15","15","11","0","17.3","17.3","0.35","0","上市塑膠","PTA","二甲基甲醯胺(DMF),酚,化學工業,其他化工產品,芳香烴,SM,ABS,PS,PP,塑化原料,化學纖維,尼龍粒,尼龍加工絲,尼龍絲,化纖原料,PTA,粘膠",台灣最大的PTA廠
51	,"1336.TW","台翰","15","-0.33","191","1.99","12","7.76","0.03","-0.19","4","0","0","0","1","0","0","0","0","0.02","1.65","4","0","-8","0","-0","0","0.26","0","上櫃電子零組件","塑膠射出","電子零件元件,塑膠射出",宣德轉投資之消費電子產品外殼製造商
52	,"1337.TW","再生-KY","4.93","0","409","2.03","13","26.9","0.02","-0.43","6","0","0","0","0","0","0","0","0","0.02","-0.11","8","-10","-18","0","-0","0","0","0","上市塑膠","塑膠加工","塑膠加工,塑化原料,塑化製品,EVA",大陸第一大EVA發泡材商
53	,"1338.TW","廣華-KY","17.2","0","86","1.16","14","8.38","0.01","-0.42","3","0","0","1","1","0","0","0","0","0.19","0.06","-7","6","-1","0","0","0","0.28","0","上市汽車","汽車內裝","汽車內裝",汽車OEM塑膠內飾件大廠，供應以大陸市場為主
54	,"1339.TW","昭輝","43.45","-2.8","532","3.8","32","7.41","0.23","-0.2","10","0","0","0","0","0","0","0","0","0","-0.19","4","15","-13","0","0.1","0.1","0","0","上市汽車","汽車保險桿","塑膠加工,塑化製品,汽車保險桿,汽機車零組件",台灣第二大汽車AM塑膠件製造商
55	,"1340.TW","勝悅-KY","5.78","0.52","133","1.22","9","15.29","0.01","-0.36","9","0","0","0","0","0","0","0","0","-0.49","-0.1","29","-71","-79","0","0","0","0","0","上市塑膠","鞋材","地產,物業投資發展,旅宿／餐飲,飯店",專注旅館及第三方物流承租收入事業
56	,"1341.TW","富林-KY","62.2","-0.16","4","0.96","33","5.29","0","1.62","9","10","90","0","1","0","0","0","0","0","-0.16","-25","15","5","0","0","0","0.1","0","上市塑膠","塑膠皮布","塑膠皮布,塑化製品",越南第一大PVC人造皮革生產商
57	,"1342.TW","八貫","116.5","0","783","2.58","91","7.8","0.91","2.29","7","16","44","0","1","0","0","0","0","0.78","2.36","-3","37","27","0","0.1","0.1","0.47","0","上市其他","塑膠皮布","塑膠皮布,塑化製品",台灣機能性皮布料及薄膜製造商
58	,"1402.TW","遠東新","28.8","0.88","30949","3.15","1542","535.29","8.96","0.64","6","11","55","0","1","1","0","0","0","0.56","-1.72","2","19","4","6.2","5.6","11.8","0.25","0","上市紡織纖維","聚酯粒","家居用品,寢具,化學纖維,聚酯絲,聚酯加工絲,聚酯棉,聚酯粒,化纖原料,PTA,成衣,成衣製造,成衣銷售/零售,織布業,棉紡業,紡紗,控股公司,資產股",全球前五大聚酯製造商，集團轉投資橫跨領域廣
59	,"1409.TW","新纖","27.95","3.9","17990","4.46","452","161.84","5.03","0.89","10","12","83","0","1","0","0","0","0","-0.08","0.75","7","35","9","-0","-0.9","-0.9","0.97","0","上市紡織纖維","聚酯粒","塑膠加工,塑化製品,化學纖維,聚酯絲,聚酯粒,資產股",新光集團旗下，台灣知名化纖廠
60	,"1410.TW","南染","24.75","0.61","79","3.05","15","6.2","0.02","-0.3","8","0","0","0","0","0","0","0","0","0.2","-0.21","-11","37","9","0","-0","0","0","0.15","上市紡織纖維","物業投資發展","IC封裝測試,地產,物業投資發展",轉型為不動產租賃業務
61	,"1413.TW","宏洲","9.4","-0.32","79","0.74","10","13.21","0.01","-0.25","7","0","0","0","0","0","0","0","0","0","-0.07","-20","-16","-19","0","0","0","0","0","上市紡織纖維","聚酯絲","化學纖維,聚酯絲,聚酯粒",宜進入主，聚酯粒、聚酯絲與加工絲一貫廠
62	,"1414.TW","東和","17.4","0.87","151","1.45","34","19.8","0.03","-0.04","6","0","0","0","1","0","0","0","0","0.07","0.03","-1","11","-7","0","0","0","0.3","0","上市紡織纖維","混紡紗","混紡紗,紡紗,資產股,地產,物業投資發展",棉混紡紗大廠
63	,"1416.TW","廣豐","11.15","0.45","257","0.9","21","18.53","0.03","-0.05","9","0","0","0","1","0","0","0","0","-0.61","-0.02","21","61","35","0","-0","0","0.1","0.05","上市其他","應用軟體","資產股,軟體業,應用軟體",專注金融業應用系統開發
64	,"1417.TW","嘉裕","8.54","0","225","1.05","16","18.99","0.02","-0.23","9","0","0","0","0","0","0","0","0","-0.3","-0.02","-3","-10","17","0","0","0","0","0","上市紡織纖維","成衣銷售／零售","成衣,成衣製造,成衣銷售/零售",裕隆集團旗下，台灣知名男性西服供應商
65	,"1418.TW","東華","18.5","-0.8","12","2.95","9","5.68","0","-1.55","3","0","0","0","1","0","0","0","0","0.02","-0.04","90","206","-36","0","0","0","0.18","0","上市紡織纖維","亞克力棉","化學纖維,亞克力棉",台灣老牌的亞克力棉製造商
66	,"1419.TW","新紡","66.8","-1.04","125","1.48","200","30","0.08","-0.06","6","197","3","0","1","0","0","0","0","0","-0.23","-5","2","30","0","-0","0","0.2","0","上市紡織纖維","織布業","成衣,成衣銷售/零售,織布業,資產股,地產,物業投資發展",新光集團旗下，平織布生產商，士林三寶之一
67	,"1423.TW","利華","44.9","0.22","1653","2.12","45","9.96","0.8","-0.38","7","0","0","0","1","0","0","0","0","0.28","-0.03","47","18","4","0","-0","0","0.15","0","上市紡織纖維","毛紡","毛紡,紡紗,資產股",台灣第一大的專業毛條生產商
68	,"1432.TW","大魯閣","17.4","0.87","449","1.16","16","10.8","0.08","-2.38","1","0","0","0","1","0","0","0","0","-0.01","-0.17","-1","-39","-40","0","-0","0","0.09","0","上市運動休閒","大型遊樂場","流通業,百貨業,休閒娛樂,大型遊樂場",經營型娛樂購物中心事業
69	,"1434.TW","福懋","16.85","0.3","1916","1.49","284","168.47","0.32","0.08","8","48","17","0","1","0","0","0","0","0.1","-0.45","-3","6","-6","0","0.3","0.3","0.16","0","上市紡織纖維","尼龍製品","加油站,其他公用事業,尼龍製品,尼龍塔夫塔布,工業紡織品",台塑集團旗下，台灣知名輪胎簾布製造商
70	,"1436.TW","華友聯","46.75","1.85","516","2.83","91","19.42","0.24","-1.15","4","0","0","1","0","0","0","0","0","-0.46","1.51","106","45","-48","0","0.1","0.1","0","0","上市建材營造","營建","營建,地產",主打首購族及換屋族市場的建商
71	,"1437.TW","勤益控","29.55","0","65","0.34","60","20.19","0.02","0.03","6","27","22","0","0","0","0","0","0","0","-0.38","8","-1","-9","0","-0","0","0","0","上市其他","物業投資發展","毛紡,紡紗,控股公司,資產股,地產,物業投資發展",投資控股公司，從事地產、紡織貿易及投資事業
72	,"1438.TW","三地開發","22.55","-0.66","129","2.2","25","11.12","0.03","-0.01","6","6","100","1","0","0","0","0","0","-0.12","1.12","-91","0","161966","0","-0","0","0","0","上市建材營造","營建","營建,地產",開發以台南及高雄地區為主力的建商
73	,"1439.TW","雋揚","25","-0.79","15","3.97","23","9.2","0","-0.17","1","175","1","0","0","0","0","0","0","0.1","-0.04","111","-38","-42","0","0","0","0","0.1","上市建材營造","營建","資產股,營建,地產,物業投資發展",國揚集團旗下，著重開發危老及都更計畫
74	,"1440.TW","南紡","13.5","1.89","3264","2.64","224","165.68","0.44","-0.18","7","0","0","0","0","0","0","0","0","0.07","-0.28","9","-13","-18","0","0","0","0","0","上市紡織纖維","聚酯棉","化學纖維,聚酯絲,聚酯棉,聚酯粒,化纖原料,棉紡業,紡紗,資產股",台灣最大的聚酯棉與紡紗廠，並經營夢時代購物中心
75	,"1441.TW","大東","9.13","0.11","21","0.11","6","7.17","0","-0.57","3","0","0","0","0","0","0","0","0","0","-0.17","-29","-1","-18","0","0","0","0","0.1","上市紡織纖維","棉紡業","織布業,棉紡業,紡紗,資產股",台灣主要棉紡生產企業
76	,"1442.TW","名軒","27.9","1.45","266","2.18","102","36.62","0.07","0.12","1","31","3","0","0","0","0","0","0","-0.18","1.92","168","-19","-70","0","-0","0","0","0","上市建材營造","營建","營建,地產",麗寶集團旗下成員
77	,"1443.TW","立益物流","27.7","-0.72","13","1.97","37","13.53","0","0.34","8","14","57","0","1","0","0","0","0","0.06","-0.09","-2","-2","-8","0","0","0","0.34","0","上市其他","倉儲服務","流通業,貿易,倉儲服務,運輸事業,物流業",從事物流倉儲服務及經營房地產
78	,"1444.TW","力麗","7.07","0.43","826","1.85","70","99.56","0.06","-0.04","8","0","0","0","1","0","0","0","0","0.28","-0.54","72","81","24","0","-0","0","0.37","0","上市紡織纖維","聚酯加工絲","化學纖維,聚酯加工絲,聚酯粒",台灣聚酯加工絲龍頭廠
79	,"1445.TW","大宇","11.05","0.45","48","1.36","14","13.07","0.01","-0.5","5","121","4","0","0","0","1","0","0","-0.01","-0.07","132","-12","-24","0","-0","0","0","0.12","上市紡織纖維","織布業","化學纖維,聚酯加工絲,織布業",台灣專業的織布廠
80	,"1446.TW","宏和","16.75","0.3","362","2.1","23","13.77","0.06","-0.33","9","15","60","0","1","0","0","0","0","-0.09","-0.35","23","-2","-58","0","0","0","0.13","0","上市紡織纖維","織布業","織布業,資產股,營建,地產",台灣知名的長短纖布廠
81	,"1447.TW","力鵬","6.1","-0.16","1062","1.96","56","91.01","0.07","-0.02","10","32","31","0","1","0","0","0","0","-0.08","-0.33","-50","-46","4","0","0","0","0.48","0","上市紡織纖維","尼龍粒","化學纖維,尼龍粒,織布業",力麗集團旗下，台灣知名尼龍粒大廠
82	,"1449.TW","佳和","14.15","2.17","1140","3.25","18","12.71","0.16","-1.96","6","0","0","0","1","0","0","0","0","-0.06","5.29","-25","99","44","0","-0","0","0.53","0","上市紡織纖維","織布業","織布業,營建,地產",織布生產商，產品為先染及長纖織物
83	,"1451.TW","年興","16.8","-0.3","137","0.89","33","19.8","0.02","0.15","9","13","69","0","0","0","0","0","0","-0.05","-0.16","2","-19","1","0","0","0","0","0","上市紡織纖維","成衣製造","成衣,成衣製造,織布業",全球最大的牛仔成衣廠
84	,"1452.TW","宏益","11.15","2.29","142","3.21","15","13.26","0.02","-0.14","9","0","0","0","0","0","0","0","0","-0.18","-0.07","-18","15","2","0","0","0","0","0","上市紡織纖維","聚酯加工絲","化學纖維,聚酯加工絲",台灣專業的加工絲一貫廠
85	,"1453.TW","大將","11.9","1.28","118","1.7","13","11.32","0.01","-0.13","3","0","0","0","1","0","0","0","0","-0.07","0.19","-1","1","1","0","0","0","0.11","0","上市建材營造","營建","營建,地產",主要經營營建開發及紡織買賣
86	,"1454.TW","台富","12.8","1.19","40","1.19","17","12.98","0.01","-0.4","2","0","0","0","0","0","0","0","0","0.01","-0.04","2","8","-20","0","0","0","0","0.13","上市紡織纖維","織布業","化學纖維,聚酯加工絲,織布業",台灣加工絲、織布一貫廠
87	,"1455.TW","集盛","9.82","-1.41","1760","2.41","52","53.17","0.17","-0.13","8","0","0","0","1","0","0","0","0","0.29","-0.24","-9","-5","-21","0","-0","0","0.3","0","上市紡織纖維","尼龍粒","化學纖維,尼龍粒,尼龍加工絲,尼龍絲",台灣前三大尼龍粒廠商及前四大聚酯加工絲廠
88	,"1456.TW","怡華","15.15","4.12","291","7.9","14","9.37","0.04","-0.16","5","7","71","0","1","0","0","0","0","0.41","-0.21","-55","-69","1","0","0","0","0.28","0","上市建材營造","營建","營建,地產",元邦集團旗下，為綜合性紡織廠及營建商
89	,"1457.TW","宜進","14.4","-0.35","179","1.04","46","31.67","0.03","-0.13","9","17","53","0","0","0","0","0","0","0.02","0.08","-16","-9","-16","0","-0","0","0","0","上市紡織纖維","聚酯加工絲","化學纖維,聚酯絲,聚酯加工絲,織布業,資產股",台灣前五大加工絲廠之一
90	,"1459.TW","聯發","11.85","0.85","63","0.85","42","35.86","0.01","0.03","4","83","5","0","1","0","0","0","0","0.11","-0.27","-13","-3","-24","0","0","0","0.06","0","上市紡織纖維","聚酯加工絲","化學纖維,聚酯加工絲",台灣十大聚酯加工絲廠之一
91	,"1460.TW","宏遠","7.26","-0.41","542","2.06","50","69.46","0.04","-0.11","4","1430","0","0","1","0","0","0","0","0.04","-0.43","9","-7","-21","0","0","0","0.15","0","上市紡織纖維","織布業","織布業",遠東集團旗下，是一家長短織一貫布廠
92	,"1463.TW","強盛新","17.6","-0.56","53","1.13","30","17.33","0.01","-0.52","5","0","0","0","0","0","0","0","0","-0.01","-0.09","-24","1","-85","0","0","0","0","0.06","上市紡織纖維","染整","染整,織布業,營建,地產",台灣專業的染整廠之一
93	,"1464.TW","得力","10.3","-0.48","432","0.97","44","42.56","0.04","0.18","6","17","35","0","0","0","0","0","0","0.15","-0.01","-12","5","-7","0","0","0","0","0","上市紡織纖維","織布業","織布業",台灣老牌織染一貫化布廠
94	,"1465.TW","偉全","12.45","0.81","166","1.62","13","10.36","0.02","-0.21","9","0","0","0","0","0","0","0","0","0.46","-0.06","-25","19","9","0","0","0","0","0","上市紡織纖維","織布業","織布業",台灣專業的長纖布廠
