符合條件商品
資料日期：2026年  6月 30日
策略,	.常用
186	,"1731.TW","美吾華","20.75","0.83","464","2.92","28","13.29","0.1","0.15","11","12","92","0","1","1","0","0","0","-0.01","-0.09","3","13","8","0","-0","0","0.06","0.04","上市生技醫療","衛生清潔用品","衛生清潔用品,化學工業,醫藥流通",藥品代理並生產自有品牌染髮劑及沐浴用品
187	,"1732.TW","毛寶","26.45","0.57","130","1.33","11","4.24","0.03","0.2","6","25","24","0","0","0","0","0","0","0","-0.12","-1","6","7","0","0","0","0","0.06","上市化工","衛生清潔用品","衛生清潔用品,化學工業",台灣主要清潔用品大廠
188	,"1733.TW","五鼎","29.3","-0.85","199","1.86","29","10","0.06","0.25","9","9","100","0","1","0","0","0","0","0.31","-0.11","-4","-18","-12","0","-0","0","0.12","0.06","上市生技醫療","血糖儀","血糖儀,體外診斷用醫材,檢驗試劑／紙",台灣血糖測試儀製造的龍頭企業
189	,"1734.TW","杏輝","32.65","-0.15","421","1.38","62","19.02","0.14","0.45","7","22","32","0","1","1","0","1","0.43","1.07","-0.46","3","10","5","0","0.1","0.1","0.11","0","上市生技醫療","西藥製劑","醫藥產業,生物科技,西藥製劑,學名藥,食品生技",台灣老牌學名藥製造商，並跨足保健食品及中草藥原料開發
190	,"1735.TW","日勝化","21.95","0","221","2.51","22","9.94","0.05","0.22","10","25","40","0","0","0","0","0","0","-0.42","-0.67","-23","10","5","0","-0","0","0","0.24","上市化工","PU樹脂","PU樹脂,化學工業,其他化工產品",專業合成皮用PU樹脂製造商
191	,"1736.TW","喬山","125.5","-3.09","867","8.88","381","30.34","1.11","-6.71","6","0","0","0","1","0","0","0","0","0.22","-0.79","2","2","8","0.1","0.8","0.9","0.32","0","上市運動休閒","健身器材","健身器材,運動產業",全球最大商用健身器材、前三大家用健身器材廠商
192	,"1737.TW","臺鹽","31.9","0.47","131","0.79","64","20","0.04","0.33","9","17","53","0","1","0","0","0","0","0.04","-0.23","-5","-21","-6","0","-0","0","0.02","0","上市食品","製鹽業","生物科技,食品生技,非酒精飲料,大宗物資,飲料相關,製鹽業,時尚產業,美妝保養品",台灣最大製鹽商，並跨足生技及水產品
193	,"1742.TW","台蠟","15.3","0.99","1","0","14","9.27","0","-0.29","5","0","0","0","0","0","0","0","0","-0.46","-0.41","-1","1","-43","0","0","0","0","0.2","上櫃化工","石蠟","石蠟,化學工業,食品加工,水產品加工,電力,太陽能發電",台灣唯一蠟品專業製造商
194	,"1752.TW","南光","33.5","1.98","86","2.13","34","10.1","0.03","0.56","8","15","53","0","0","0","0","0","0","0.02","-0.16","-5","7","-2","0","-0","0","0","0.08","上市生技醫療","西藥製劑","醫藥產業,西藥製劑,學名藥",台灣最大針劑製藥廠
195	,"1760.TW","寶齡富錦","60.9","0.5","190","1.49","52","8.57","0.12","0.37","9","24","38","0","0","0","0","0","0","0","-0.08","62","2","6","0","0","0","0","0.05","上市生技醫療","西藥製劑","醫藥產業,生物科技,西藥製劑,新藥研發,學名藥,專利藥,食品生技,體外診斷用醫材,檢驗試劑／紙,時尚產業,美妝保養品",台灣老牌學名藥廠，經營西藥與醫美保健事業
196	,"1762.TW","中化生","37.1","0.13","214","2.56","29","7.69","0.08","-2.03","12","8","150","0","1","0","0","0","0","0.27","-0.22","-45","-27","54","0","-0","0","0.63","0.28","上市生技醫療","原料藥","醫藥產業,原料藥",中化旗下原料藥製造商，MMF與MCB在美國為龍頭地位
197	,"1773.TW","勝一","170","1.19","473","2.98","510","30","0.81","2.25","12","23","52","0","0","0","0","0","0","-0.09","-0.75","-1","28","18","0","-0.5","-0.5","0","0.12","上市化工","溶劑","溶劑,化學產品通路,化學工業,其他化工產品",台灣第2大溶劑廠商
198	,"1776.TW","展宇","20.45","4.6","793","8.7","12","6.01","0.16","0.22","11","16","69","0","1","1","0","0","0","-0.74","-0.15","-18","-2","1","0","-0","0","0.39","0","上市化工","PU樹脂","PU樹脂,化學工業,其他化工產品",台灣PU樹脂及硬化劑大廠
199	,"1777.TW","生泰","71.2","-0.28","46","0.42","32","4.46","0.03","1.38","5","13","38","0","0","0","0","0","0","0.03","0.26","8","-7","-10","0","0","0","0","0.03","上櫃生技醫療","原料藥","醫藥產業,原料藥",生達集團旗下開發及產製原料藥廠商
200	,"1781.TW","合世","11.8","-0.42","43","1.27","6","4.74","0.01","-0.57","5","0","0","1","1","0","0","0","0","0.1","-0.13","81","89","-4","0","-0","0","0.24","0","上櫃生技醫療","血壓計","血壓計,診斷與監測用醫材",全球前三大電子式血壓計廠
201	,"1783.TW","和康生","39","0.52","234","2.58","35","8.97","0.09","0.49","6","21","29","0","0","0","0","0","0","0","-0.1","20","-4","6","0","-0","0","0","0.07","上市生技醫療","醫用植入材料","醫用植入材料,輔助與彌補用醫材,時尚產業,美妝保養品",專注膠原蛋白之高階醫材及醫美保養產品
202	,"1784.TW","訊聯","67.7","-0.73","123","1.47","36","5.31","0.08","-0.22","6","0","0","0","0","0","0","0","0","0.13","0.18","-5","15","11","0","-0","0","0","0.11","上櫃生技醫療","生物科技","生物科技,生技服務,時尚產業,美妝保養品",台灣首家私營臍帶血公司
203	,"1785.TW","光洋科","144.5","2.85","12487","3.56","861","59.6","18.14","3.4","10","13","77","0","0","0","0","0","0","0.09","0.15","7","95","74","0","2.1","2.1","0","0.25","上櫃其他電子","其他半導體耗材","傳產其他,回收焚化／掩埋清運,其他半導體耗材,IC製造,貴金屬",全球最大硬碟靶材供應商
204	,"1786.TW","科妍","53.7","-3.24","288","3.42","40","7.48","0.16","-0.05","3","134","2","1","0","0","0","0","0","-0.09","0.08","16","1","1","0","-0.1","-0.1","0","0.18","上市生技醫療","醫用植入材料","醫用植入材料,輔助與彌補用醫材",台灣首家醫療級玻尿酸醫材廠
205	,"1788.TW","杏昌","130","-0.38","30","0.38","58","4.45","0.04","1.74","6","14","43","0","0","0","0","0","0","0.01","-0.09","-7","4","7","0","-0","0","0","0.04","上櫃生技醫療","醫療器材通路","醫療器材通路,洗腎器具,醫藥流通,手術與治療用醫材",代理歐美日一線廠牌醫療器材為主
206	,"1789.TW","神隆","20.65","0.73","810","4.15","163","79.07","0.17","-0.11","4","750","1","0","1","0","0","0","0","-0.05","-0.45","-31","-33","-7","0","0","0","0.14","0","上市生技醫療","原料藥","醫藥產業,西藥製劑,原料藥",台灣原料藥龍頭企業
207	,"1795.TW","美時","191.5","0.52","1470","3.15","511","26.69","2.84","7.98","9","7","129","0","0","0","0","0","0","-0.24","1.78","-25","106","67","-0","-0.7","-0.7","0","0.13","上市生技醫療","西藥製劑","醫藥產業,西藥製劑,學名藥",台灣老牌學名藥廠，從事困難學名藥與癌症學名藥之製造
208	,"1796.TW","金穎生技","31.85","-0.31","22","1.25","13","4.15","0.01","-0.32","5","0","0","0","0","0","1","0","0","0","-0.14","-9","-9","-9","0","-0","0","0","0.19","上櫃食品","食品生技","生物科技,食品生技",為醱酵原料及保健品廠商
209	,"1799.TW","易威","31.2","0.16","50","2.09","39","12.47","0.02","0.07","11","55","20","0","0","0","0","0","0","0.01","-0.3","-36","64","80","0","0","0","0","0.18","上櫃生技醫療","西藥製劑","醫藥產業,西藥製劑,原料藥,新藥研發,醫藥研發外包服務,學名藥",台灣特殊學名藥研發廠
210	,"1802.TW","台玻","74.8","10","137333","8.97","2175","290.81","99.79","0.2","8","76","11","0","1","0","0","1","2.39","1.24","-2.96","-0","18","9","0","33.3","33.3","0.38","0","上市玻璃陶瓷","玻璃","建材,玻璃,傳產其他,複合材料,玻纖布,印刷電路板相關",台灣第一大玻璃生產商
211	,"1805.TW","寶徠","10.4","0.48","86","1.93","14","13.5","0.01","-0.01","4","19","21","0","0","0","0","0","0","0.03","-1.11","1","1","7","0","0","0","0","0.2","上市建材營造","營建","營建,地產",知名建案「寶徠花園廣場」建商
212	,"1806.TW","冠軍","8.11","0.12","219","1.23","32","39.04","0.02","-0.14","6","0","0","0","0","0","0","0","0","-0.1","-0.3","-8","-17","-19","0","-0","0","0","0.05","上市玻璃陶瓷","瓷磚","建材,瓷磚",台灣最大瓷磚廠商
213	,"1808.TW","潤隆","30","0.33","903","2.01","268","89.3","0.27","1.06","8","7","114","0","0","0","0","0","0","0.11","-0.12","-22","87448","13923","0","-0.2","-0.2","0","0.12","上市建材營造","營建","營建,地產",興富發集團旗下建商
214	,"1809.TW","中釉","54.2","7.75","12141","6.96","91","16.7","6.57","-0.18","5","0","0","0","1","0","0","0","0","0.6","0.68","-12","1","-1","0","-0.5","-0.5","1.52","0","上市玻璃陶瓷","釉料","建材,釉料",亞洲最大色釉料廠
215	,"1810.TW","和成","21.35","7.29","7234","9.05","65","30.23","1.53","-1","5","0","0","0","1","0","0","0","0","-0.6","0.17","5","-7","-7","0","0.6","0.6","0.34","0","上市玻璃陶瓷","衛浴設備","家居用品,衛浴設備,水龍頭",台灣衛浴設備大廠
216	,"1813.TW","寶利徠","12","0","44","0.83","6","4.66","0.01","-0.75","8","0","0","0","0","0","0","0","0","-0.03","0.18","-5","-10","-9","0","0","0","0","0.08","上櫃生技醫療","眼鏡業","傳產其他,眼鏡業",全球第三大PC(聚碳酸酯樹脂)光學鏡片商
217	,"1815.TW","富喬","111","9.9","68688","9.41","650","58.55","74.25","0.56","10","51","20","0","1","0","0","1","0.88","3.87","-3.39","-3","50","42","0.1","16.6","16.7","0.33","0","上櫃電子零組件","玻纖布","玻纖布,印刷電路板相關",台灣玻纖紗、玻纖布一貫廠
218	,"1817.TW","凱撒衛","38.5","1.45","131","1.71","28","7.26","0.05","0.84","9","8","113","0","1","0","0","0","0","-0.02","-0.09","7","7","0","0","0","0","0.08","0","上市玻璃陶瓷","衛浴設備","家居用品,衛浴設備,水龍頭",台灣衛浴設備大廠
219	,"1903.TW","士紙","47.15","0.43","163","1.28","123","26","0.08","-0.08","2","0","0","0","0","0","0","0","0","0.02","0.37","-9","-7","-1","0","-0.1","-0.1","0","0.14","上市造紙","家庭用紙","家庭用紙,造紙業,資產股,地產,物業投資發展,旅宿／餐飲,飯店",從事濕紙巾、嬰幼兒洗沐與防疫用品、保養品業務
220	,"1904.TW","正隆","21.4","0.23","1699","2.11","237","110.83","0.36","0.63","7","9","78","0","1","0","0","0","0","0.03","-0.42","-3","13","7","-0","0.2","0.2","0.39","0","上市造紙","工業用紙","工業用紙,文化用紙,家庭用紙,造紙業",台灣最大工業用紙生產商
221	,"1905.TW","華紙","16.6","-2.06","6705","3.83","183","110.28","1.11","-0.3","4","0","0","0","1","0","0","0","0","-0.72","14.12","-0","3","-6","0","-0.2","-0.2","0.6","0","上市造紙","文化用紙","紙漿,文化用紙,特殊用紙,造紙業",紙漿及文化用紙一貫廠，亦為永豐餘子公司
222	,"1906.TW","寶隆","11.25","0.45","29","1.34","17","15.1","0","0.02","6","22","27","0","0","0","0","0","0","0.01","-0.45","-8","3","-3","0","-0","0","0","0","上市造紙","工業用紙","工業用紙,造紙業",榮成轉投資之工業用紙代銷商
223	,"1907.TW","永豐餘","27.1","-0.91","950","2.74","450","166.04","0.26","-0.08","6","0","0","0","1","0","0","0","0","0.25","-1.08","-4","8","3","-0","0.1","0.1","0.21","0","上市造紙","工業用紙","衛生清潔用品,化學工業,控股公司,紙漿,工業用紙,文化用紙,家庭用紙,造紙業",台灣第一大造紙集團
224	,"1909.TW","榮成","9.55","0.95","1857","1.59","127","132.77","0.18","0.06","3","0","0","1","0","0","0","0","0","-0.26","-0.29","1","13","7","0","0","0","0","0","上市造紙","工業用紙","工業用紙,造紙業",國內前三大工業用紙生產商
225	,"2002.TW","中鋼","18.8","-1.31","73056","1.84","2958","1573.49","13.77","-0.08","5","0","0","0","0","0","0","0","0","0.12","-0.51","-3","2","-2","-0","-6.7","-6.7","0","0","上市鋼鐵","冷軋鋼捲","鋼胚,熱軋鋼捲,線材盤元,條鋼,冷軋鋼捲,鍍鋅鋼捲,棒鋼,鋼板,塗鍍鋼捲,板鋼",台灣最大設有高爐的一貫作業鋼廠
226	,"2006.TW","東和鋼鐵","67.4","-3.71","4726","4.71","492","73.02","3.22","1.77","8","11","73","0","0","0","0","0","0","0.28","-0.56","1","5","-3","-2.2","2.2","0","0","0","上市鋼鐵","鋼筋","鋼筋,條鋼,型鋼,鋼構",台灣最大型鋼廠及三大鋼筋廠之一
227	,"2007.TW","燁興","7.22","0.84","241","1.82","38","53.07","0.02","-0.57","8","0","0","0","0","0","0","0","0","0.16","-0.44","13","-7","-27","0","-0","0","0","0.15","上市鋼鐵","不鏽鋼線材","線材盤元,不鏽鋼,不鏽鋼線材",台灣不鏽鋼線材盤元大廠之一
228	,"2008.TW","高興昌","30.5","-0.16","68","3.27","58","19.09","0.02","0.12","9","43","21","0","1","0","0","0","0","0.01","-0.22","4","-16","-22","0","0","0","0.15","0","上市鋼鐵","鋼管","條鋼,鋼管",台灣製管專業製造廠商
229	,"2009.TW","第一銅","38.25","0.79","819","1.05","138","35.96","0.31","0.1","10","47","21","0","0","0","0","0","0","-0.64","0.37","-0","13","22","0","-0.3","-0.3","0","0.22","上市鋼鐵","銅","非鐵金屬,銅",台灣銅產品線最完整的企業
230	,"2010.TW","春源","23.7","0.21","2470","0.85","153","64.77","0.59","0.53","12","11","109","0","0","0","0","0","0","-0.38","0.28","-0","1","9","0","-1.3","-1.3","0","0","上市鋼鐵","鋼剪裁加工","條鋼,鋼構,鋼剪裁加工,板鋼",台灣最具規模鋼鐵裁剪及通路業者
231	,"2012.TW","春雨","16.7","0.3","1141","10.51","50","30.22","0.2","-0.16","3","0","0","0","1","1","0","0","0","-0.09","-0.08","-5","-16","-12","0","-0","0","0.32","0","上市鋼鐵","螺絲螺帽","螺絲螺帽,線材盤元",主要外銷歐美及東南亞的線材螺絲廠
232	,"2013.TW","中鋼構","43.6","-0.8","233","1.14","87","20","0.1","0.49","5","20","25","0","1","0","0","0","0","0.23","-0.08","-9","-6","-9","0","-0","0","0.07","0","上市鋼鐵","鋼構","條鋼,鋼構",台灣鋼結構大廠
233	,"2014.TW","中鴻","17.25","-0.86","3973","1.72","248","143.55","0.69","-0.19","11","0","0","0","0","0","0","0","0","0.09","-0.4","-4","4","-14","0","-0.2","-0.2","0","0.12","上市鋼鐵","熱軋鋼捲","熱軋鋼捲,冷軋鋼捲,板鋼",中鋼集團旗下，熱軋產品大廠
234	,"2015.TW","豐興","60.7","-0.49","235","0.98","353","58.16","0.14","1","11","19","58","0","0","0","0","0","0","-0.19","0.82","10","-8","-12","0","-0.2","-0.2","0","0.08","上市鋼鐵","鋼筋","鋼筋,條鋼,型鋼,棒鋼",台灣三大鋼筋廠之一
235	,"2017.TW","官田鋼","9.07","0.67","419","0.78","41","44.69","0.04","-0.26","9","0","0","0","0","0","0","0","0","0.18","-0.33","-7","-2","-4","0","-0","0","0","0.14","上市鋼鐵","線材盤元","螺絲螺帽,線材盤元,旅宿／餐飲,飯店",台灣盤元及鐵絲大廠
236	,"2020.TW","美亞","21.5","-0.23","408","1.39","57","26.7","0.09","-0.03","7","13","54","0","0","0","0","0","0","0.01","-0.04","-24","-10","-5","0","0","0","0","0","上市鋼鐵","鋼管","條鋼,鋼管,不鏽鋼,不鏽鋼剪裁加工,鋼剪裁加工,板鋼",台灣第一家鋼管專業製造廠
237	,"2022.TW","聚亨","7.75","1.44","925","1.44","26","33.72","0.07","-0.11","9","0","0","0","0","0","0","0","0","-0.11","-0.18","-25","24","52","0","-0","0","0","0.08","上市鋼鐵","線材盤元","螺絲螺帽,線材盤元",以泰國為生產基地的線材盤元大廠
238	,"2023.TW","燁輝","13.5","-1.1","3524","1.47","253","184.12","0.48","-0.15","6","518","1","0","0","0","0","0","0","-0.09","-0.34","1","-3","-9","-0","-0.2","-0.2","0","0.05","上市鋼鐵","鍍鋅鋼捲","鍍鋅鋼捲,烤漆鋼捲,板鋼",全球最大鍍面鋼廠
239	,"2024.TW","志聯","13.8","-2.82","11","0.7","13","9.75","0","0.06","11","59","19","0","0","0","0","0","0","0","-0.14","-6","11","-3","0","-0","0","0","0.07","上市鋼鐵","棒鋼","線材盤元,條鋼,棒鋼",主要從事鋼棒及鋼線生產之廠商
240	,"2025.TW","千興","13.65","4.6","695","5.75","24","17.27","0.09","-0.1","11","8","138","0","1","0","0","0","0","-0.33","-0.3","18","562","153","0","0","0","0.48","0","上市鋼鐵","冷軋不鏽鋼","不鏽鋼,冷軋不鏽鋼",台灣不鏽鋼板冷軋廠
241	,"2027.TW","大成鋼","40.35","-0.12","11133","1.36","1043","258.43","4.45","2.04","14","6","233","0","1","0","0","0","0","-0.16","-0.02","-6","43","28","1.9","-2.9","-1","0.24","0.13","上市鋼鐵","不鏽鋼","螺絲螺帽,線材盤元,不鏽鋼,不鏽鋼品,不鏽鋼管,非鐵金屬,鋁",美國最大不鏽鋼產品通路商及最大鋁捲板廠
242	,"2028.TW","威致","16","-1.23","129","2.47","52","32.57","0.02","0.21","11","23","48","0","0","0","1","0","0","-0.02","-0.09","70","25","2","0","-0","0","0","0.1","上市鋼鐵","鋼筋","鋼筋,條鋼",台灣三大電爐廠之一，主要銷售鋼筋及鋼胚
243	,"2029.TW","盛餘","20.7","0.49","224","1.21","66","32.12","0.05","0.25","11","15","73","0","1","0","0","0","0","0.16","-0.38","-10","-9","-12","0","-0","0","0.1","0","上市鋼鐵","鍍鋅鋼捲","鍍鋅鋼捲,烤漆鋼捲,板鋼",台灣鍍面一貫化處理鋼捲製造商
244	,"2030.TW","彰源","18.15","-1.36","1218","4.35","51","28.05","0.22","0.59","9","8","113","0","1","0","0","1","0.55","1.31","-0.72","18","38","8","0","-0","0","0.36","0","上市鋼鐵","不鏽鋼管","不鏽鋼,不鏽鋼剪裁加工,不鏽鋼管",台灣不鏽鋼管、不鏽鋼板製造大廠
245	,"2031.TW","新光鋼","37.85","-1.17","1104","1.96","122","32.11","0.42","1.17","9","8","113","0","0","0","0","0","0","0.15","-0.25","-9","25","-4","-0","-0.3","-0.3","0","0.09","上市鋼鐵","鋼剪裁加工","鋼剪裁加工,板鋼",台灣鋼剪裁大廠，以內銷為主
246	,"2032.TW","新鋼","16.5","-2.08","414","1.78","22","13.05","0.07","0.28","12","11","109","0","0","0","0","0","0","0.16","-0.66","-8","29","9","0","-0.1","-0.1","0","0.15","上市鋼鐵","不鏽鋼剪裁加工","不鏽鋼,不鏽鋼剪裁加工",以內銷為主的不鏽鋼裁剪加工廠
247	,"2033.TW","佳大","16.15","0.31","51","1.55","13","8.07","0.01","0.09","9","49","18","0","1","0","0","0","0","0.04","-1.05","-10","-2","0","0","-0","0","0.17","0","上市鋼鐵","線材盤元","線材盤元",致力於鋼線鋼纜產品業務
248	,"2035.TW","唐榮","27.4","0","1","0","96","35","0","-0.67","10","72","14","0","1","0","0","0","0","0.01","-0.18","-13","27","3","0","0","0","0.08","0.04","上櫃鋼鐵","冷軋不鏽鋼","資產股,不鏽鋼,冷軋不鏽鋼,熱軋不鏽鋼",台灣知名不鏽鋼大廠
249	,"2038.TW","海光","13.2","0","154","1.89","26","19.41","0.02","-0.19","5","0","0","0","0","0","0","0","0","-0.38","0.67","-5","-18","-20","0","-0","0","0","0.16","上市鋼鐵","鋼筋","鋼筋,條鋼",台灣鋼筋大廠之一
250	,"2049.TW","上銀","325","2.04","2518","4.4","1150","35.38","8.17","1.54","10","62","16","0","0","0","0","0","0","-0.69","0.03","0","28","15","-0","0.6","0.6","0","0.31","上市電機機械","滑軌","機械零組件,滑軌",全球前三大滾珠螺桿廠商
251	,"2059.TW","川湖","7360","3.52","437","6.68","7014","9.53","31.85","51.7","7","63","11","0","1","0","0","0","0","-0.23","-1.03","46","172","74","2.2","-2.9","-0.7","1.36","0","上市電子零組件","其他電子零件","其他電子零件,電子零件元件",全球知名伺服器導軌廠
252	,"2061.TW","風青","64","5.79","591","4.96","37","5.74","0.38","0.12","7","43","16","0","1","0","0","0","0","-2.32","7.66","-2","16","9","0","0.1","0.1","3.65","0","上櫃電器電纜","漆包線","電線電纜,漆包線",台灣知名漆包線供應商
253	,"2063.TW","世鎧","24.1","-1.03","27","1.44","12","4.81","0.01","0.19","8","41","20","0","0","0","0","0","0","-0.17","-0.03","-7","-4","-7","0","-0","0","0","0.08","上櫃鋼鐵","螺絲螺帽","螺絲螺帽,線材盤元,不鏽鋼,不鏽鋼緊固件,不鏽鋼線材",台灣螺絲及螺栓廠
254	,"2065.TW","世豐","32.8","-0.61","36","1.52","21","6.35","0.01","0.07","5","18","28","0","1","0","0","0","0","0.24","-0.01","-2","19","1","0","-0","0","0.3","0.12","上櫃鋼鐵","螺絲螺帽","螺絲螺帽,線材盤元",台灣最大烤漆、噴頭表面塗裝螺絲廠
255	,"2066.TW","世德","67","0.3","118","3.59","30","4.44","0.08","-0.17","12","15","80","1","1","0","0","1","0.63","1.15","-0.72","9","8","5","0","0","0","0.77","0","上櫃電機機械","螺絲螺帽","螺絲螺帽,線材盤元",全球汽車大廠之第一階扣件及金屬零件供應商
256	,"2067.TW","嘉鋼","6.56","-3.39","52","5.01","3","4.51","0","-0.82","3","0","0","0","0","0","0","0","0","0","-0.7","1","-17","-11","0","0","0","0","0","上櫃電機機械","機械零組件","機械零組件",台灣小型鑄件廠
257	,"2069.TW","運錩","18.45","0.27","112","1.63","31","16.64","0.02","0.74","12","7","171","0","0","0","0","0","0","0.07","-0.6","7","11","-9","0","-0","0","0","0.07","上市鋼鐵","不鏽鋼剪裁加工","不鏽鋼,不鏽鋼剪裁加工",台灣不鏽鋼材料加工製造廠
258	,"2070.TW","精湛","61.7","-0.8","204","4.02","26","4.18","0.13","0.31","8","138","6","0","1","0","0","0","0","0.29","-3.64","-28","-11","13","0","0","0","1.01","0.27","上櫃電機機械","設備儀器商","設備儀器商",全球扣件篩選設備大廠
259	,"2073.TW","雄順","27.5","5.36","12","5.94","8","2.75","0","-0.16","2","0","0","0","0","0","0","0","0","0.08","2.92","42","111","14","0","0","0","0","0","上櫃鋼鐵","線材盤元","線材盤元",台灣金屬線製品加工商
260	,"2101.TW","南港","31.4","-1.41","1979","2.67","230","73.39","0.62","2.68","15","4","375","0","0","0","0","0","0","-0.09","0.1","5","159","159","0","0","0","0","0.1","上市橡膠","輪胎","輪胎,橡膠工業,資產股,營建,地產",台灣擁有土地資產的老牌輪胎廠
261	,"2102.TW","泰豐","18.1","1.12","372","1.96","86","47.33","0.07","-0.36","4","0","0","0","0","0","0","0","0","0.05","-0.08","25","-20","-39","0","-0","0","0","0.06","上市橡膠","輪胎","輪胎,橡膠工業,資產股",台灣輪胎製造商
262	,"2103.TW","台橡","20.7","0.24","1804","2.42","171","82.57","0.37","0.28","10","14","71","0","1","0","0","0","0","0.44","-0.43","4","33","9","0","-0.1","-0.1","0.24","0.11","上市橡膠","合成橡膠","合成橡膠,熱可塑橡膠,橡膠工業",全球前七大橡膠生產製造商
263	,"2104.TW","國際中橡","10.25","2.6","2866","2.5","101","98.47","0.29","-1.07","6","0","0","1","0","0","0","0","0","-0.07","-0.26","-32","-31","-19","0","0.1","0.1","0","0.16","上市橡膠","碳煙","碳煙,橡膠工業",全球市佔率前五大的碳煙公司
264	,"2105.TW","正新","29.95","-0.99","12824","2.81","971","324.14","3.83","0.61","13","15","87","0","0","0","0","0","0","-0.5","1.61","-9","1","3","0.3","1.1","1.4","0","0.15","上市橡膠","輪胎","輪胎,橡膠製品,橡膠工業",台灣最大、全球前十大輪胎製造商
265	,"2106.TW","建大","16.85","-1.46","943","3.22","161","95.49","0.16","0.39","10","20","50","0","0","0","0","0","0","-0.12","0.06","-10","-2","1","-0","-0.1","-0.1","0","0.09","上市橡膠","輪胎","輪胎,橡膠製品,橡膠工業",台灣第二大輪胎廠
266	,"2107.TW","厚生","25.55","0.59","189","0.98","78","30.36","0.05","0.02","5","45","11","0","1","0","0","0","0","0.45","-0.08","1","7","-9","0","-0.1","-0.1","0.12","0","上市橡膠","橡膠製品","橡膠製品,橡膠工業,塑膠皮布,塑化製品,資產股,倉儲服務,運輸事業,營建,地產",主要從事營建與倉儲業務，也從事於橡膠與塑膠皮加工
267	,"2108.TW","南帝","27.45","0.37","631","1.1","135","49.24","0.17","0.77","12","17","71","0","0","0","0","0","0","-0.04","-0.23","-17","16","22","0","-0.3","-0.3","0","0.22","上市橡膠","乳膠相關","乳膠相關,橡膠工業",全球前五大NBR乳膠廠
268	,"2109.TW","華豐","14.55","0.34","286","1.03","41","27.93","0.04","0.35","10","14","71","0","1","0","0","0","0","0.05","-0.19","6","4","-3","0","0","0","0.06","0","上市橡膠","輪胎","輪胎,橡膠製品,橡膠工業",台灣前六大輪胎廠
269	,"2114.TW","鑫永銓","88.7","0.68","31","0.79","69","7.8","0.03","1.27","9","18","50","0","1","0","0","0","0","0.18","-0.57","1","7","8","0","-0","0","0.1","0.03","上市橡膠","橡膠製品","橡膠製品,橡膠工業",台灣最大、全球前十大橡膠輸送帶商
270	,"2115.TW","六暉-KY","20.6","0.49","197","1.95","22","10.44","0.04","0.49","7","17","41","0","1","0","0","0","0","-0.36","-0.62","-8","32","9","0","-0","0","0.17","0.06","上市汽車","汽機車零組件","汽機車零組件,輪圈",全球最大氣門嘴製造商
271	,"2201.TW","裕隆","27.2","-0.73","2179","1.09","291","107","0.59","0.21","6","6","100","1","0","0","0","0","0","-0.14","-0.21","-2","-3","-3","-0","-0.2","-0.2","0","0.12","上市汽車","汽車製造","汽車製造,汽車銷售,汽車服務相關,汽機車零組件,車輛整車,資產股",與日本日產技術合作之汽車製造商
272	,"2204.TW","中華","55.4","-0.36","536","1.08","307","55.36","0.3","-0.73","10","27","37","0","1","0","0","0","0","-0.1","-0.45","-1","6","11","-0","-0.1","-0.1","0.1","0","上市汽車","汽車製造","汽車製造,電動機車,汽車銷售,汽車服務相關,汽機車零組件,機車零組件,車輛整車,客貨車輛相關",裕隆集團與日本三菱技術合作之汽車製造廠
273	,"2206.TW","三陽工業","61.1","-1.45","2823","3.23","479","77.37","1.73","1.03","7","11","64","0","1","0","0","0","0","-0.14","-0.26","-0","-6","-4","-0.3","0.4","0.1","0.17","0","上市汽車","機車","汽車製造,電動機車,汽車銷售,機車,汽車服務相關,車輛整車,資產股",現代汽車台灣代理商及台灣知名機車製造商
274	,"2207.TW","和泰車","465.5","-2.72","622","3.76","2593","55.71","2.92","15.96","10","8","125","0","0","0","0","0","0","0.04","-2.19","-8","13","7","-0.3","-0.3","-0.6","0","0","上市汽車","汽車銷售","汽車銷售,汽車服務相關",TOYOTA台灣獨家代理商
275	,"2208.TW","台船","19.3","9.97","14663","9.4","224","127.45","2.75","-0.21","9","0","0","0","0","0","0","0","0","-0.16","-0.25","-27","-82","-35","-0.1","0.4","0.3","0","0.13","上市航運業","造船業","造船業",台灣第一大造船公司
276	,"2211.TW","長榮鋼","93.9","0.11","863","0.75","392","41.71","0.77","1.17","2","20","10","0","0","0","0","0","0","-0.16","-0.35","8","25","-6","-0","-0.3","-0.3","0","0","上市鋼鐵","鋼構","傳產其他,回收焚化／掩埋清運,條鋼,鋼構",長榮集團旗下之鋼結構製造廠
277	,"2221.TW","大甲","48.1","4.11","295","5.19","20","4.23","0.14","0.73","13","17","76","0","1","0","0","0","0","0","-8.03","4","19","16","0","-0","0","0.71","0","上櫃其他","不鏽鋼品","不鏽鋼,不鏽鋼品",台灣最大不鏽鋼管配件製造商
278	,"2227.TW","裕日車","49.5","1.43","25","1.43","149","30","0.01","-0.86","3","0","0","0","0","0","0","0","0","0","-0.59","-12","-12","-21","0","-0","0","0","0.06","上市汽車","汽車銷售","汽車銷售,汽車服務相關,汽機車零組件",裕隆集團為NISSAN在台灣地區研發及銷售成立之公司
