符合條件商品
資料日期：2026年  6月 30日
策略,	.常用
21	,"1231.TW","聯華食","87.1","-1.14","370","1.36","260","29.85","0.32","0.48","7","25","28","0","0","0","0","0","0","-0.1","-0.24","-2","-3","4","-0","-0.2","-0.2","0","0","上市食品","調理食品","食品加工,穀類烘焙製品,調理食品,餅乾製品",台灣休閒食品大廠，並供應7-11鮮食產品
22	,"1232.TW","大統益","141.5","0.71","131","0.71","226","16","0.19","2.24","10","15","67","0","0","0","0","0","0","-0.03","0.76","-3","10","8","0","-0.3","-0.3","0","0.03","上市食品","油脂","食品加工,大宗物資,油脂,磨粉製品",台灣最大黃豆加工製造廠，是豆粉與油脂製造龍頭
23	,"1233.TW","天仁","28.1","-0.71","15","1.06","25","9.06","0","-0.06","14","22","64","0","0","0","0","0","0","0.07","-0.09","9","-4","2","0","0","0","0","0","上市食品","茶葉相關","食品加工,茶葉相關,旅宿／餐飲,餐飲,連鎖飲料",台灣知名茶葉廠並轉投資喫茶趣
24	,"1234.TW","黑松","33.45","-0.15","205","0.75","134","40.19","0.07","-0.56","8","2611","0","0","1","0","0","0","0","-0.04","0.18","1","-23","-6","0","-0","0","0.07","0.02","上市食品","非酒精飲料","流通業,食品飲料相關通路,非酒精飲料,飲料相關,資產股",主要從事黑松品牌飲料製造及酒品代理
25	,"1235.TW","興泰","36.4","-0.27","8","1.92","69","18.86","0","-0.25","10","99662","0","0","0","0","0","0","0","-0.02","0.07","-46","-38","47","0","-0","0","0","0.18","上市食品","飼料","農林漁牧,飼料",生產畜產及水產類飼料之廠商
26	,"1236.TW","宏亞","25.75","-0.19","40","0.97","22","8.67","0.01","-0.62","10","31","32","0","1","0","0","0","0","-0.09","-0.2","-12","-4","3","0","-0","0","0.12","0","上市食品","可可製品","食品加工,可可製品,餅乾製品",旗下七七巧克力與禮坊喜餅為知名品牌
27	,"1240.TW","茂生農經","57.5","0","2","0","25","4.42","0","0.3","6","25","24","0","0","0","0","0","0","0","0.3","3","3","3","0","-0","0","0","0.02","上櫃農業科技業","飼料","農林漁牧,家畜／家禽,飼料",家禽家畜飼料、大宗原料供應商
28	,"1256.TW","鮮活果汁-KY","179.5","1.99","300","5.68","64","3.58","0.54","2.32","13","17","76","1","0","0","0","0","0","-0.03","0.2","4","24","47","0","-0","0","0","0.26","上市食品","非酒精飲料","非酒精飲料,飲料相關",大陸新茶飲上游原料供應商
29	,"1259.TW","安心","57","0","16","3.68","18","3.24","0.01","-0.25","10","53","19","0","0","0","0","0","0","0.05","-0.16","12","3","3","0","0","0","0","0.06","上櫃觀光餐旅","餐飲","旅宿／餐飲,餐飲",東元旗下，以摩斯為速食餐飲連鎖品牌
30	,"1264.TW","德麥","269.5","0.37","20","0.37","100","3.71","0.06","4.77","11","11","100","0","0","0","0","0","0","-0.05","0.16","-12","3","6","0","-0","0","0","0.03","上櫃食品","食品飲料相關通路","流通業,食品飲料相關通路,食品加工,穀類烘焙製品,磨粉製品",台灣最大烘焙原物料供應商
31	,"1268.TW","漢來美食","169","0.3","14","0.3","71","4.22","0.02","1.41","14","7","200","0","1","0","0","0","0","0.16","0.33","16","11","15","0","-0","0","0.12","0","上櫃觀光餐旅","餐飲","旅宿／餐飲,餐飲",台灣知名餐飲集團，經營多元品牌
32	,"1301.TW","台塑","54.5","3.42","36486","3.8","3469","636.57","19.77","-0.3","11","0","0","0","1","0","0","1","2.3","1.72","-3.95","-18","1","-4","-0","-5.1","-5.1","0.39","0","上市塑膠","PVC","合成樹脂,鹼業,化學工業,其他化工產品,PVC,PE,PP,塑化原料,EVA,AN,化纖原料",台灣最大塑化集團，亞洲最大PVC生產商
33	,"1303.TW","南亞","166.5","9.9","32182","6.27","13205","793.08","52.81","0.36","7","141","5","0","1","0","0","0","0","-0.11","7.15","4","31","13","24","4","28","1.11","0","上市塑膠","塑膠加工","合成樹脂,丁二醇,化學工業,DOP,塑膠皮布,塑膠加工,PA,塑化原料,塑化製品,化學纖維,聚酯絲,聚酯棉,聚酯粒,化纖原料,EG,玻纖布,印刷電路板,銅箔基板,銅箔,印刷電路板相關",全球最大的塑膠加工廠、第四大EG廠
34	,"1304.TW","台聚","13.55","2.65","4559","3.03","161","118.88","0.61","-0.48","9","0","0","0","0","0","0","0","0","0.43","-0.47","-16","-1","-5","0","0.2","0.2","0","0","上市塑膠","PE","PE,ABS,PS,塑化原料,EVA",台灣EVA、PE知名廠商
35	,"1305.TW","華夏","13.1","1.55","2205","2.33","76","58.11","0.29","-0.31","9","0","0","0","0","0","0","0","0","0.23","-0.29","-18","21","18","0","0.2","0.2","0","0","上市塑膠","PVC","PVC,塑膠皮布,塑膠加工,塑化原料,塑化製品",台灣第二大PVC廠，轉投資台氯
36	,"1307.TW","三芳","34.3","-1.01","1280","2.45","136","39.78","0.44","0.65","9","11","82","0","0","0","0","0","0","-0.07","0.18","-11","9","4","-0","-0.4","-0.4","0","0","上市塑膠","塑膠皮布","塑膠皮布,塑化製品,傳產其他,鞋材",全球最大的合成皮生產商
37	,"1308.TW","亞聚","14.1","2.17","2053","3.26","84","59.37","0.29","0.03","6","234","3","0","0","0","0","0","0","0.29","-0.46","2","10","-5","0","-0","0","0","0","上市塑膠","EVA","PE,塑化原料,EVA",台聚轉投資之EVA及LDPE知名廠商
38	,"1309.TW","台達化","14.7","2.8","2075","3.5","58","39.76","0.3","-0.79","7","0","0","0","0","0","0","0","0","-0.02","-0.27","-23","-21","-18","0","0.2","0.2","0","0.28","上市塑膠","PS","ABS,PS,塑化原料",台灣第三大PS廠
39	,"1310.TW","台苯","10.55","5.5","13054","6.4","56","52.79","1.34","-0.12","8","11","73","0","1","0","0","0","0","0.34","0.36","-42","-39","-10","0","0.2","0.2","0.38","0","上市塑膠","SM","SM,塑化原料",台灣第三大SM廠
40	,"1312.TW","國喬","14.1","-0.35","14101","2.12","212","150.66","1.99","-0.66","9","0","0","0","1","0","0","0","0","0.83","-0.59","-36","6","18","0","-0","0","0.58","0","上市塑膠","SM","SM,ABS,塑化原料",台灣第二大SM及ABS廠
41	,"1313.TW","聯成","12.45","2.05","5627","2.87","166","133.08","0.69","-0.24","8","32","25","0","1","0","0","0","0","-0.12","1.67","-9","5","4","0","-0.3","-0.3","0.28","0","上市塑膠","DOP","PVC,DOP,PA,塑化原料",全球最大可塑劑及苯酐供應商
42	,"1314.TW","中石化","8.36","3.08","49594","3.21","316","378.49","4.09","-0.34","5","0","0","0","1","0","0","0","0","0.81","-0.76","-17","-24","-30","0","2.8","2.8","0.26","0","上市塑膠","CPL","AN,化學纖維,尼龍粒,化纖原料,CPL,資產股",台灣第一大CPL廠
43	,"1315.TW","達新","62.5","0.64","19","0.16","62","9.91","0.01","-0.74","4","0","0","0","1","0","0","0","0","0","-0.33","78","3","-17","0","-0","0","0.06","0","上市塑膠","塑膠加工","塑膠加工,塑化製品,建材,複合板,成衣,成衣製造,資產股",台灣知名雨衣及成衣製造商
44	,"1316.TW","上曜","10.45","0.97","1353","1.93","39","40.16","0.14","-0.42","6","51","12","1","0","0","0","0","0","0.24","-0.17","5","153","139","0","0","0","0","0.15","上市建材營造","營建","PU樹脂,化學工業,食品加工,保健食品,營建,地產",上曜集團旗下豪宅品牌
45	,"1319.TW","東陽","77.4","1.57","4004","2.36","458","59.15","3.09","1.05","5","18","28","0","0","0","0","0","0","-4.5","22.49","-8","3","-17","-4.2","1.6","-2.6","0","0.35","上市汽車","汽機車零組件","汽車保險桿,汽機車零組件,汽車鈑金,車用冷卻系統",全球第一大汽車AM塑膠件製造商
46	,"1321.TW","大洋","30.95","-0.16","127","1.45","70","22.72","0.04","-0.35","7","0","0","0","1","0","0","0","0","0.54","-0.49","3","13","-1","0","-0","0","0.18","0","上市塑膠","PVC","PVC,塑膠皮布,塑膠加工,塑化原料,塑化製品,資產股",台灣第三大PVC廠，並有資產開發題材
47	,"1323.TW","永裕","19.7","0","27","1.27","18","9.13","0.01","0.14","12","25","48","0","0","0","0","0","0","-0.35","1.1","-3","4","2","0","-0","0","0","0.07","上市塑膠","塑膠加工","塑膠加工,塑化製品",台灣知名的塑膠瓶及軟管製造商
48	,"1324.TW","地球","10.35","0","59","1.45","8","7.51","0.01","-0.45","5","0","0","0","0","0","0","0","0","0.01","-0.17","9","4","-10","0","-0","0","0","0.07","上市塑膠","膠帶","膠帶,化學工業",台灣主要PVC膠帶供應商
49	,"1325.TW","恆大","24.2","0.41","120","1.24","21","8.53","0.03","-0.32","2","0","0","0","0","0","0","0","0","-0.41","-0.1","-18","-31","-27","0","0","0","0","0.16","上市塑膠","不織布","不織布,工業紡織品",台灣最大的紡結不織布生產廠
50	,"1326.TW","台化","54.6","-0.55","22447","4.92","3200","586.12","12.36","0.21","14","34","41","0","1","0","0","0","0","0.58","-0.82","-15","15","11","-0","-12.5","-12.5","0.44","0","上市塑膠","PTA","二甲基甲醯胺(DMF),酚,化學工業,其他化工產品,芳香烴,SM,ABS,PS,PP,塑化原料,化學纖維,尼龍粒,尼龍加工絲,尼龍絲,化纖原料,PTA,粘膠",台灣最大的PTA廠
51	,"1336.TW","台翰","14.8","-1","172","2.68","11","7.76","0.03","-0.19","4","0","0","0","1","0","0","0","0","0.02","0","4","0","-8","0","0","0","0.27","0","上櫃電子零組件","塑膠射出","電子零件元件,塑膠射出",宣德轉投資之消費電子產品外殼製造商
52	,"1337.TW","再生-KY","5","2.88","248","2.47","13","26.9","0.01","-0.43","6","0","0","0","0","0","0","0","0","-0.13","-0.11","8","-10","-18","0","-0","0","0","0.13","上市塑膠","塑膠加工","塑膠加工,塑化原料,塑化製品,EVA",大陸第一大EVA發泡材商
53	,"1338.TW","廣華-KY","16.9","1.2","322","2.69","14","8.38","0.05","-0.42","3","0","0","1","1","0","0","0","0","0.05","-0.05","-7","6","-1","0","-0","0","0.2","0","上市汽車","汽車內裝","汽車內裝",汽車OEM塑膠內飾件大廠，供應以大陸市場為主
54	,"1339.TW","昭輝","44","2.33","75","2.21","33","7.41","0.03","-0.2","10","0","0","0","1","0","0","0","0","0.09","-0.34","4","15","-13","0","-0","0","0.16","0","上市汽車","汽車保險桿","塑膠加工,塑化製品,汽車保險桿,汽機車零組件",台灣第二大汽車AM塑膠件製造商
55	,"1340.TW","勝悅-KY","5.3","0","123","1.7","8","15.29","0.01","-0.36","9","0","0","0","0","0","0","0","0","0.04","-0.16","29","-71","-79","0","-0","0","0","0.18","上市塑膠","鞋材","地產,物業投資發展,旅宿／餐飲,飯店",專注旅館及第三方物流承租收入事業
56	,"1341.TW","富林-KY","57.7","1.23","10","1.23","30","5.29","0.01","1.62","9","9","100","0","1","0","0","0","0","-1.34","-0.07","-25","15","5","0","-0","0","0.07","0.05","上市塑膠","塑膠皮布","塑膠皮布,塑化製品",越南第一大PVC人造皮革生產商
57	,"1342.TW","八貫","112.5","0","536","3.11","88","7.8","0.6","2.29","7","15","47","0","1","0","0","0","0","0.64","-2.91","-3","37","27","0","0.3","0.3","0.41","0","上市其他","塑膠皮布","塑膠皮布,塑化製品",台灣機能性皮布料及薄膜製造商
58	,"1402.TW","遠東新","28.5","-1.89","24248","4.13","1526","535.29","6.92","0.64","6","11","55","0","1","0","0","0","0","0.38","-2.15","2","19","4","8.9","-7.9","1","0.26","0","上市紡織纖維","聚酯粒","家居用品,寢具,化學纖維,聚酯絲,聚酯加工絲,聚酯棉,聚酯粒,化纖原料,PTA,成衣,成衣製造,成衣銷售/零售,織布業,棉紡業,紡紗,控股公司,資產股",全球前五大聚酯製造商，集團轉投資橫跨領域廣
59	,"1409.TW","新纖","26.05","0.58","12951","2.9","422","161.84","3.39","0.89","10","11","91","0","1","0","0","0","0","-1.72","2.96","7","35","9","-0","0.3","0.3","0.87","0","上市紡織纖維","聚酯粒","塑膠加工,塑化製品,化學纖維,聚酯絲,聚酯粒,資產股",新光集團旗下，台灣知名化纖廠
60	,"1410.TW","南染","24.8","-1.98","113","4.15","15","6.2","0.03","-0.3","8","0","0","0","0","0","0","0","0","0.03","0.11","-11","37","9","0","-0","0","0","0.1","上市紡織纖維","物業投資發展","IC封裝測試,地產,物業投資發展",轉型為不動產租賃業務
61	,"1413.TW","宏洲","9.35","-0.21","15","1.49","10","13.21","0","-0.25","7","0","0","0","0","0","0","0","0","0.01","-0.19","-20","-16","-19","0","-0","0","0","0.09","上市紡織纖維","聚酯絲","化學纖維,聚酯絲,聚酯粒",宜進入主，聚酯粒、聚酯絲與加工絲一貫廠
62	,"1414.TW","東和","18.4","0.55","268","4.37","36","19.8","0.05","-0.04","6","0","0","0","1","0","0","0","0","0.09","0.35","-1","11","-7","0","0","0","0.34","0","上市紡織纖維","混紡紗","混紡紗,紡紗,資產股,地產,物業投資發展",棉混紡紗大廠
63	,"1416.TW","廣豐","10.85","0.93","148","0.47","20","18.53","0.02","-0.05","9","0","0","0","0","0","0","0","0","-0.48","-0.06","21","61","35","0","-0","0","0","0.07","上市其他","應用軟體","資產股,軟體業,應用軟體",專注金融業應用系統開發
64	,"1417.TW","嘉裕","8.53","0.95","327","2.72","16","18.99","0.03","-0.23","9","0","0","0","0","0","0","0","0","0.03","-0.13","-3","-10","17","0","0","0","0","0","上市紡織纖維","成衣銷售／零售","成衣,成衣製造,成衣銷售/零售",裕隆集團旗下，台灣知名男性西服供應商
65	,"1418.TW","東華","17.8","-0.28","15","1.4","8","5.68","0","-1.55","3","0","0","0","0","0","0","0","0","0.01","0.12","90","206","-36","0","-0","0","0","0.17","上市紡織纖維","亞克力棉","化學纖維,亞克力棉",台灣老牌的亞克力棉製造商
66	,"1419.TW","新紡","65","0","182","2.46","195","30","0.12","-0.06","6","191","3","0","0","0","0","0","0","0.04","-0.15","-5","2","30","-0","-0","-0","0","0.07","上市紡織纖維","織布業","成衣,成衣銷售/零售,織布業,資產股,地產,物業投資發展",新光集團旗下，平織布生產商，士林三寶之一
67	,"1423.TW","利華","37.2","1.92","34","1.37","37","9.96","0.01","-0.38","7","0","0","0","0","0","0","0","0","0.49","-0.28","47","18","4","0","-0","0","0","0.15","上市紡織纖維","毛紡","毛紡,紡紗,資產股",台灣第一大的專業毛條生產商
68	,"1432.TW","大魯閣","15.25","0.33","221","1.32","14","10.8","0.03","-2.38","1","0","0","0","1","0","0","0","0","-0.03","-0.2","-1","-39","-40","0","-0","0","0.13","0.06","上市運動休閒","大型遊樂場","流通業,百貨業,休閒娛樂,大型遊樂場",經營型娛樂購物中心事業
69	,"1434.TW","福懋","16.95","-0.29","1316","1.47","286","168.47","0.22","0.08","8","48","17","0","1","0","0","0","0","0.1","-0.47","-3","6","-6","-0","-0","-0","0.19","0","上市紡織纖維","尼龍製品","加油站,其他公用事業,尼龍製品,尼龍塔夫塔布,工業紡織品",台塑集團旗下，台灣知名輪胎簾布製造商
70	,"1435.TW","中福","27.35","9.84","102","3.01","38","13.98","0.03","-0.15","5","0","0","0","1","1","0","0","0","0","-0.37","0","0","0","0","0","0","1.14","0","上市其他","物業投資發展","資產股,地產,物業投資發展",主要從事物業及廠房租賃，並多元發展各種事業
71	,"1436.TW","華友聯","44.85","0","184","0.89","87","19.42","0.08","-1.15","4","0","0","1","0","0","0","0","0","-0.31","0.88","106","45","-48","-0","0","0","0","0.1","上市建材營造","營建","營建,地產",主打首購族及換屋族市場的建商
72	,"1437.TW","勤益控","30.2","0.33","119","0.66","61","20.19","0.04","0.03","6","27","22","0","1","0","0","0","0","0.15","-0.39","8","-1","-9","0","0","0","0.08","0","上市其他","物業投資發展","毛紡,紡紗,控股公司,資產股,地產,物業投資發展",投資控股公司，從事地產、紡織貿易及投資事業
73	,"1438.TW","三地開發","23","0.44","20","1.75","26","11.12","0","-0.01","6","6","100","1","0","0","0","0","0","-0.03","-0.8","-91","0","161966","0","-0","0","0","0","上市建材營造","營建","營建,地產",開發以台南及高雄地區為主力的建商
74	,"1439.TW","雋揚","24.2","-0.82","28","2.87","22","9.2","0.01","-0.17","1","170","1","0","0","0","0","0","0","0.03","0.04","111","-38","-42","0","0","0","0","0.09","上市建材營造","營建","資產股,營建,地產,物業投資發展",國揚集團旗下，著重開發危老及都更計畫
75	,"1440.TW","南紡","13.35","0.75","2316","1.13","221","165.68","0.31","-0.18","7","0","0","0","0","0","0","0","0","-0.02","-0.2","9","-13","-18","-0","0.1","0.1","0","0","上市紡織纖維","聚酯棉","化學纖維,聚酯絲,聚酯棉,聚酯粒,化纖原料,棉紡業,紡紗,資產股",台灣最大的聚酯棉與紡紗廠，並經營夢時代購物中心
76	,"1441.TW","大東","9","-0.33","70","0.33","6","7.17","0.01","-0.57","3","0","0","0","0","0","1","0","0","0","-0.37","-29","-1","-18","0","0","0","0","0.1","上市紡織纖維","棉紡業","織布業,棉紡業,紡紗,資產股",台灣主要棉紡生產企業
77	,"1442.TW","名軒","26.9","0.19","107","0.74","99","36.62","0.03","0.12","1","30","3","0","0","0","0","0","0","0.13","-0.43","168","-19","-70","0","-0.1","-0.1","0","0.09","上市建材營造","營建","營建,地產",麗寶集團旗下成員
78	,"1443.TW","立益物流","26.45","1.93","17","3.66","36","13.53","0","0.34","8","13","62","0","1","0","0","0","0","0.02","-0.15","-2","-2","-8","0","0","0","0.35","0","上市其他","倉儲服務","流通業,貿易,倉儲服務,運輸事業,物流業",從事物流倉儲服務及經營房地產
79	,"1444.TW","力麗","8.96","9.94","16896","9.94","89","99.56","1.48","-0.04","8","0","0","0","1","1","0","0","0","0.23","-0.48","72","81","24","0","0","0","0.56","0","上市紡織纖維","聚酯加工絲","化學纖維,聚酯加工絲,聚酯粒",台灣聚酯加工絲龍頭廠
80	,"1445.TW","大宇","11.4","-3.39","404","9.32","15","13.07","0.05","-0.5","5","125","4","0","0","0","0","0","0","0.04","-0.23","132","-12","-24","0","-0","0","0","0.2","上市紡織纖維","織布業","化學纖維,聚酯加工絲,織布業",台灣專業的織布廠
81	,"1446.TW","宏和","16.9","2.11","270","2.72","23","13.77","0.04","-0.33","9","15","60","0","1","0","0","0","0","-0.29","0.17","23","-2","-58","0","0","0","0.13","0","上市紡織纖維","織布業","織布業,資產股,營建,地產",台灣知名的長短纖布廠
82	,"1447.TW","力鵬","7.52","9.94","4325","0","68","91.01","0.33","-0.02","10","39","26","0","1","1","0","0","0","0.14","-0.51","-50","-46","4","0","0","0","0.53","0","上市紡織纖維","尼龍粒","化學纖維,尼龍粒,織布業",力麗集團旗下，台灣知名尼龍粒大廠
83	,"1449.TW","佳和","14.25","-1.38","1108","3.46","18","12.71","0.16","-1.96","6","0","0","0","0","0","0","0","0","-0.69","0.8","-25","99","44","0","-0","0","0","0","上市紡織纖維","織布業","織布業,營建,地產",織布生產商，產品為先染及長纖織物
84	,"1451.TW","年興","17.1","0.59","91","1.18","34","19.8","0.02","0.15","9","13","69","0","1","0","0","0","0","-0.03","-0.46","2","-19","1","0","0","0","0.07","0","上市紡織纖維","成衣製造","成衣,成衣製造,織布業",全球最大的牛仔成衣廠
85	,"1452.TW","宏益","10.95","0","132","1.83","15","13.26","0.01","-0.14","9","0","0","0","0","0","0","0","0","0.16","-0.16","-18","15","2","0","-0","0","0","0","上市紡織纖維","聚酯加工絲","化學纖維,聚酯加工絲",台灣專業的加工絲一貫廠
86	,"1453.TW","大將","11.25","1.35","44","2.7","13","11.32","0","-0.13","3","0","0","0","0","0","0","0","0","0","-0.39","-1","1","1","0","0","0","0","0.11","上市建材營造","營建","營建,地產",主要經營營建開發及紡織買賣
87	,"1454.TW","台富","12.75","0","18","0.39","17","12.98","0","-0.4","2","0","0","0","0","0","0","0","0","0","-0.09","2","8","-20","0","-0","0","0","0.15","上市紡織纖維","織布業","化學纖維,聚酯加工絲,織布業",台灣加工絲、織布一貫廠
88	,"1455.TW","集盛","10","4.06","2399","4.68","53","53.17","0.24","-0.13","8","0","0","0","1","0","0","0","0","0.14","-0.53","-9","-5","-21","0","0.1","0.1","0.32","0","上市紡織纖維","尼龍粒","化學纖維,尼龍粒,尼龍加工絲,尼龍絲",台灣前三大尼龍粒廠商及前四大聚酯加工絲廠
89	,"1456.TW","怡華","14.4","1.05","62","2.81","13","9.37","0.01","-0.16","5","6","83","0","1","0","0","0","0","0.14","-0.24","-55","-69","1","0","0","0","0.31","0","上市建材營造","營建","營建,地產",元邦集團旗下，為綜合性紡織廠及營建商
90	,"1457.TW","宜進","14.05","-1.4","131","1.75","45","31.67","0.02","-0.13","9","16","56","0","0","0","0","0","0","0.05","-0.35","-16","-9","-16","0","-0","0","0","0.16","上市紡織纖維","聚酯加工絲","化學纖維,聚酯絲,聚酯加工絲,織布業,資產股",台灣前五大加工絲廠之一
91	,"1459.TW","聯發","11.75","0.86","99","1.29","42","35.86","0.01","0.03","4","82","5","0","1","0","0","0","0","0.07","-0.39","-13","-3","-24","0","-0","0","0.06","0.04","上市紡織纖維","聚酯加工絲","化學纖維,聚酯加工絲",台灣十大聚酯加工絲廠之一
92	,"1460.TW","宏遠","7.11","0.14","718","1.97","49","69.46","0.05","-0.11","4","1401","0","0","1","0","0","0","0","0.14","-0.42","9","-7","-21","0","-0","0","0.15","0.09","上市紡織纖維","織布業","織布業",遠東集團旗下，是一家長短織一貫布廠
93	,"1463.TW","強盛新","17.4","0.58","32","2.6","30","17.33","0.01","-0.52","5","0","0","0","0","0","0","0","0","0.12","-0.24","-24","1","-85","0","-0","0","0","0.07","上市紡織纖維","染整","染整,織布業,營建,地產",台灣專業的染整廠之一
94	,"1464.TW","得力","10.25","-0.49","353","0.97","44","42.56","0.04","0.18","6","17","35","0","0","0","0","0","0","0.18","-0.13","-12","5","-7","0","-0","0","0","0.08","上市紡織纖維","織布業","織布業",台灣老牌織染一貫化布廠
