符合條件商品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料日期：2026年  6月 24日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
策略,"	.常用",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"508	",2801.TW,彰銀,22.9,-1.29,18153,2.19,2730,1176.6,6.5,-0.55,5,0,0,0,1,1,0,0,0,0.14,-0.22,6,25,16,0,5.7,5.7,0.16,0.06,上市金融保險,銀行,"銀行,金融業",台灣老牌銀行，為銀行界歷史悠久的三商銀之一,
"509	",2812.TW,台中銀,19.85,-0.75,11419,2.54,1204,602.16,3.87,-0.5,5,0,0,0,1,0,0,0,0,0.03,-0.39,-18,28,24,0,1.1,1.1,0.11,0.06,上市金融保險,銀行,"銀行,金融業",中纖為大股東之中小型商業銀行,
"510	",2816.TW,旺旺保,33.5,-0.74,214,1.04,75,22.36,0.13,-3.28,1,5,20,0,1,0,0,0,0,-0.47,0.12,-24,22,28,0,0.1,0.1,0.2,0.1,上市金融保險,產險,"產險,金融業",台灣產險業第一家上市公司，後由旺旺集團入主,
"511	",2820.TW,華票,17.7,0,1884,0.85,238,134.3,0.34,-0.26,5,0,0,0,1,0,0,0,0,0.2,-0.25,11,89,77,0,0.3,0.3,0.09,0.03,上市金融保險,票券,"票券,金融其他,金融業",台灣前三大票券商,
"512	",2832.TW,台產,56,-0.71,229,1.06,143,25.35,0.19,-2.08,7,9,78,0,1,0,0,0,0,0.07,-0.13,7,31,8,0,0.3,0.3,0.31,0.14,上市金融保險,產險,"產險,金融業",台灣歷史最悠久的中小型產險公司,
"513	",2834.TW,臺企銀,17.8,0.85,34773,1.72,1715,971.81,7.19,-0.57,7,0,0,0,1,0,0,0,0,0.2,-0.39,4,23,7,-0.1,2.7,2.6,0.18,0.07,上市金融保險,銀行,"銀行,金融業",台灣六大泛公股銀行之一,
"514	",2836.TW,高雄銀,12.25,-0.41,1164,1.63,226,183.99,0.23,-0.51,5,0,0,0,1,0,0,0,0,-0.03,-0.32,4,14,9,0,0.1,0.1,0.08,0.03,上市金融保險,銀行,"銀行,金融業",高雄市政府為大股東之區域型銀行,
"515	",2838.TW,聯邦銀,22.55,-0.88,1279,2.23,987,434.06,0.39,-0.81,1,0,0,0,1,0,0,0,0,0.06,-0.31,-2,61,32,0,0,0,0.15,0.07,上市金融保險,銀行,"銀行,金融業",三重幫林榮三家族為大股東之民營銀行,
"516	",2845.TW,遠東銀,13,-0.76,23184,2.72,637,486.53,3.14,-0.46,5,0,0,0,1,0,0,0,0,0.48,-1.12,1,22,17,3.5,-3.7,-0.2,0.14,0.06,上市金融保險,銀行,"銀行,金融業",遠東集團旗下之中小型商業銀行,
"517	",2849.TW,安泰銀,14.7,0.34,97,2.08,220,195.76,0.04,-0.69,7,0,0,0,1,1,0,0,0,0,0.11,-9,16,19,0,0,0,0.13,0.07,上市金融保險,銀行,"銀行,金融業",私募基金隆力集團入主的中小型銀行,
"518	",2850.TW,新產,141,-2.42,326,3.15,457,31.6,0.79,-4.84,4,9,44,0,1,1,0,0,0,-0.47,3.14,-8,2,17,-0.5,0.9,0.4,0.33,0.07,上市金融保險,產險,"產險,金融業",新光集團旗下，為台灣前三大產險公司,
"519	",2851.TW,中再保,38.65,-0.9,3772,1.65,312,80.04,0.89,-0.74,8,4,200,0,1,0,0,0,0,-0.02,-0.16,-16,1113,204,0,-0.4,-0.4,0.4,0.13,上市金融保險,再保險,"壽險,產險,再保險,金融業",長榮集團旗下，為台灣保險市場中唯一的本土再保險公司,
"520	",2852.TW,第一保,26.3,-1.13,344,1.71,80,30.12,0.23,-1.63,5,7,71,0,1,1,0,0,0,-0.4,0.43,0,-7,-2,0,0.2,0.2,0.1,0.04,上市金融保險,產險,"產險,再保險,金融業",台灣排名前十大的產險公司,
"521	",2855.TW,統一證,49.15,-2.87,10486,2,810,160.14,6.42,4.51,8,11,73,0,1,0,0,0,0,-0.62,1.88,-1,428,383,0,-3.8,-3.8,0.94,0.21,上市金融保險,證券,"證券,金融業",為統一集團旗下券商，市佔排名前八大,
"522	",2867.TW,三商壽,8.51,-2.41,19337,2.07,514,589.95,1.15,-0.27,5,0,0,0,1,0,0,0,0,0.18,-0.38,-30,155,414,0,1.1,1.1,0.2,0.11,上市金融保險,壽險,"壽險,金融業",台灣排名前七大的壽險公司，隸屬三商集團,
"523	",2880.TW,華南金,37,-1.46,54818,2.79,5226,1391.7,18.13,-0.78,9,0,0,0,1,0,0,0,0,0.14,-0.78,1,73,38,19.3,-18.3,1,0.32,0.13,上市金融保險,金控,"銀行,產險,證券,投信,金控,金融其他,資產管理,金融業",以銀行為主體公營金控公司，為台灣銀行界歷史悠久的三商銀之一,
"524	",2881.TW,富邦金,134.5,-2.18,29616,2.89,19260,1400.74,33.74,-2.39,3,0,0,0,1,1,0,0,0,-0.01,0.51,-43,155,258,-12.9,1.5,-11.4,0.63,0.17,上市金融保險,金控,"銀行,壽險,產險,證券,投信,投資信託,金控,金融其他,資產管理,金融業",台灣資產規模前二大的金控公司，旗下擁有台灣最大產險公司,
"525	",2882.TW,國泰金,110,-3.08,34024,3.1,16650,1466.92,33.68,-2.63,4,0,0,0,1,0,0,0,0,0.08,-0.3,-18,131,224,-4.4,-6.2,-10.6,0.65,0.2,上市金融保險,金控,"銀行,壽險,產險,證券,投信,投資信託,金控,金融其他,資產管理,金融業",台灣資產規模前二大金控公司，旗下擁有台灣最大壽險公司,
"526	",2883.TW,凱基金,29.8,-1,65547,2.64,5109,1697.48,27.34,-0.72,3,0,0,0,1,0,0,0,0,0.11,-0.08,-14,126,179,-2.2,11.9,9.7,0.57,0.14,上市金融保險,金控,"銀行,證券,金控,金融業",以投資銀行業務為主之金控，並藉購併跨入證券與商業銀行領域,
"527	",2884.TW,玉山金,35,-2.23,66310,2.23,5790,1619.2,20.23,-0.91,5,0,0,0,1,0,0,0,0,0.45,-1.24,-8,25,25,10.8,-10.5,0.3,0.19,0.11,上市金融保險,金控,"銀行,保險經紀,證券,金控,金融其他,金融業",以玉山銀行為主體的金控公司,
"528	",2885.TW,元大金,66.1,-3.22,50125,3.05,9105,1333.11,27.79,-1.93,5,0,0,0,1,1,0,0,0,0.05,-0.25,23,928,168,-24.9,11.1,-13.8,0.52,0.15,上市金融保險,金控,"銀行,證金公司,證券,投信,投資信託,金控,金融其他,資產管理,金融業",以證券為主體金控公司，旗下元大證券為台灣最大券商,
"529	",2886.TW,兆豐金,44.55,-1.44,54989,3.13,6705,1483.34,21.4,-0.8,9,0,0,0,1,0,0,0,0,0.14,-0.71,-8,26,24,45.4,-44.3,1.1,0.19,0.08,上市金融保險,金控,"銀行,產險,票券,證券,投信,金控,金融其他,資產管理,金融業",具有國營背景的金控公司，旗下銀行為台灣主要企業聯貸銀行,
"530	",2887.TW,台新新光金,31.6,-1.71,58926,2.96,7995,2486.64,24.01,-1.03,6,0,0,0,1,0,0,0,0,0.43,-0.48,-14,317,335,-6.3,11.9,5.6,0.47,0.2,上市金融保險,金控,"銀行,壽險,保險經紀,證券,投信,金控,金融其他,資產管理,金融業",以消費金融業務為主體之台灣金控公司,
"531	",2889.TW,國票金,14.95,-0.33,5396,1.33,545,363.36,1.17,-0.42,4,0,0,0,1,0,0,0,0,-0.15,0,6,148,140,0,0,0,0.07,0.04,上市金融保險,金控,"票券,證券,金控,金融其他,金融業",台灣唯一以票券業務為主體之金控公司,
"532	",2890.TW,永豐金,39.55,-0.63,65549,3.02,5768,1449.23,24.4,-0.95,6,0,0,0,1,0,0,0,0,0.25,-0.81,5,83,56,28.4,3.4,31.8,0.42,0.25,上市金融保險,金控,"銀行,證券,投信,金控,租賃,金融其他,資產管理,金融業",以銀行為主體的的大型金控，旗下另有證券、投信業務,
"533	",2891.TW,中信金,69.9,-3.45,52905,4.68,14247,1967.69,45.12,-1.67,7,0,0,0,1,1,0,0,0,0.01,-0.2,-2,341,176,-16.4,18.2,1.8,0.41,0.11,上市金融保險,金控,"銀行,壽險,保險經紀,證券,投信,投資信託,金控,資產管理,金融業,保全業,服務業",台灣資產規模前四大金控公司，旗下中信銀為最大信用卡發卡銀行,
"534	",2892.TW,第一金,32.05,-1.23,38571,2.17,4666,1437.95,17.67,-0.73,4,0,0,0,1,0,0,0,0,0.39,-0.89,0,37,25,17.8,-10.3,7.5,0.21,0.1,上市金融保險,金控,"銀行,壽險,證券,投信,金控,金融其他,資產管理,金融業",台灣前三大官股金控公司，旗下銀行為業界歷史悠久的三商銀之一,
"535	",2897.TW,王道銀行,10.55,-0.94,5704,1.42,299,280.54,0.61,-0.6,7,0,0,0,1,0,0,0,0,0.09,-0.34,0,40,35,0,0.6,0.6,0.08,0.03,上市金融保險,銀行,"銀行,金融業",前身為台灣工業銀行，台灣第一家數位銀行,
"536	",2901.TW,欣欣,23.8,-0.83,12,1.26,18,7.3,0,0.01,11,89,12,0,1,0,0,0,0,-0.01,-0.2,5,-2,4,0,0,0,0.11,0.08,上市貿易百貨,百貨業,"流通業,百貨業,資產股,地產,物業投資發展",位於台北市中山區精華地段之百貨業者，退撫會為最大股東,
"537	",2903.TW,遠百,23.3,0.22,1569,1.07,329,141.69,0.5,-0.04,10,7,143,1,1,0,0,0,0,0.45,-1.12,5,1,0,0.2,-0.4,-0.2,0.13,0.07,上市貿易百貨,百貨業,"流通業,百貨業,量販店、大賣場",隸屬遠東集團，合併SOGO百貨成為台灣百貨業龍頭,
"538	",2904.TW,匯僑,14.2,-0.35,19,1.41,11,7.78,0,-0.2,5,0,0,0,0,0,0,0,0,0.01,-0.08,2,-16,-17,0,0,0,0,0.04,上市其他,油品儲運／分銷,"石油及天然氣,油品儲運/分銷,電力,太陽能發電",台灣專業的石化倉儲廠,
"539	",2905.TW,三商,15,-0.33,627,1.98,167,111.04,0.14,-11.07,6,0,0,0,1,0,0,0,0,-0.03,-0.46,-25,-20,22,0,0,0,0.2,0.11,上市貿易百貨,控股公司,控股公司,轉投資子公司業務包含壽險、零售、餐飲、資訊服務、製藥等,
"540	",2906.TW,高林,12.95,0.39,159,0.77,27,20.91,0.02,-0.41,6,12,50,1,1,0,0,0,0,0.21,-0.17,-3,-3,0,0,0,0,0.1,0.06,上市貿易百貨,貿易,"醫療器材通路,醫藥流通,流通業,貿易,家居相關用品通路,成衣,成衣銷售/零售",為國內知名貿易商，並代理G2000等多項品牌服飾,
"541	",2908.TW,特力,21.1,0,114,1.2,108,50.99,0.03,-0.46,12,12,100,0,1,0,0,0,0,-0.11,-0.22,-5,-4,6,0,0,0,0.11,0.06,上市貿易百貨,家居相關用品通路,"流通業,貿易,量販店、大賣場,家居相關用品通路",海內外家居用品貿易商，擁有特力屋、HOLA零售品牌,
"542	",2910.TW,統領,22.7,-1.3,9,1.98,40,17.54,0,0.3,11,16,69,0,1,0,0,0,0,0,0.45,9,1,5,0,0,0,0.18,0.17,上市貿易百貨,百貨業,"流通業,百貨業,營建,地產",由百貨公司跨足至營建之業者,
"543	",2911.TW,麗嬰房,7.36,-1.87,343,6.22,8,10.51,0.04,-2.89,2,0,0,0,0,0,0,0,0,0.45,-0.43,21,-24,-33,0,0,0,0,0.4,上市貿易百貨,嬰童用品,"傳產其他,玩具,嬰童用品",台灣嬰幼童服飾第一大品牌,
"544	",2912.TW,統一超,225,-0.88,3780,3.17,2360,103.96,10.05,2.27,9,22,41,0,1,0,0,0,0,0,-0.2,6,5,5,4.6,-11.3,-6.7,0.23,0.13,上市貿易百貨,便利商店,"便利商店,流通業",經營7-11為台灣超商龍頭，隸屬統一集團,
"545	",2913.TW,農林,10.95,-0.45,1765,1.79,78,79,0.31,-0.02,6,0,0,0,0,0,0,0,0,-0.2,-0.17,-8,-19,-11,0,0,0,0,0.08,上市貿易百貨,貿易,"流通業,貿易,農林漁牧,農產品種植,食品加工,茶葉相關,資產股",台灣茶葉產製銷一條龍企業,
"546	",2915.TW,潤泰全,52.6,-0.38,4591,2.66,583,110.43,2.03,-0.09,3,0,0,0,1,0,0,0,0,0.25,-0.96,10,-22,-30,-0.1,0.6,0.5,0.27,0.13,上市貿易百貨,貿易,"流通業,貿易,成衣,成衣銷售/零售,織布業,控股公司",潤泰集團旗下，經營紡織貿易、零售事業之控股公司,
"547	",2916.TW,滿心,41.45,-0.36,116,0.48,27,6.46,0.03,-0.05,6,11,55,0,0,0,0,0,0,0,-0.11,-14,-2,4,0,0,0,0,0.07,上櫃居家生活,成衣銷售／零售,"成衣,成衣銷售/零售",台灣前二大代理知名品牌服飾廠商,
"548	",2923.TW,鼎固-KY,25.4,-0.78,76,9.79,446,174.03,0.04,0.13,8,14,57,0,1,0,0,0,0,0.01,-0.24,27,134,150,0,0,0,0.57,0.26,上市建材營造,營建,"營建,地產,物業投資發展",日月光轉投資的房地產開發商,
"549	",2924.TW,宏太-KY,17.6,3.23,1,6.69,9,5.2,0,-0.53,5,0,0,0,0,0,0,0,0,0,0,-12,1,30,0,0,0,0,0.19,上櫃居家生活,嬰童用品,"傳產其他,玩具,嬰童用品",以「黃色小鴨」品牌在兩岸經營嬰童產品,
"550	",2926.TW,誠品生活,34.75,2.21,6,0.73,16,4.74,0.01,-3.13,8,0,0,0,0,0,0,0,0,-0.01,-0.19,5,9,7,0,0,0,0,0.12,上櫃文化創意,百貨業,"流通業,百貨業,書店,文化創意產業,旅宿／餐飲,餐飲",誠品集團旗下百貨通路及餐旅業者,
"551	",2929.TW,淘帝-KY,5.85,-0.17,122,2.5,6,10.95,0.02,-0.78,5,0,0,0,0,0,0,0,0,0,-0.1,-6,0,-7,0,0,0,0,0.16,上市貿易百貨,嬰童用品,"傳產其他,嬰童用品",為中國大陸童裝前十大品牌廠,
"552	",2937.TW,集雅社,49.2,-0.3,0,1.92,21,4.35,0,-0.52,2,19,11,0,1,0,0,0,0,0.04,-0.53,15,17,10,0,0,0,0.2,0.08,上櫃居家生活,電器銷售,"電器銷售,家電",百貨家電龍頭通路商,
"553	",2939.TW,永邑-KY,19.75,-1.99,54,2.11,9,4.55,0.01,-0.93,6,0,0,0,0,0,1,0,0,0,0,33,6,-9,0,0,0,0,0.16,上市貿易百貨,貿易,"流通業,貿易,家居相關用品通路",生活應用產品開發供應商,
"554	",2941.TW,米斯特,33.75,-8.29,6,10.45,6,1.54,0,-1.06,12,10,120,0,1,0,0,0,0,0,-0.26,20,-6,1,0,0,0,0.34,0.29,上櫃居家生活,成衣銷售／零售,"成衣,成衣銷售/零售,Internet應用與服務,電商平台",台灣服飾品牌OMO零售商,
"555	",2945.TW,三商家購,43.35,0.93,61,2.35,29,6.75,0.01,3.84,6,19,32,0,1,0,0,0,0,0,-0.7,5,41,23,0,0,0,0.11,0.06,上市貿易百貨,連鎖超市,"流通業,連鎖超市",三商旗下社區型連鎖超市業者,
"556	",2947.TW,振宇五金,78,-0.89,10,0.76,17,2.15,0.01,0.86,9,17,53,0,1,0,0,0,0,0,-0.12,6,11,7,0,0,0,0.06,0.06,上櫃居家生活,量販店、大賣場,"流通業,量販店、大賣場,家居相關用品通路",大型五金修繕專業賣場,
"557	",2948.TW,寶陞,38.05,-1.81,11,6.99,12,3.1,0,1.12,8,13,62,0,1,0,0,0,0,0,-0.28,-1,-5,-1,0,0,0,0.18,0.1,上櫃居家生活,家居相關用品通路,"流通業,家居相關用品通路",代理及自有地板品牌及室內建材銷售商,
"558	",2949.TW,欣新網,70.1,1.59,2,1.75,21,3.06,0.01,0.54,3,22,14,0,1,0,0,0,0,0.04,-0.42,14,26,21,0,0,0,0.35,0.07,上櫃數位雲端,電商服務,"傳播事業,廣告,Internet技術與基礎設施,電商服務",台灣電商營運服務商,
"559	",3002.TW,歐格,21.8,-0.91,735,5,22,10.2,0.29,-0.3,7,0,0,0,1,0,0,0,0,0.56,-1.34,8,49,28,0,0,0,0.5,0.3,上市電腦及週邊設備,電源供應器,"電源供應器,被動元件,電子零件元件,遊戲產業,商用遊戲機",台灣電源管理與智慧家庭解決方案領導廠商,
"560	",3003.TW,健和興,70.2,2.48,2083,2.77,107,15.57,1.09,0.7,12,38,32,0,1,0,0,0,0,0.39,3.19,11,53,30,0,0.5,0.5,0.46,0.13,上市電子零組件,其他電子零件,"汽機車零組件,汽車端子,連接器,其他電子零件,電子零件元件",各種應用之連接器及配線器材生產,
"561	",3004.TW,豐達科,132,0.76,307,5.43,84,6.44,0.61,1.99,5,16,31,0,1,0,0,1,0.87,2.03,-1.76,12,56,32,0,0,0,0.43,0.12,上市鋼鐵,螺絲螺帽,"航天軍工,螺絲螺帽,線材盤元",亞洲唯一合格航太扣件供應商,
"562	",3005.TW,神基,99.5,-0.5,2687,1.99,622,62.44,4.42,1.99,4,15,27,0,0,0,0,0,0,-0.71,1.5,4,15,3,-0.4,-2.3,-2.7,0,0.13,上市電腦及週邊設備,強固電腦,"汽機車零組件,機殼,電子零件元件,工業電腦,強固電腦,電腦系統業",全球前三大軍工規電腦廠,
"563	",3006.TW,晶豪科,246.5,0.61,15546,9.84,729,29.81,76.93,11.26,14,9,156,0,1,0,0,0,0,0.18,-1.47,-4,297,223,-0.6,17.6,17,0.86,0.38,上市半導體,DRAM記憶體IC,"DRAM記憶體IC,FLASH記憶體IC,類比IC,IC設計",台灣利基型記憶體IC設計廠商,
"564	",3008.TW,大立光,4900,-2,1834,4.24,6540,13.08,97.52,29.46,7,35,20,0,1,0,0,0,0,0.02,-0.77,-14,43,15,9.3,-12.5,-3.2,1.51,0.34,上市光電,光學鏡片／頭,"光學鏡片/頭,光學元件",全球智慧型手機鏡頭龍頭廠,
"565	",3010.TW,華立,126,-0.4,1461,4.36,328,25.94,3.84,2.74,11,13,85,0,0,0,0,0,0,-0.67,0.33,0,28,18,-3.2,1.6,-1.6,0,0.15,上市電子通路,電子元件代理商,"電子元件代理商,半導體材料通路商,電子通路",大中華半導體前段製程材料與化學品最大供應商,
"566	",3011.TW,今皓,14.25,1.06,684,2.8,17,12.96,0.13,-0.75,6,0,0,1,1,0,0,0,0,0.22,-0.26,14,-40,-38,0,0,0,0.31,0.12,上市電子零組件,連接線材,"電子零件元件,連接線材",3C產品之電源線供應大廠,
"567	",3013.TW,晟銘電,109.5,0,1641,4.41,225,20.51,2.34,2.08,5,18,28,1,0,0,0,0,0,0.49,0.28,-24,2,21,0,0.1,0.1,0,0.33,上市電腦及週邊設備,伺服器機殼,"伺服器機殼,電子零件元件",台灣伺服器機殼OEM/ODM製造商,
"568	",3014.TW,聯陽,166,3.11,6636,4.67,267,16.6,7.3,2.24,8,14,57,0,1,0,0,0,0,0.52,-0.08,-6,-8,-2,0.3,2.2,2.5,0.46,0.25,上市半導體,IO控制IC,"IO控制IC,IC設計,消費性IC,PC週邊IC,影音IC,高速傳輸介面IC,安全監控IC,數位電視IC,觸控IC",全球輸出入(I/O)控制IC領導廠商,
"569	",3015.TW,全漢,62.5,0,1455,3.95,117,18.73,1.74,-0.5,8,466,2,0,1,0,0,0,0,0.26,-0.17,4,-10,-5,0,0.4,0.4,0.43,0.21,上市電子零組件,電源供應器,"電源供應器,電子零件元件",全球前十大交換式電源供應器廠商,
"570	",3016.TW,嘉晶,137.5,-9.84,18526,2.52,440,28.95,12.6,0.28,11,126,9,1,1,1,0,0,0,-1.74,9.15,2,37,25,0,4.1,4.1,1.99,0.55,上市半導體,磊晶,"第三類半導體,磊晶,矽晶圓,IC製造",台灣專業磊晶矽晶圓業者,
"571	",3017.TW,奇鋐,2530,4.33,5900,3.1,9510,39.25,74.93,20.41,11,27,41,0,0,0,0,0,0,0.39,1.61,2,61,90,-16.4,15.2,-1.2,0,0.31,上市電腦及週邊設備,筆記型電腦用散熱模組,"伺服器機殼,機殼,散熱風扇馬達,電子零件元件,散熱模組,其他散熱零件,伺服器用散熱模組,筆記型電腦用散熱模組",全球最大PC散熱模組廠,
"572	",3018.TW,隆銘綠能,12.35,2.92,35,0,5,7.54,0,-1.89,3,0,0,0,1,0,0,0,0,0,-0.1,-64,-38,-52,0,0,0,0.35,0.12,上市其他電子,廠務工程,"電子其他,廠務工程,營建,地產",台灣無塵室及工廠、住宅機電系統整合工程之大廠,
"573	",3019.TW,亞光,155.5,2.03,4942,5.83,438,27.92,13.8,0.94,8,25,32,0,1,0,0,1,0.78,2.92,-2.29,5,16,16,0,3.4,3.4,0.41,0.19,上市光電,光學鏡片／頭,"傳產其他,光學,影像感測元件,數位相機,數位相機組裝,光學鏡片/頭,光學元件",台灣光學鏡頭大廠，專注於玻璃鏡片與非球面模造玻璃,
"574	",3021.TW,鴻名,28.95,-2.85,609,9.41,28,9.49,0.33,-0.45,10,33,30,0,1,0,0,0,0,0,-0.17,-4,-10,1,0,-0.1,-0.1,1.65,0.5,上市電子零組件,連接線材,"電子零件元件,系統整合,軟體業,連接線材",提供3C產品線材、連接器及電子元件廠商,
"575	",3022.TW,威強電,82.8,1.1,1350,3.12,145,17.66,2.29,0.7,2,262,1,0,1,0,0,0,0,0.03,-1.72,39,92,8,0,0.2,0.2,0.47,0.1,上市電腦及週邊設備,工業電腦,工業電腦,台灣知名工業電腦廠商,
"576	",3023.TW,信邦,319.5,2.9,1193,6.91,745,24.01,5.81,3.23,7,27,26,0,1,0,0,0,0,-0.05,-0.65,2,18,7,-1.1,2.5,1.4,0.32,0.14,上市電子零組件,連接線材,"連接器,電子零件元件,連接線材",台灣知名連接線束製造廠,
"577	",3024.TW,憶聲,12.45,1.22,896,2.8,34,27.72,0.12,-0.14,3,759,0,0,0,0,0,0,0,-0.76,0.15,-18,-58,-62,0,0,0,0,0.51,上市光電,電器銷售,"資產股,車用電子,車載影音系統,電器銷售,家電,地產,園區開發",經營歌林品牌家電,
"578	",3025.TW,星通,69.9,0.29,394,3.78,40,5.67,0.38,-0.35,5,49,10,0,0,0,0,0,0,0.61,0.01,50,135,64,0,0.1,0.1,0,0.25,上市通信網路,電信設備,"網通設備,電信設備,光通訊,光纖設備",台灣電信局端設備製造商,
"579	",3026.TW,禾伸堂,796,-1.49,2408,9.92,1340,16.59,22.67,2,8,91,9,0,1,0,0,0,0,0.78,10.41,-10,21,12,0.3,6.4,6.7,5.68,0,上市電子零組件,電子元件代理商,"被動元件,MLCC,鋁質電解電容,IC零組件通路商,電子元件代理商,電子通路",主要自製MLCC及代理電子元件,
"580	",3027.TW,盛達,21,-1.18,508,3.25,24,13,0.13,-0.66,7,0,0,0,1,0,0,0,0,-0.03,-0.15,65,-8,-53,0,0,0,0.42,0.22,上市通信網路,重電設備,"電力,太陽能發電,網通設備,接取設備,太陽能,太陽能系統運用,PV Inverter,重電設備,電力設備",再生能源設備銷售與系統供應商,
"581	",3028.TW,增你強,79.4,0.63,2386,7.88,187,23.72,4.03,3.96,9,6,150,0,1,1,0,0,0,-1.26,1.18,-7,103,100,0,1.2,1.2,0.77,0.22,上市電子通路,IC零組件通路商,"IC零組件通路商,電子元件代理商,電子通路",台灣半導體元件代理通路商,
"582	",3029.TW,零壹,99.3,-0.6,1084,1.97,155,16.7,1.1,1.95,10,14,71,0,0,0,0,0,0,-0.64,0.07,-1,27,9,0,0.1,0.1,0,0.17,上市資訊服務,軟體通路／代理,"資訊安全,系統整合,軟體業,軟體通路／代理,雲端科技,Internet技術與基礎設施",台灣大型加值型網路代理商,
"583	",3030.TW,德律,332.5,-1.63,1343,4.29,798,23.62,6.7,4.47,8,27,30,0,0,0,0,0,0,-0.5,0.04,-4,15,30,1,-2.7,-1.7,0,0.53,上市其他電子,PCB相關設備,"PCB相關設備,IC檢測設備,設備儀器商,封測用設備",電路板組裝檢測設備大廠,
"584	",3031.TW,佰鴻,30.9,-3.59,2763,7.05,56,17.32,2.34,-0.06,7,100,7,0,1,0,0,0,0,0.12,-0.63,-4,32,19,0,0.5,0.5,0.55,0.29,上市光電,LED封裝,"LED,LED封裝,LED照明產品",台灣LED封裝暨紅外線傳輸模組廠商,
"585	",3032.TW,偉訓,81.7,0,787,4.59,84,11.33,0.83,-0.99,6,11,55,1,1,0,0,0,0,-1.18,0.28,-4,13,10,0,-0.1,-0.1,0.59,0.21,上市電子零組件,機殼,"伺服器機殼,電源供應器,機殼,電子零件元件,週邊產品,電競週邊",台灣PC電源供應器及機殼製造廠，並跨入電競領域,
"586	",3033.TW,威健,50,-0.4,5389,5.27,241,51.02,6.6,2.03,12,7,171,1,1,0,0,0,0,0.01,-0.67,3,28,20,0,1.6,1.6,0.72,0.14,上市電子通路,IC零組件通路商,"IC零組件通路商,電子通路",半導體零組件專業代理商,
"587	",3034.TW,聯詠,543,-0.18,5114,11.11,3310,60.85,82.14,7.47,7,24,29,0,1,1,0,0,0,0.43,-2.24,2,9,-7,-16.8,32.9,16.1,0.6,0.27,上市半導體,LCD驅動IC,"IC設計,LCD驅動IC,LCD控制IC,影音IC,CMOS晶片,安全監控IC,手機面板驅動IC,數位電視IC,觸控IC",全球面板驅動IC設計龍頭廠,
"588	",3035.TW,智原,230.5,-1.07,15018,5.66,607,26.06,73.62,0.49,5,293,2,0,1,1,0,1,0.78,2.34,-1.83,-4,-45,-59,0,22.8,22.8,0.78,0.43,上市半導體,ASIC,"IC設計,設計IP,ASIC",聯電體系的ASIC及設計IP廠,
"589	",3036.TW,文曄,219,-0.68,7017,4.22,2798,127,28.77,9.2,9,9,100,1,0,0,0,0,0,-0.48,4.02,-6,153,104,-11.4,-4.6,-16,0,0.4,上市電子通路,IC零組件通路商,"IC零組件通路商,電子通路",台灣前三大半導體IC通路商,
"590	",3037.TW,欣興,931,-4.41,25060,10.05,15346,159.02,270.14,1.28,11,204,5,1,1,0,0,0,0,0.42,-3.9,1,32,27,6.2,22.8,29,1.19,0.39,上市電子零組件,印刷電路板,"印刷電路板,印刷電路板相關,HDI板,IC基板,封測服務與材料,BGA基板,ABF載板",全球印刷電路板龍頭廠之一,
"591	",3038.TW,全台,22.5,-1.32,383,1.96,36,15.74,0.06,0.03,8,24,33,0,0,0,0,0,0,0.27,-0.05,-4,-7,-7,0,0,0,0,0.14,上市光電,LCM,"面板業,中小尺吋面板,LCM,觸控面板",台灣中小尺寸面板模組廠,
"592	",3040.TW,遠見,37.75,-0.4,67,6.4,25,6.62,0.09,-0.28,7,0,0,1,0,0,0,0,0,-0.17,0.06,0,-14,2,0,0,0,0,0.2,上市其他,物業投資發展,"消費性電子產品,地產,物業投資發展",從事品牌授權、物業租賃及加值型服務,
"593	",3041.TW,揚智,30.85,-1.12,4989,6.3,37,14.02,3.68,-2.04,8,0,0,0,1,1,0,1,0.16,4.82,-0.79,45,98,27,0,0.4,0.4,0.53,0.4,上市半導體,機上盒晶片,"機上盒晶片,IC設計,消費性IC,影音IC",專注於數位機上盒系統單晶片開發的領導廠商,
"594	",3042.TW,晶技,190.5,0,17817,6.06,606,34.3,45.68,1.34,7,41,17,0,1,0,0,0,0,-4.39,15.43,-6,11,6,-16.7,4.7,-12,1.76,0.3,上市電子零組件,石英元件,"被動元件,石英元件,振盪器",台灣最大石英元件、頻率控制元件廠商,
"595	",3043.TW,科風,22.7,0,125,3.64,9,3.9,0.05,-0.05,5,0,0,0,1,0,0,0,0,0.02,-0.03,-28,4,-13,0,0,0,0.3,0.13,上市其他電子,UPS,"UPS,電子零件元件",不斷電系統和電力保護產品品牌廠商,
"596	",3044.TW,健鼎,526,-0.94,2563,7.42,2791,52.56,23.64,6.49,12,26,46,0,1,0,0,0,0,0.68,-8.74,6,47,29,-3.1,2.6,-0.5,0.73,0.28,上市電子零組件,印刷電路板,"印刷電路板,印刷電路板相關,HDI板",全球前十大印刷電路板廠之一,
