符合條件商品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料日期：2026年  6月 24日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
策略,"	.常用",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"762	",3523.TW,迎輝,20.95,4.75,434,0.82,13,6.43,0.08,-0.98,6,0,0,0,1,0,0,0,0,0.01,0.29,-66,-31,-29,0,0,0,1.43,0.6,上櫃光電,光學膜,"面板零組件,光學膜",各式光學與光電膜產品製造商,
"763	",3526.TW,凡甲,317,2.59,711,5.1,203,6.63,5.4,5.22,4,17,24,1,0,0,0,0,0,0.51,0.25,-16,22,24,-0.8,2.4,1.6,0,0.29,上櫃電子零組件,連接器,"連接器,電子零件元件",強茂轉投資之連接器廠,
"764	",3527.TW,聚積,67.5,-2.32,224,4.13,31,4.44,0.27,-1.4,7,0,0,0,1,0,0,0,0,-1.13,1.03,27,16,-8,0,0.1,0.1,0.43,0.3,上櫃半導體,LED驅動IC,"類比IC,IC設計,LED驅動IC",全球LED顯示屏驅動IC設計龍頭廠,
"765	",3528.TW,安馳,104,-0.95,630,8.18,70,6.66,1.41,4.14,4,6,67,0,1,0,0,0,0,0.35,0.54,-10,67,91,0,0.2,0.2,1.25,0.36,上市電子通路,IC零組件通路商,"IC零組件通路商,電子通路",台灣前5大IC通路商,
"766	",3529.TW,力旺,3170,-0.47,484,4.4,2379,7.47,19.96,6.77,8,102,8,0,0,0,0,0,0,0.16,-1.41,-50,12,17,1.6,-1.6,0,0,0.32,上櫃半導體,設計IP,"FLASH記憶體IC,IC設計,設計IP,嵌入式晶片",全球嵌入式非揮發性記憶體矽智財(eNVM IP)領導廠,
"767	",3530.TW,晶相光,73.2,0.55,554,4.77,57,7.75,0.53,0.22,6,93,6,0,1,0,0,1,0.54,1.32,-0.71,-14,27,45,0,0.3,0.3,0.34,0.26,上市半導體,CMOS晶片,"IC設計,CMOS晶片",神盾旗下CMOS晶片廠,
"768	",3531.TW,先益,22.95,0,0,0,14,6.12,0,-0.37,5,0,0,0,1,0,0,0,0,0,0,-21,-35,-28,0,0,0,0.14,0.04,上櫃光電,背光模組,"面板零組件,背光模組",LED中小尺寸背光模組專業製造廠,
"769	",3532.TW,台勝科,365,-2.14,602,4.62,1447,38.78,2.59,-0.75,9,0,0,0,1,0,0,0,0,0.21,7.32,4,24,14,1.1,-0.7,0.4,2.29,0.6,上市半導體,矽晶圓,"矽晶圓,IC製造",台塑與Sumco合資成立的矽晶圓製造商,
"770	",3533.TW,嘉澤,2235,0,688,4.32,2515,11.25,16.4,20.37,5,29,17,0,0,0,0,0,0,0.03,-0.62,-10,9,17,-12.8,5.4,-7.4,0,0.34,上市電子零組件,CPU Socket,"電子零件元件,CPU Socket",全球前三大CPU Socket製造商,
"771	",3535.TW,晶彩科,122.5,0.41,1659,6.23,96,7.91,3.81,-0.26,13,35,37,0,0,0,0,0,0,0.86,-0.8,459,2229,500,0,-2.7,-2.7,0,0.23,上市光電,面板設備,"設備儀器商,面板設備",國內面板前段自動光學檢測設備大廠,
"772	",3537.TW,堡達,80.4,-0.99,2837,7.79,46,5.62,3.78,0.75,11,22,50,0,1,0,0,0,0,-2.75,0.54,-20,3,3,0,-1.2,-1.2,1.22,0.23,上櫃電子零組件,電子元件代理商,"被動元件,電容,電阻,電感,電子元件代理商,電子通路",為日商松下被動元件的代理商,
"773	",3540.TW,曜越,24.9,-0.99,216,1.38,21,8.45,0.09,-1.69,4,0,0,0,0,0,0,0,0,-0.06,-0.09,8,-20,-12,0,-0.1,-0.1,0,0.18,上櫃電腦及週邊設備,電源供應器,"電源供應器,機殼,電子零件元件,散熱模組",電競品牌廠,
"774	",3541.TW,西柏,21.75,-0.23,12,0.69,12,5.63,0,-0.84,3,0,0,0,0,0,0,0,0,0.03,-0.08,6,-16,-13,0,0,0,0,0.06,上櫃其他電子,視訊轉換相關,"視訊轉換相關,消費性電子產品",台灣專業智慧型影音訊號產品製造商,
"775	",3543.TW,州巧,29.75,-1.33,781,2.58,33,11.03,0.22,-1.13,6,0,0,1,0,0,0,0,0,0.33,-0.02,-7,3,-5,0,0,0,0,0.26,上市光電,模具沖壓,"家居用品,模具沖壓,電子零件元件",專注LCD TV面板沖壓件製造商,
"776	",3545.TW,敦泰,60.1,1.01,1384,6.54,132,22.25,2.28,-0.89,5,0,0,0,1,1,0,0,0,0.44,-0.24,-6,-15,-16,0,0.8,0.8,0.35,0.22,上市半導體,LCD驅動IC,"IC設計,LCD驅動IC,生物辨識IC,手機面板驅動IC,觸控IC",台灣中小尺寸LCD驅動IC廠,
"777	",3546.TW,宇峻,84.3,0.48,372,1.79,49,5.84,0.28,0.29,10,10,100,0,1,0,0,0,0,-0.08,-0.22,0,61,48,0,0.1,0.1,0.29,0.07,上櫃文化創意,PC遊戲,"PC遊戲,遊戲產業,手機遊戲",台灣知名線上遊戲開發商,
"778	",3548.TW,兆利,86.5,-0.35,298,3.48,59,6.77,0.4,-2.23,2,0,0,1,0,0,0,0,0,-0.07,-0.12,11,-7,-29,0,0,0,0,0.22,上櫃電子零組件,樞紐,"樞紐,電子零件元件",全球前三大NB樞紐生產商,
"779	",3550.TW,聯穎,36,2.86,17281,5.85,38,10.76,2.21,0.28,9,77,12,0,1,0,0,1,0.67,3.41,-2.29,-13,37,25,0,0.1,0.1,1.26,0,上市電子零組件,連接線材,"電子零件元件,連接線材",3C影音傳輸線材專業供應商,
"780	",3551.TW,世禾,202,-1.22,384,6.35,127,6.23,1.37,1.89,4,26,15,1,1,0,0,0,0,0.67,-1.09,6,22,18,0,0.7,0.7,0.42,0.31,上櫃綠能環保,設備儀器商,"半導體製程設備,設備儀器商,化學氣相沈積設備",精密洗淨及再生處理加工的龍頭廠商,
"781	",3552.TW,同致,50.3,0,122,3.47,49,9.79,0.12,-1.1,5,0,0,0,0,0,0,0,0,0.03,-0.02,-4,22,-5,0,0.1,0.1,0,0.21,上櫃其他電子,倒車雷達,"車用電子,倒車雷達,倒車影像系統",全球知名倒車雷達大廠,
"782	",3555.TW,博士旺,192.5,-4.7,107,8.91,81,4,0.34,-0.06,12,47,26,0,0,0,0,0,0,-0.09,0.39,-13,904,2644,0,0,0,0,0.46,上櫃半導體,應用軟體,"資訊安全,IC零組件通路商,3C通路商,電子通路,軟體業,應用軟體",區塊鏈金融科技解決方案應用開發與相關專案委託開發,
"783	",3556.TW,禾瑞亞,72.5,-2.55,1015,5.41,47,6.37,1.11,0.75,15,31,48,0,1,0,0,0,0,0,-0.22,-5,29,18,0,-0.4,-0.4,0.9,0.26,上櫃半導體,觸控IC,"IC設計,消費性IC,影音IC,觸控IC",禾伸堂轉投資的觸控IC設計公司,
"784	",3557.TW,嘉威,25.8,-0.77,61,1.15,22,8.43,0.02,-0.81,6,7,86,0,0,0,0,0,0,0.22,0.13,27,79,-18,0,0,0,0,0.14,上市居家生活,餐具,"家居用品,餐具",家居餐飲用品生產及銷售商,
"785	",3558.TW,神準,140,8.53,770,3,76,5.91,0.2,-1.49,4,356,1,0,0,0,0,0,0,0,0.14,13,-9,-21,0,0,0,0,0.2,上櫃通信網路,網通設備,"用戶端設備,網通設備,接取設備,區域網路,網路交換器",神腦轉投資的網路通訊及網路安全設備廠,
"786	",3563.TW,牧德,715,1.13,373,4.95,452,6.4,5.02,5.11,10,45,22,0,0,0,0,0,0,0.28,-0.12,2,5,7,0,-1.1,-1.1,0,0.39,上市光電,PCB相關設備,"PCB相關設備,IC檢測設備,設備儀器商,封測用設備",台灣最大的PCB光學檢測設備供應商,
"787	",3564.TW,其陽,45.15,-0.66,154,4.12,27,5.91,0.15,-0.06,6,0,0,1,0,0,0,0,0,-0.03,-0.32,-5,17,11,0,0,0,0,0.39,上櫃通信網路,資安設備,"用戶端設備,網通設備,資安設備",友通轉投資的網路安全設備廠,
"788	",3567.TW,逸昌,28.8,0.35,80,2.6,10,3.4,0.02,0.07,5,71,7,0,1,0,0,0,0,0,-0.13,-4,-1,-2,0,0,0,0.23,0.16,上櫃半導體,IC測試,"IC測試,IC封裝測試",專注類比與混合訊號IC測試廠,
"789	",3570.TW,大塚,178.5,0.85,15,1.4,30,1.71,0.07,4.49,10,11,91,0,1,0,0,0,0,0.03,-0.21,-22,16,2,0,0,0,0.22,0.11,上櫃資訊服務,軟體通路／代理,"系統整合,軟體業,套裝軟體,軟體通路／代理",工程繪圖CAD/CAM/CAE/CAID軟體代理商,
"790	",3576.TW,聯合再生,17.8,2.01,12084,4.99,284,162.78,3.7,-0.4,3,0,0,0,0,0,0,1,0.15,1.29,-0.2,44,28,-26,0,-3.4,-3.4,0,0.28,上市光電,太陽能電池模組,"太陽能,太陽能電池,太陽能電池模組,太陽能系統運用",台灣太陽能電池模組龍頭,
"791	",3577.TW,泓格,124.5,2.89,426,3.66,77,6.4,0.41,1.82,10,21,48,0,0,0,0,0,0,0.52,-1.46,-14,8,30,0,-0.3,-0.3,0,0.51,上櫃電腦及週邊設備,工業電腦,工業電腦,專攻PAC遠端控制器的IPC廠,
"792	",3580.TW,友威科,98.3,1.97,748,7.61,38,3.95,1.72,-0.76,4,0,0,0,1,0,0,1,0.21,3.13,-0.65,-27,-14,-8,0,-0.6,-0.6,0.7,0.27,上櫃其他電子,設備儀器商,"半導體製程設備,設備儀器商",台灣真空設備與真空濺鍍供應商,
"793	",3581.TW,博磊,153,-5.56,318,9.55,83,5.1,0.64,-0.07,5,121,4,0,0,0,0,0,0,0.04,-0.48,-13,2,17,0,-0.4,-0.4,0,1.47,上櫃半導體,封測用設備,"設備儀器商,封測服務與材料,封測用設備",國內提供封裝測試設備及治具之專業製造商,
"794	",3583.TW,辛耘,858,-2.72,863,3.37,709,8.03,14.85,3.03,10,58,17,1,1,0,0,0,0,-0.05,-1.6,-2,1,9,-0.1,2.5,2.4,1.08,0.29,上市半導體,半導體製程設備,"矽晶圓,半導體製程設備,設備儀器商,IC製造",再生晶圓暨半導體設備廠,
"795	",3587.TW,閎康,305,-0.16,657,6.19,217,7.17,4.28,1.95,8,39,21,1,0,0,0,0,0,-0.1,-0.46,1,27,19,0,-3.1,-3.1,0,0.31,上櫃其他電子,檢測驗證服務,"檢測驗證服務,設備儀器商",以材料分析為主之專業獨立實驗室,
"796	",3588.TW,通嘉,75.9,10,3494,6.18,43,6.2,3.57,0.38,11,75,15,0,1,1,0,0,0,0.16,-0.08,0,22,16,0,0.8,0.8,0.56,0.37,上市半導體,電源管理IC,"IC設計,LED驅動IC,電源管理IC",台灣少數跨AC/DC及DC/DC的電源管理IC設計廠商,
"797	",3591.TW,艾笛森,27.3,-0.91,20183,11.56,40,14.54,3.2,0.01,9,64,14,1,1,0,0,0,0,0.25,-0.14,-7,5,2,0,0.9,0.9,0.41,0.33,上市光電,LED封裝,"LED,LED封裝,LED照明產品",台灣最大高功率LED產品設計製造廠商,
"798	",3592.TW,瑞鼎,280,-1.58,660,4.21,216,7.59,4.51,7.33,4,22,18,0,1,1,0,0,0,-0.01,0.36,-2,18,2,0,-0.1,-0.1,0.35,0.15,上市半導體,LCD驅動IC,"IC設計,LCD驅動IC,手機面板驅動IC",友達集團旗下驅動IC設計公司,
"799	",3593.TW,力銘,15.6,-2.5,50,6.25,9,6.08,0,-1.08,2,0,0,0,0,0,0,0,0,0,-0.01,-9,-45,-47,0,0,0,0,0.2,上市電子零組件,塑膠射出,"機殼,電子零件元件,塑膠射出",台灣塑膠射出成型零組件廠,
"800	",3594.TW,磐儀,49.7,-1.58,490,6.56,48,9.59,0.5,0.03,4,0,0,0,1,0,0,0,0,0.51,-0.27,38,53,41,0,0.1,0.1,0.41,0.21,上櫃電腦及週邊設備,工業電腦,工業電腦,專攻系統產品的工業電腦廠,
"801	",3596.TW,智易,190.5,5.25,2997,6.65,399,22.04,8.42,2.73,5,16,31,0,1,0,0,0,0,0.16,-1.09,2,4,1,2.5,-1.3,1.2,0.24,0.11,上市通信網路,無線網路設備系統(WLAN),"無線網路設備系統(WLAN),網通設備,5G通訊設備,4G通訊設備,視訊轉換相關,消費性電子產品",仁寶集團旗下網通廠,
"802	",3597.TW,映興,26.45,3.52,40,4.23,10,3.92,0.02,0.09,8,67,12,0,0,0,0,0,0,0,-0.43,1,26,9,0,0,0,0,0.16,上櫃電子零組件,連接線材,"電子零件元件,電子元件代理商,電子通路,連接線材",台灣連接元件廠商,
"803	",3605.TW,宏致,76.6,-3.04,1975,5.49,138,17.52,2.25,0.92,11,28,39,1,1,0,0,0,0,-0.1,-0.68,-1,15,12,0,1.8,1.8,0.49,0.24,上市電子零組件,連接器,"連接器,其他電子零件,電子零件元件,連接線材",國內連接器及連接線組、配件製造商,
"804	",3607.TW,谷崧,16.85,1.51,394,2.95,20,12.17,0.13,-0.14,10,0,0,0,0,0,0,0,0,-0.26,-0.02,8,-8,-5,0,0,0,0,0.22,上市電子零組件,塑膠射出,"機殼,電子零件元件,塑膠射出",為3C塑膠零組件製造廠,
"805	",3609.TW,三一東林,26.7,1.33,144,5.8,10,3.84,0.03,-1.5,3,0,0,0,1,0,0,0,0,1.35,0.26,43,19,-27,0,0,0,0.49,0.19,上櫃電子零組件,其他電子零件,"汽車銷售,汽車服務相關,其他電子零件,電子零件元件",從事電光源驅動元件製造及汽車改裝銷售業務,
"806	",3611.TW,鼎翰,194,-0.26,22,0.77,92,4.76,0.06,5.5,6,11,55,0,1,0,0,0,0,0.1,-0.41,7,7,-1,0,0.1,0.1,0.07,0.03,上櫃電腦及週邊設備,印表機,"週邊產品,印表機,印表機耗材",台半轉投資的條碼印表機製造廠,
"807	",3615.TW,安可,57,1.6,7613,17.73,38,6.85,9.44,-0.16,11,0,0,0,1,1,0,0,0,0.68,-0.7,-10,-32,-24,0,0.4,0.4,1.41,0.37,上櫃光電,導電玻璃,"合成橡膠,橡膠工業,面板零組件,導電玻璃",錸德轉投資的ITO導電玻璃專業鍍膜廠,
"808	",3617.TW,碩天,212,-0.7,260,1.88,202,9.48,0.57,4.13,12,14,86,1,1,0,0,0,0,0.01,-0.19,6,21,5,0,0.1,0.1,0.38,0.13,上市其他電子,UPS,"UPS,電子零件元件,週邊產品",北美地區UPS市場前三大品牌之一,
"809	",3622.TW,洋華,56.4,-0.35,307,1.42,86,15.13,0.15,0.13,0,30,0,0,0,0,0,0,0,-0.03,-0.07,0,-1,2,0,0,0,0,0.14,上市光電,觸控面板,"面板業,觸控面板,電線電纜,電纜連接件及配件",台灣中小尺寸觸控面板廠,
"810	",3623.TW,富晶通,25.1,-1.95,324,12.66,7,2.92,0.18,-0.42,12,0,0,0,1,0,0,0,0,0.02,0.11,-35,-43,-7,0,0,0,0.25,0.18,上櫃光電,觸控面板,"面板業,觸控面板",中環與富士通合資之觸控面板廠,
"811	",3624.TW,光頡,147.5,-7.23,4084,10.76,187,11.73,32.68,0.7,12,70,17,0,1,1,0,1,0,1.8,-0.01,3,31,21,0.8,0.8,1.6,2.96,0,上櫃電子零組件,晶片電阻,"被動元件,晶片電阻,電阻",利基型薄膜電阻廠,
"812	",3625.TW,西勝,16.25,1.56,684,5.35,18,11.42,0.07,-0.6,14,0,0,0,0,0,0,0,0,0.13,-0.23,40,6,0,0,0,0,0,0.12,上櫃電腦及週邊設備,消費用電池,"工業用電池,消費用電池,電池",筆電電池模組及充電器供應商,
"813	",3628.TW,盈正,70.8,-1.67,220,6.47,32,4.5,0.2,0,6,79,8,0,1,0,0,0,0,0,-0.49,6,6,13,0,0,0,0.31,0.18,上櫃其他電子,UPS,"UPS,電子零件元件,配電工程,電力設備",UPS設備製造商兼專案工程商,
"814	",3629.TW,地心引力,16.65,0.3,1,0,5,3.3,0,-0.22,6,0,0,0,0,0,0,0,0,0,0,-91,1328,23154,0,0,0,0,0.25,上櫃文化創意,廣告,"傳播事業,行銷",主要從事整合行銷公關服務,
"815	",3630.TW,新鉅科,32.3,-1.82,2141,5.35,67,20.42,1.01,-0.69,9,0,0,0,1,0,0,0,0,0.05,3.31,-11,6,15,0,0.2,0.2,0.49,0.3,上櫃光電,光學鏡片／頭,"光學鏡片/頭,光學元件",台灣感測鏡頭供應商,
"816	",3631.TW,晟楠,34.6,2.22,82,3.81,28,8.18,0.02,-0.33,6,0,0,0,0,0,0,0,0,0.05,0.22,114,83,11,0,0,0,0,0.19,上櫃電子零組件,金、錫凸塊,"金、錫凸塊,封測服務與材料",錫條、錫絲、錫膏及鉛助焊劑供應商,
"817	",3632.TW,研勤,7.98,1.01,14,1.13,3,4.09,0,-0.02,6,20,30,0,0,0,0,0,0,0,-0.12,32,54,10,0,0,0,0,0.23,上櫃通信網路,行車紀錄器,"車用電子,行車紀錄器,旅宿／餐飲,餐飲",以PAPAGO為品牌之行車紀錄器及導航軟體廠商,
"818	",3645.TW,達邁,94.3,2.39,1654,5.2,126,13.68,1.85,0.67,13,42,31,0,0,0,0,0,0,-0.55,-0.23,-5,0,4,0,0.4,0.4,0,0.42,上市電子零組件,軟板PI,"印刷電路板相關,軟板PI",全球第四大聚醯亞胺薄膜生產廠商,
"819	",3646.TW,艾恩特,23.4,0.43,33,2.57,9,3.93,0.01,-0.01,10,0,0,0,0,0,0,0,0,0.03,-0.05,1,15,7,0,0,0,0,0.09,上櫃電子零組件,連接器,"連接器,電子零件元件,連接線材",台灣工業及汽車用連接器製造廠,
"820	",3652.TW,精聯,40.85,0.25,328,8.43,31,7.51,2.24,0.74,7,29,24,0,1,0,0,0,0,-0.01,-1.57,-3,42,21,0,-0.1,-0.1,0.63,0.38,上市電腦及週邊設備,掌上型工業電腦,"工業電腦,自動資料收集產品,掌上型工業電腦,條碼掃描器",台灣條碼識別與自動資料收集設備(AIDC)領導品牌,
"821	",3653.TW,健策,3640,-5.21,2005,4.3,5635,14.67,39.8,13.04,5,106,5,0,0,0,0,0,0,0.67,-7.64,0,38,20,-6.9,1.2,-5.7,0,0.24,上市電子零組件,其他散熱零件,"散熱模組,導線架,封測服務與材料,其他散熱零件",台灣均熱片兼LED導線架供應商,
"822	",3661.TW,世芯-KY,4330,-1.03,1139,7.17,3471,8.21,97.91,20.6,3,88,3,0,1,0,0,0,0,-0.41,-0.49,-9,-33,-50,-7.3,-20.6,-27.9,0.9,0.31,上市半導體,ASIC,"IC設計,設計IP,ASIC",全球ASIC及設計IP業者,
"823	",3663.TW,鑫科,81.4,-1.81,1807,6.28,90,10.85,2.41,-0.23,14,43,33,0,1,0,0,0,0,-0.21,-0.33,9,-14,55,0,-0.1,-0.1,0.48,0.45,上櫃其他電子,其他半導體耗材,"傳產其他,回收焚化／掩埋清運,其他半導體耗材,IC製造",屬中鋼集團之台灣前兩大濺鍍靶材廠,
"824	",3664.TW,安瑞-KY,7.5,0,32,15.77,5,7.19,0,-2.95,7,0,0,0,0,0,0,0,0,0,-0.09,59,13,-49,0,0,0,0,0.37,上櫃通信網路,資安設備,"用戶端設備,網通設備,資安設備,資訊安全,系統整合,軟體業",光聚晶電旗下雲端ADC設備廠,
"825	",3665.TW,貿聯-KY,2005,0.25,3244,2.26,3902,19.51,39.12,12.95,4,42,10,0,0,0,0,0,0,-0.42,5.63,0,41,28,51.6,-105.1,-53.5,0,0.23,上市其他電子,連接線材,"連接器,電子零件元件,連接線材,電線電纜,電子線",Tesla電池線束主力供應商,
"826	",3666.TW,光耀,25.2,0.2,92,1.77,35,13.89,0.01,-0.93,4,0,0,0,0,0,0,0,0,0.01,-0.16,26,64,-15,0,0,0,0,0.21,上櫃光電,光學膜,"面板零組件,光學膜",為光群雷轉投資之聚光片廠,
"827	",3669.TW,圓展,35.1,0.29,158,3.07,33,9.29,0.05,0.77,3,14,21,0,0,0,0,0,0,-0.03,0.25,-6,-6,15,0,0,0,0,0.27,上市通信網路,視訊會議產品,"消費性電子產品,視訊會議產品",圓剛轉投資之視訊會議與教學簡報系統供應商,
"828	",3672.TW,康聯訊,12.25,-6.13,202,2.94,5,4.08,0.07,-0.82,6,0,0,0,1,0,0,0,0,0,-0.18,-43,88,-15,0,0,0,0.26,0.18,上櫃通信網路,光纖設備,"光通訊,光纖設備",台灣光纖網路設備製造商,
"829	",3673.TW,TPK-KY,83.6,1.7,21862,11.41,334,40.67,20.71,-1.75,11,0,0,0,1,0,0,1,1.53,1.05,-1.61,-10,-3,17,0,-10.6,-10.6,1.27,0.26,上市光電,觸控面板,"面板業,面板零組件,導電玻璃,觸控面板",全球最大玻璃投射電容觸控模組廠,
"830	",3675.TW,德微,413,-7.3,5899,4.94,236,5.31,44.57,1.41,11,73,15,0,1,1,0,0,0,-1.07,1.42,5,24,14,0,-1.1,-1.1,1.47,0.56,上櫃半導體,二極體,"矽晶圓,IC製造,分離式元件,二極體,電晶體",台灣整流二極體供應商,
"831	",3679.TW,新至陞,110.5,-0.45,41,0.91,70,6.3,0.06,1.95,3,14,21,0,0,0,0,0,0,0,-0.04,-3,-14,-13,0,0,0,0,0.1,上市電子零組件,塑膠射出,"機殼,電子零件元件,塑膠射出",為塑膠模具設計及射出廠商,
"832	",3680.TW,家登,511,-4.84,1522,3.84,516,9.61,8,2.78,8,56,14,1,1,0,0,0,0,0.22,0.45,-24,16,19,0,2.2,2.2,0.65,0.31,上櫃半導體,半導體製程設備,"半導體製程設備,設備儀器商",全球第一大半導體光罩載具廠,
"833	",3684.TW,榮昌,56.9,-0.87,66,3.16,17,3.03,0.04,0.63,5,21,24,1,1,0,0,0,0,0.01,-0.25,8,21,11,0,0,0,0.15,0.12,上櫃通信網路,無線網路設備系統(WLAN),"電子零件元件,用戶端設備,無線網路設備系統(WLAN),網通設備,連接線材",高頻連接線及無線通訊整合次系統廠商,
"834	",3685.TW,元創精密,29.75,-4.65,306,5.28,25,7.96,0.19,0.02,6,23,26,0,1,0,0,0,0,0.04,0.06,-47,6,46,0,0,0,0.26,0.15,上櫃電機機械,汽機車零組件,汽機車零組件,車用導光板及沖焊零件供應商,
"835	",3686.TW,達能,17.35,-0.29,360,2.92,13,7.65,0.04,-0.11,5,0,0,0,1,0,0,0,0,0,-0.16,338,28,10,0,0,0,0.18,0.14,上市半導體,太陽能系統運用,"IC零組件通路商,電子通路,太陽能,太陽能系統運用",轉型發展太陽能EPC業務、記憶體通路,
"836	",3687.TW,歐買尬,77.2,0.26,123,2.95,23,3.01,0.13,1.57,8,9,89,1,1,0,0,0,0,-0.08,-0.12,3,16,13,0,0,0,0.38,0.11,上櫃數位雲端,電子支付,"文化創意產業,電子支付,軟體業,PC遊戲,遊戲產業,手機遊戲",第三方金流服務及遊戲代理商,
"837	",3689.TW,湧德,118,0,1113,3.32,105,8.94,1.94,2.65,9,15,60,1,0,0,0,0,0,-0.64,0.14,-15,20,31,0,-0.1,-0.1,0,0.32,上櫃電子零組件,連接器,"連接器,電子零件元件",主要生產DT、網通及消費電子用連接器,
"838	",3691.TW,碩禾,154,0,981,6.79,141,9.19,3.75,0.94,10,16,63,1,1,0,0,0,0,-1.07,1.31,-11,131,165,0,-0.3,-0.3,0.75,0.18,上櫃光電,太陽能導電漿,"太陽能,太陽能導電漿",國碩轉投資太陽能導電漿大廠,
"839	",3693.TW,營邦,504,1.61,291,3.7,213,4.3,3.26,-0.65,5,322,2,0,0,0,0,0,0,-1.71,-0.27,-8,25,-19,0,-0.8,-0.8,0,0.38,上櫃電腦及週邊設備,伺服器機殼,"伺服器機殼,電子零件元件,準系統,電腦系統業",台灣伺服器機箱兼系統平台服務商,
"840	",3694.TW,海華,59.6,-1.32,1099,3.39,94,15.49,0.63,0.9,8,18,44,0,0,0,0,0,0,0.1,-0.31,10,-9,11,0,0.2,0.2,0,0.25,上市通信網路,通訊設備零組件,"網通設備,通訊設備零組件,光學鏡片/頭,光學元件",和碩旗下無線通訊模組廠,
"841	",3701.TW,大眾控,47.7,0.32,793,4.96,112,23.67,0.63,-0.99,4,0,0,0,0,0,0,0,0,-0.2,-0.23,-18,-32,-30,0,0,0,0,0.32,上市電腦及週邊設備,控股公司,"控股公司,車用電子,平板電腦,消費性電子產品,工業電腦,電子製造服務,電腦系統業",轉投資製造工程、設計製造及系統整合等產業,
"842	",3702.TW,大聯大,106.5,-1.39,3673,4.44,1813,169.33,7.11,6.34,9,6,150,1,1,0,0,0,0,-0.38,1.93,8,83,40,-0.5,2.5,2,0.45,0.22,上市電子通路,IC零組件通路商,"控股公司,IC零組件通路商,電子通路",全球暨亞太區第一大的半導體零組件通路商,
"843	",3703.TW,欣陸,21.25,-0.47,749,1.4,176,82.32,0.3,0.01,4,14,29,0,1,0,0,0,0,0.09,-0.32,23,3,-10,0,-0.4,-0.4,0.13,0.05,上市建材營造,基礎建設,"控股公司,營建,住宅建設,基礎建設,地產,營造工程,環保工程",由大陸建設換股成立之建設、營造控股公司,
"844	",3704.TW,合勤控,48.6,-2.21,3673,5.36,206,41.54,3.85,0.38,8,42,19,0,1,1,0,0,0,0.43,-0.52,-16,31,7,0,0.7,0.7,0.59,0.16,上市通信網路,網通設備,"控股公司,用戶端設備,無線網路設備系統(WLAN),網通設備,電信設備,接取設備,區域網路,光通訊,光纖設備",兼營品牌「ZyXEL」與代工業務之網通設備廠,
"845	",3705.TW,永信,54.1,0.19,543,0.88,152,26.64,0.4,0.59,4,17,24,0,1,0,0,0,0,0.04,-0.33,-5,-3,-10,0,-0.1,-0.1,0.06,0.02,上市生技醫療,西藥製劑,"醫藥產業,生物科技,西藥製劑,學名藥,動物用藥,食品生技,獸醫相關,控股公司",台灣人用學名藥與動物用藥之龍頭企業,
"846	",3706.TW,神達,86.7,1.4,11140,3.32,1135,132.72,11.47,0.88,4,26,15,0,0,0,0,0,0,-1.3,1.48,17,49,37,0.4,-5.5,-5.1,0,0.24,上市電腦及週邊設備,伺服器,"控股公司,車用電子,行車紀錄器,伺服器,網通設備,衛星導航,工業電腦,AI伺服器,電腦系統業",控股子公司從事伺服器、車用電子、工業電腦等業務,
"847	",3707.TW,漢磊,90.5,-9.95,33152,7.21,399,39.68,46.32,-0.42,10,0,0,1,1,1,0,0,0,0.63,0.28,1,28,24,0,19,19,1.09,0.46,上櫃半導體,磊晶,"晶圓代工,第三類半導體,磊晶,IC製造",中小型晶圓代工與磊晶供應商,
"848	",3708.TW,上緯投控,114.5,0,356,1.73,105,9.23,0.74,-3.11,3,0,0,1,0,0,0,0,0,-0.42,0.47,22,71,-14,0,-0.3,-0.3,0,0.24,上市綠能環保,合成樹脂,"合成樹脂,化學工業,傳產其他,複合材料",全球第二、亞洲最大環保耐蝕樹脂商,
"849	",3709.TW,鑫聯大投控,74,2.07,510,3.75,106,14.56,0.55,3.32,10,6,167,0,0,0,0,0,0,0.33,0.06,-23,2,21,0,-0.2,-0.2,0,0.28,上櫃電腦及週邊設備,電腦通路商,"控股公司,電腦通路商,電子通路",大聯大旗下，經營3C通路及室內樂園,
"850	",3710.TW,連展投控,6.09,0.33,325,3.23,17,28.73,0.03,-0.35,6,0,0,0,0,0,0,0,0,0.26,-0.19,7,18,8,0,0,0,0,0.18,上櫃電子零組件,連接器,"控股公司,連接器,電子零件元件,網通設備,天線,光通訊,連接線材,光纖主動元件,光纖被動元件,車用充電相關,電力設備",控股公司，運營連接器及通訊零件等業務,
"851	",3711.TW,日月光投控,653,-1.36,34575,5.64,29531,447.06,301.5,3.6,7,52,13,0,1,1,0,0,0,0.01,-1.2,1,29,20,-138.7,263.7,125,1.01,0.34,上市半導體,IC封裝,"IC封裝,IC測試,IC封裝測試,電子製造服務,電腦系統業",全球封測龍頭,
"852	",3712.TW,永崴投控,17.95,0,530,3.05,44,24.62,0.1,-4.77,6,1,600,0,0,0,0,0,0,0.17,-0.33,-21,11,-14,0,0.1,0.1,0,0.17,上市電腦及週邊設備,控股公司,控股公司,轉投資業務包含能源服務、影像掃描器、3C零售等,
