符合條件商品
資料日期：2026年  6月 25日
策略,	.常用
283	,"2235.TW","謚源","30.45","0.66","6","0.17","11","3.59","0","-0.07","10","1350","1","0","0","0","0","0","0","0.08","-0.22","-3","62","9","0","-0","0","0","0.1","上櫃電機機械","車用冷卻系統","汽機車零組件,汽車空調,汽車內裝,車用冷卻系統",為車用水箱風扇製造商，堤維西為其最大股東
284	,"2236.TW","百達-KY","135.5","0","119","1.85","84","6.33","0.17","-0.42","11","29","38","1","1","0","0","0","0","0.9","-0.04","12","27","17","0","-0.1","-0.1","0.32","0.16","上市汽車","汽機車零組件","汽機車零組件",全球唯二汽車零組件一條龍之新加坡商
285	,"2239.TW","英利-KY","22.5","1.58","95","2.47","26","11.77","0.01","-3.39","6","0","0","0","0","0","0","0","0","0.18","0.11","-27","-11","-10","0","-0","0","0","0.16","上市汽車","汽機車零組件","汽機車零組件,車用金屬成型,車用沖壓件",台商企業，為大陸整車廠提供汽車結構件
286	,"2241.TW","艾姆勒","45.8","-3.78","2385","3.88","50","10.46","1.11","-0.43","6","0","0","0","1","0","0","1","0.81","1.87","-1.51","-35","40","35","0","-0.6","-0.6","1.04","0","上市汽車","汽機車零組件","汽機車零組件",主要生產電動車及油電混合車的逆變器散熱產品
287	,"2243.TW","宏旭-KY","55.5","8.82","673","10.31","35","7.74","0.36","0.02","6","18","33","0","1","0","0","1","0.57","3.45","-1.97","-1","17","108","-0","-0","-0","1.79","0","上市汽車","汽機車零組件","汽機車零組件",大陸台資第一大、行業前五大的車身模具廠
288	,"2247.TW","汎德永業","235.5","0.43","44","0.85","189","8.07","0.08","0.51","6","27","22","1","1","0","0","0","0","-0.49","-0.76","10","-24","-30","0","0","0","0.19","0","上市汽車","汽車銷售","汽車銷售,汽車服務相關",豪華進口車代理商
289	,"2250.TW","IKKA-KY","62.2","2.47","262","1.31","22","3.64","0.02","-0.28","6","40","15","0","0","0","0","0","0","-0.02","0.41","-17","-15","-9","0","-0","0","0","0.12","上市汽車","汽機車零組件","汽機車零組件,家電零組件,家電",能率集團旗下，日本車用沖壓件OEM廠商
290	,"2301.TW","光寶科","215","-0.69","35806","5.59","5014","231.61","74.78","1.31","2","42","5","0","1","0","0","0","0","-0.77","4.14","4","30","23","-27.6","30.8","3.2","0.85","0","上市電腦及週邊設備","電源供應器","車用電子,車用鋰電池,LED,LED封裝,LED照明產品,電源供應器,無線充電,機殼,電子其他,電子零件元件,鍵盤,光碟機／燒錄機,無線網路設備系統(WLAN),網通設備,事務機器,電池,週邊產品,光通訊,太陽能,PV Inverter,電腦系統業,光纖被動元件",台灣電源供應器大廠
291	,"2302.TW","麗正","48","-4.38","17280","11.39","83","16.63","5.47","0.06","9","0","0","0","1","0","0","0","0","0.37","1.2","-12","22","17","0","1","1","1.95","0","上市半導體","二極體","分離式元件,二極體,電晶體",台灣整流二極體廠商
292	,"2303.TW","聯電","178.5","0.28","397685","11.76","22387","1257.7","994.57","0.52","9","52","17","0","1","1","0","0","0","0.54","-1.63","1","18","9","-74.1","40.8","-33.3","2.39","0","上市半導體","晶圓代工","晶圓代工,IC製造",全球前十大晶圓代工廠之一
293	,"2305.TW","全友","37.8","-2.83","2108","8.49","80","20.57","1.22","0.1","8","443","2","0","1","1","0","0","0","0.03","3.82","-3","98","66","-0","0.1","0.1","1.59","0","上市電腦及週邊設備","掃瞄器","診斷與監測用醫材,醫學影像裝置,掃瞄器,設備儀器商,量測儀器,週邊產品",光罩持股，經營工業用、醫療等數位掃描器
294	,"2308.TW","台達電","1980","-1","13676","3.85","51951","259.75","477.36","9.9","9","61","15","0","0","0","0","0","0","-0.3","3.36","0","44","38","-119.2","-77.6","-196.8","0","0.31","上市電子零組件","電源供應器","UPS,車用電子,車用鋰電池,LED,LED照明產品,電源供應器,變壓器,無線充電,被動元件,晶片電阻,電感,其他電子零件,散熱風扇馬達,電子零件元件,散熱模組,顯示器,投影機,網通設備,系統整合,軟體業,雲端科技,Internet技術與基礎設施,電池,太陽能,PV Inverter,車用充電相關,機器人,充電樁,電力設備",全球最大的交換式電源供應器廠商
295	,"2312.TW","金寶","36.4","-4.21","114832","8.83","572","150.58","56.96","-0.02","8","22","36","0","1","0","0","0","0","-0.87","0.19","2","-8","-12","0","-0.8","-0.8","1.06","0","上市其他電子","電子製造服務","車用電子,桌上型電腦,筆記型電腦製造,網通設備,手機,手機製造,視訊轉換相關,消費性電子產品,週邊產品,印表機,工業電腦,硬碟相關,POS機系統,穿戴式裝置,電子製造服務,電腦系統業,家電",金寶集團旗下消費性電子代工廠
296	,"2313.TW","華通","233","-2.92","27816","4.12","2961","123.38","83.88","1.12","8","42","19","0","0","0","0","0","0","-1.92","4.64","7","13","12","-3.8","-46.1","-49.9","0","0.24","上市電子零組件","印刷電路板","軟板,印刷電路板,印刷電路板相關,HDI板",全球HDI板龍頭公司
297	,"2314.TW","台揚","14.05","-1.75","145","1.07","15","10.61","0.03","-1.4","6","0","0","0","0","0","0","0","0","-0.2","-0.02","-44","4","51","0","0","0","0","0.21","上市通信網路","衛星通訊設備","網通設備,衛星通訊設備,小型衛星地面站,低雜訊降頻器",鴻海轉投資衛星、微波通訊設備製造商
298	,"2316.TW","楠梓電","234.5","6.35","4063","7.82","403","18.27","23.72","-2.28","6","0","0","0","1","0","0","1","1.08","3.16","-3.42","-11","39","32","0.4","1.3","1.7","1.68","0","上市電子零組件","印刷電路板","印刷電路板,印刷電路板相關,電子製造服務,電腦系統業",台灣PCB大廠，並轉投資於深交所掛牌之滬電股份
299	,"2317.TW","鴻海","257.5","0.59","42501","2.31","35849","1402.86","163.8","3.86","9","15","60","0","1","0","0","0","0","-0.06","0.31","3","40","32","2","-151.7","-149.7","0.66","0.23","上市其他電子","電子製造服務","電動車,車輛整車,車用電子,連接器,電子零件元件,桌上型電腦,伺服器,筆記型電腦製造,顯示器,網通設備,衛星通訊設備,手機,手機製造,雲端科技,Internet技術與基礎設施,視訊轉換相關,遊戲機,平板電腦,語音助理,消費性電子產品,週邊產品,印表機,AI伺服器,ASIC伺服器,電子書閱讀器,穿戴式裝置,電子製造服務,遊戲產業,電腦系統業,家電,液晶電視,機器人",全球最大EMS電子專業代工廠
300	,"2321.TW","東訊","13.9","0","4","0","2","3.03","0","-0.37","7","38","18","0","0","0","0","0","0","0.04","-0.1","9","-3","0","0","0","0","0","0","上市通信網路","網通設備","電話/傳真機,網通設備,消費性電子產品,智慧電網相關,電力設備",東元集團旗下台灣最大總機系統供應商
301	,"2323.TW","中環","11.45","-2.14","7529","5.73","127","108.93","1.14","-0.35","8","0","0","0","1","0","0","0","0","0.47","-0.31","6","17","13","0","0.2","0.2","0.36","0","上市光電","光碟片","非揮發性記憶體,光碟片,IC製造,週邊產品",全球前三大光碟片製造商之一
302	,"2324.TW","仁寶","36.85","-2.77","65609","6.02","1670","440.71","33.44","0.67","9","21","43","0","1","0","0","0","0","-0.15","-0.01","-2","22","8","-3.4","-10.8","-14.2","0.79","0","上市電腦及週邊設備","筆記型電腦製造","車用電子,伺服器,筆記型電腦製造,顯示器,網通設備,手機,手機製造,智慧型手機,平板電腦,消費性電子產品,AI伺服器,穿戴式裝置,電子製造服務,電腦系統業,家電,液晶電視",全球前五大NB代工廠
303	,"2327.TW","國巨*","1125","7.14","60946","8.82","21750","51.47","506.6","4.29","9","74","12","0","1","0","0","0","0","0.41","-0.97","7","47","27","40.5","-47.9","-7.4","3.52","0","上市電子零組件","晶片電阻","被動元件,MLCC,晶片電阻,電容,電感,鉭質電解電容",全球被動元件供應商，亦為全球晶片電阻大廠
304	,"2328.TW","廣宇","50.6","-1.17","3525","3.48","265","51.83","2.18","-0.39","5","0","0","0","0","0","0","0","0","0.01","-0.4","-2","1","-19","0","0.1","0.1","0","0.27","上市電子零組件","連接器","連接器,電子零件元件,連接線材,電子製造服務,電腦系統業",鴻海旗下電子零件代工、PCB及連接器廠
305	,"2329.TW","華泰","56.9","1.43","9869","4.49","370","65.89","3.09","0.32","6","46","13","1","1","0","0","0","0","0.41","-0.65","3","4","12","0","-0.1","-0.1","0.28","0.16","上市半導體","IC封裝","IC封裝,IC測試,IC封裝測試,電子製造服務,電腦系統業",半導體封測及EMS廠
306	,"2330.TW","台積電","2390","0","36950","2.21","619784","2593.24","1625.06","22.75","12","28","43","0","1","0","0","0","0","0.02","-0.41","2","30","30","14.9","-640.9","-626","0.39","0","上市半導體","晶圓代工","晶圓代工,IC製造",全球第一大晶圓代工廠
307	,"2331.TW","精英","21.45","-1.38","3842","5.16","121","55.74","1.21","-0.38","5","0","0","0","0","0","0","0","0","0.16","-0.6","-19","-17","19","-0","-0.4","-0.4","0","0","上市電腦及週邊設備","主機板","桌上型電腦,筆記型電腦製造,主機板,平板電腦,消費性電子產品,繪圖卡,電腦系統業",大同轉投資主機板及電腦產品專業代工廠
308	,"2332.TW","友訊","18.1","-1.9","8061","4.36","111","60.22","1.92","-0.35","7","0","0","0","1","0","0","1","0.45","1.2","-0.55","-1","13","8","0","-2","-2","0.55","0","上市通信網路","無線網路設備系統(WLAN)","用戶端設備,無線網路設備系統(WLAN),網通設備,資安設備,網路交換器,工業電腦,安全監控",以D-Link品牌行銷網通設備之全球領導廠商
309	,"2337.TW","旺宏","161.5","-6.1","162863","4.65","3408","198.18","193.75","1.4","11","52","21","1","1","0","0","0","0","0.03","-0.98","6","176","111","1.2","23.1","24.3","0.63","0","上市半導體","非揮發性記憶體","非揮發性記憶體,IC製造",全球非揮發性記憶體整合元件領導廠
310	,"2338.TW","光罩","50.2","-2.71","2927","3.4","189","36.68","1.79","-0.3","10","954","1","1","0","0","0","1","0.4","1.28","-0.51","6","-8","-6","0","0.4","0.4","0","0","上市半導體","光罩","光罩,IC製造",光聚晶電旗下專業光罩廠
311	,"2340.TW","台亞","39.2","-6.67","13601","6.89","159","43.86","6.99","-1.06","6","0","0","0","1","0","0","0","0","0.99","-0.54","28","6","-1","0","3.1","3.1","0.76","0","上市半導體","LED晶粒","LED,LED晶粒,LED照明產品,分離式元件,二極體,電晶體",日亞化轉投資感測元件與LED發光元件公司
312	,"2342.TW","茂矽","53.2","-2.92","3659","3.68","86","15.75","3.31","-0.23","7","0","0","0","1","0","0","1","0.03","2.9","-0.09","1","-3","-8","0","-1.4","-1.4","1.28","0","上市半導體","晶圓代工","晶圓代工,IC製造",功率元件及電源管理IC之晶圓代工廠
313	,"2344.TW","華邦電","219.5","7.07","227329","7.57","9225","450","524.52","3.37","13","23","57","0","1","0","0","1","3.88","2.85","-11.07","4","182","129","248.2","-369","-120.8","1.79","0","上市半導體","非揮發性記憶體","非揮發性記憶體,DRAM,IC製造",專注於利基型DRAM與NOR Flash市場
314	,"2345.TW","智邦","2380","0.21","4634","4.31","13327","56.11","72.27","16.65","5","41","12","0","1","0","0","0","0","0.16","-2.78","5","57","60","-2.7","3.3","0.6","0.7","0","上市通信網路","網路交換器","用戶端設備,網通設備,網路交換器",以網路交換器為主產品的網通設備代工大廠
315	,"2347.TW","聯強","95","2.93","8057","3.22","1540","166.79","4.51","2.49","5","15","33","0","1","0","0","0","0","0.09","-0.69","18","129","65","-5.8","4","-1.8","0.25","0","上市電子通路","電腦通路商","電腦通路商,手機零售通路商,IC零組件通路商,電子元件代理商,電子通路",亞太最大、全球前三大3C產品通路商
316	,"2348.TW","海悅","71.1","0","219","1.82","108","15.19","0.29","-1.94","0","16","0","0","0","0","0","0","0","-0.74","0.67","22","-55","-43","0","-0.3","-0.3","0","0","上市其他","房屋代銷","營建,房屋代銷,地產",台灣房屋代銷龍頭業者
317	,"2349.TW","錸德","13.4","-1.47","3190","3.31","94","69.37","0.43","0.11","5","55","9","0","0","0","0","0","0","0.24","-0.17","-1","-2","-3","0","0.2","0.2","0","0","上市光電","光碟片","光碟片,週邊產品,記憶卡,儲存設備,硬碟相關",全球前三大光碟片製造商之一
318	,"2351.TW","順德","209","-3.91","24332","10.35","396","19.28","24.93","1.47","12","46","26","1","1","0","0","0","0","0.09","-0.57","-2","37","19","1.5","-3.5","-2","1.32","0","上市半導體","導線架","傳產其他,文具,導線架,封測服務與材料",全球導線架前五大供應商之一
319	,"2352.TW","佳世達","30.5","-0.33","5291","3.54","484","158.05","2.34","0.14","6","33","18","0","1","0","0","0","0","0.11","-0.57","3","-2","1","-0","-0","-0","0.54","0","上市電腦及週邊設備","LCD顯示器","醫療服務,醫療耗材,診斷與監測用醫材,醫學影像裝置,其他醫療器材,掃瞄器,顯示器,LCD顯示器,網通設備,週邊產品,工業電腦,安全監控,電子製造服務,電腦系統業",LCD顯示器及投影機大廠
320	,"2353.TW","宏碁","33.8","-1.17","24558","4.34","1042","304.79","11.51","0.58","4","69","6","0","0","0","0","0","0","-1.7","1.38","-16","37","31","-0.2","4.3","4.1","0","0","上市電腦及週邊設備","筆記型電腦","桌上型電腦,伺服器,筆記型電腦,顯示器,投影機,平板電腦,消費性電子產品,週邊產品,AI伺服器,電競筆電,教育筆電,電競週邊,電腦系統業",全球前五大NB品牌廠
321	,"2354.TW","鴻準","57.4","-1.03","4690","4.59","820","141.45","5.23","-0.47","5","233","2","0","0","0","0","0","0","0.13","-0.25","34","-41","-30","0","-1.5","-1.5","0","0.18","上市其他電子","鎂鋁合金","電子零件元件,散熱模組,鎂鋁合金,電子製造服務,筆記型電腦用散熱模組,電腦系統業",鴻海旗下散熱模組及鋁鎂合金廠
322	,"2355.TW","敬鵬","55","-1.61","4715","4.1","222","39.75","3.5","0.22","8","46","17","0","0","0","0","0","0","-1.82","4.16","8","12","5","-0","-0","-0","0","0.23","上市電子零組件","印刷電路板","印刷電路板,印刷電路板相關",全球車用PCB龍頭廠
323	,"2356.TW","英業達","66.7","0.45","21192","4.69","2382","358.75","16.9","1.54","12","22","55","0","1","0","0","0","0","-0.25","0.01","-2","35","31","-2","-2.5","-4.5","1.19","0","上市電腦及週邊設備","筆記型電腦製造","伺服器,筆記型電腦製造,AI伺服器,電子製造服務,電腦系統業",全球前五大NB代工廠
324	,"2357.TW","華碩","748","-2.98","6102","2.42","5727","74.28","39.78","12.91","6","16","38","0","1","0","0","0","0","-0.02","1.29","-16","9","35","-0.6","-22.1","-22.7","0.77","0","上市電腦及週邊設備","筆記型電腦","桌上型電腦,筆記型電腦,手機,主機板,智慧型手機,週邊產品,AI伺服器,繪圖卡,穿戴式裝置,智慧手錶,電競筆電,教育筆電,電競週邊,電腦系統業",全球最大自有品牌主機板兼NB廠
325	,"2359.TW","所羅門","133.5","-2.55","1753","3.2","235","17.15","3.59","-0.16","6","0","0","0","1","0","0","0","0","-0.75","-0.32","47","67","-3","0","0.6","0.6","0.47","0.2","上市其他電子","電子元件代理商","面板業,LCM,電子元件代理商,電子通路,軟體業,電機,自動化設備,機器人,協作機器人,產業機械,電力設備",電子零組件專業代理商
326	,"2360.TW","致茂","2185","1.16","1593","6.18","9185","42.52","66.34","11.12","8","63","13","0","1","0","0","0","0","-0.13","3.89","-7","133","94","-29.9","30.5","0.6","0.8","0.3","上市其他電子","量測儀器","半導體製程設備,設備儀器商,量測儀器",全球知名的自動測試設備品牌大廠
327	,"2362.TW","藍天","43.75","-0.79","2036","2.06","287","62.23","0.79","0.52","6","28","21","0","1","0","0","0","0","-0.36","-0.35","27","10","15","0","-0.1","-0.1","0.4","0","上市電腦及週邊設備","筆記型電腦製造","資產股,筆記型電腦製造,電腦系統業,地產,物業投資發展",筆電製造商，並轉投資大陸最大IT賣場百腦匯
328	,"2363.TW","矽統","76.1","9.97","74311","10.32","356","51.5","24.1","-0.06","11","173","6","0","1","0","0","0","0","0","-0.4","1","89","108","0","3.6","3.6","0.55","0","上市半導體","觸控IC","繪圖IC,IC設計,觸控IC,MEMS",轉型為觸控IC設計廠商
329	,"2364.TW","倫飛","67","-0.45","191","1.64","35","5.24","0.08","1.29","7","29","24","0","0","0","0","0","0","0","-0.14","-8","3","4","0","-0","0","0","0.26","上市電腦及週邊設備","強固電腦","工業電腦,強固電腦,電腦系統業",主攻軍工規格NB廠商
330	,"2365.TW","昆盈","32.9","-2.08","2414","2.09","74","22.15","0.38","0.02","12","162","7","0","0","0","0","0","0","-0.47","-0.23","-10","26","10","0","0.2","0.2","0","0.23","上市電腦及週邊設備","滑鼠","車用電子,行車紀錄器,滑鼠,鍵盤,週邊產品,電競週邊",「Genius」電腦週邊產品商
331	,"2367.TW","燿華","56.8","-2.74","11477","4.3","412","70.63","8.71","-0.43","6","0","0","0","0","0","0","0","0","-0.77","-0.36","28","16","-8","0","0.1","0.1","0","0.22","上市電子零組件","印刷電路板","印刷電路板,印刷電路板相關",台灣前三大手機印刷電路板廠之一
332	,"2368.TW","金像電","1240","-1.2","5887","5.14","6489","52.11","86.89","9.25","10","44","23","1","1","0","0","0","0","0.03","3.63","20","87","67","-54.6","-7.7","-62.3","0.72","0.31","上市電子零組件","印刷電路板","印刷電路板,印刷電路板相關,HDI板",全球最大伺服器用板製造商
333	,"2369.TW","菱生","43.4","0.23","40321","8.31","165","38.01","35.23","-0.03","9","199","5","0","1","1","0","0","0","0.9","-0.93","13","39","37","0","8.2","8.2","0.64","0","上市半導體","IC封裝","IC封裝,IC測試,IC封裝測試",台灣專注於類比IC的小型封裝廠
334	,"2371.TW","大同","27.3","-0.91","12192","1.81","593","215.08","2.95","-0.03","6","40","15","0","0","0","0","0","0","-0.14","-0.29","-13","-14","1","-0","-1.1","-1.1","0","0.19","上市電機機械","重電設備","資產股,系統整合,電子元件代理商,電子通路,軟體業,小家電,冷氣機,家電,電線電纜,液晶電視,電機,重電設備,變電設備,電氣開關設備,智慧電網相關,車用充電相關,配電工程,配電盤,變頻器,充電樁,電力設備",台灣重電及家電大廠，並擁有土地資產
335	,"2373.TW","震旦行","58.4","0.17","36","0.52","138","23.62","0.01","-0.23","5","35","14","0","1","0","0","0","0","0.01","-0.13","-15","-4","-4","0","0","0","0.06","0","上市其他電子","辦公用品設備","家居用品,辦公室傢俱,電子其他,辦公用品設備",台灣最大的辦公設備與辦公家俱通路商
336	,"2374.TW","佳能","79.4","5.17","17878","2.48","254","33.8","3.96","0.53","3","30","10","1","0","0","0","0","0","0.43","0.04","-7","28","61","0","0.1","0.1","0","0.2","上市光電","光學鏡片／頭","數位相機,數位相機組裝,光學鏡片/頭,手機鏡頭模組,光學元件,手機零組件",以車載鏡頭及AI相機應用為主
337	,"2375.TW","凱美","212","0.24","27443","9.48","230","10.87","35.83","0.19","10","139","7","0","1","0","0","1","0.88","2.27","-1.99","-6","2","7","0","-12.1","-12.1","2.14","0","上市電子零組件","鋁質電解電容","被動元件,晶片電阻,鋁質電解電容,散熱風扇馬達,散熱模組",國巨旗下的專業鋁質電容廠
338	,"2376.TW","技嘉","334","-1.47","5705","4.24","2271","66.99","24.48","13.22","8","9","89","0","1","0","0","0","0","-0.16","-0","-6","5","45","-0.2","-13.8","-14","0.81","0.24","上市電腦及週邊設備","主機板","伺服器,筆記型電腦,主機板,週邊產品,AI伺服器,繪圖卡,電競筆電,電競週邊,電腦系統業",全球前四大主機板廠商之一
339	,"2377.TW","微星","133.5","0","7295","3.75","1128","84.49","12.23","-0.06","9","9","100","0","1","0","0","0","0","0.04","-0.53","-3","-24","-7","3.9","0.9","4.8","0.74","0","上市電腦及週邊設備","主機板","桌上型電腦,伺服器,筆記型電腦,主機板,週邊產品,繪圖卡,電競筆電,電競週邊,電腦系統業",台灣知名主機板及電競筆電廠
340	,"2379.TW","瑞昱","814","1.37","7475","5.79","4140","51.55","56.63","7.58","10","28","36","0","1","0","0","0","0","0.27","-0.94","-2","22","9","1.4","-19.1","-17.7","0.98","0","上市半導體","網路通訊IC","網路卡IC,集線器IC,無線網路IC,IC設計,網路通訊IC,LCD控制IC,PC週邊IC,影音IC,安全監控IC,數位電視IC",全球超高速乙太網路IC設計龍頭廠商
341	,"2382.TW","廣達","366.5","-1.48","13597","2.01","14369","386.26","40.88","6.99","4","18","22","0","1","0","0","0","0","-0.15","0.75","-8","94","83","23","-21.6","1.4","0.54","0","上市電腦及週邊設備","筆記型電腦製造","伺服器,筆記型電腦製造,AI伺服器,電子製造服務,電腦系統業",全球前五大NB代工廠
342	,"2383.TW","台光電","5640","1.44","1253","4.04","19923","35.83","95.96","21.19","8","94","9","0","1","0","0","0","0","0.2","0.96","12","115","73","-3.9","40.8","36.9","1.12","0.27","上市電子零組件","銅箔基板","銅箔基板,印刷電路板相關",全球第一大無鹵素板廠、台灣第二大CCL廠
343	,"2385.TW","群光","106","-2.3","5390","2.73","825","76.57","5.27","1.07","5","12","42","0","0","0","1","0","0","-3.22","15.52","-1","-11","-5","-1.8","-0.7","-2.5","0","0.31","上市電子零組件","鍵盤","電源供應器,電子零件元件,鍵盤,週邊產品,電競週邊",全球鍵盤及電源供應器大廠
344	,"2387.TW","精元","39.1","0.77","445","2.33","76","19.53","0.19","-0.26","8","0","0","0","0","0","0","0","0","-0.37","0.49","1","-13","-8","0","-0.1","-0.1","0","0.14","上市電腦及週邊設備","鍵盤","鍵盤,週邊產品",全球知名NB鍵盤廠
345	,"2388.TW","威盛","75.8","-3.56","7594","5.78","437","55.6","9.08","-0.57","6","0","0","0","1","0","0","0","0","0.9","-1.81","-0","88","34","0","7.4","7.4","0.81","0","上市半導體","CPU","車用電子,CPU,其他IC,IC設計,晶片組,嵌入式晶片,高速傳輸介面IC,顯示器,數位看板",支援x86平台之IC解決方案廠商
346	,"2390.TW","云辰","12.2","-0.41","928","4.56","24","19.26","0.13","-0.07","5","0","0","0","1","0","0","0","0","-0.21","-0.17","22","21","-13","0","0","0","0.48","0","上市其他電子","安全監控","系統整合,軟體業,工業電腦,安全監控",從事智慧安防系統及智慧控制系統業務
347	,"2392.TW","正崴","38.75","-1.27","1277","2.29","201","51.23","0.45","-2.92","7","3","233","0","1","0","0","0","0","0.11","-0.5","-3","16","-2","0","0.2","0.2","0.37","0","上市電子零組件","連接器","工業用電池,車用鋰電池,電源供應器,連接器,消費用電池,電子零件元件,3C通路商,電子通路,電池,週邊產品,連接線材",生產3C產品連接器、電池模組、電源管理模組之廠商
348	,"2393.TW","億光","69.1","-0.86","1571","2.3","309","44.34","0.94","0.3","6","30","20","0","1","0","0","1","1.47","1.38","-2.02","1","10","2","-0.1","-0.9","-1","0.21","0","上市光電","LED封裝","LED,LED封裝,LED照明產品",全球前十大LED封裝廠
349	,"2395.TW","研華","480","1.37","1412","3.59","4111","86.83","13.12","4.85","8","34","24","0","1","0","0","0","0","-0.08","-0.65","-6","32","24","1.8","-1.7","0.1","0.69","0","上市電腦及週邊設備","工業電腦","工業電腦",全球工業電腦龍頭廠商
350	,"2397.TW","友通","59.5","-0.17","296","2.02","68","11.45","0.22","0.88","7","13","54","0","0","0","0","0","0","-0.31","0.21","-4","27","24","0","0","0","0","0.18","上市電腦及週邊設備","工業電腦","工業電腦",佳世達轉投資工業電腦嵌入式解決方案供應商
351	,"2399.TW","映泰","52.3","-3.68","11813","8.05","97","17.81","11.08","-0.43","6","0","0","0","1","0","0","1","0.39","3.4","-1.32","8","48","4","-0","5.3","5.3","0.78","0","上市電腦及週邊設備","主機板","主機板,工業電腦,繪圖卡,電腦系統業",台灣主機板、顯示卡廠商
352	,"2401.TW","凌陽","34.9","0.29","27321","8.99","206","59.2","7.45","0.25","11","70","16","0","1","1","0","1","0.83","2.48","-2.07","6","29","16","0","1.4","1.4","0.82","0","上市半導體","消費性IC","DSP,IC設計,消費性IC,光碟機驅動IC,設計IP,影音IC",台灣多媒體IC設計廠商
353	,"2402.TW","毅嘉","66.9","-1.04","2873","2.49","208","30.75","2.34","0.12","9","81","11","1","0","0","0","0","0","0.18","0.88","-1","14","15","0","1.2","1.2","0","0","上市電子零組件","軟板","其他電子零件,電子零件元件,軟板,印刷電路板相關",軟板及塑膠機構件廠
354	,"2404.TW","漢唐","1365","8.76","5935","3.57","2392","19.06","22.86","15.63","10","22","45","0","1","0","0","0","0","1.07","0.34","14","85","83","-1.1","7.8","6.7","0.72","0","上市其他電子","廠務工程","電子其他,廠務工程",台積電最大的無塵室供應商
355	,"2406.TW","國碩","35.5","3.5","18885","5.18","120","35.09","3.03","0.25","11","13","85","0","0","0","0","0","0","-2.89","2.17","-9","121","152","0","-0.7","-0.7","0","0","上市光電","太陽能系統運用","太陽能,太陽能系統運用,太陽能導電漿",提供太陽電池關鍵材料與發電系統整合服務商
356	,"2408.TW","南亞科","477","7.55","110549","4.84","13742","345.02","558.11","10.6","14","14","100","0","1","0","0","1","5.69","2.3","-13.08","9","730","650","145.7","-151.6","-5.9","1.54","0","上市半導體","DRAM","DRAM,IC製造",台塑集團旗下DRAM大廠
357	,"2409.TW","友達","30.4","-0.33","416201","12.74","2302","754.71","272.72","-0.24","4","0","0","0","1","0","0","1","1.82","1.83","-3.32","8","-1","-4","0","-20.4","-20.4","1.06","0.41","上市光電","TFT-LCD","面板業,中小尺吋面板,TFT-LCD,OLED,LED,MicroLED,觸控面板",全球前五大面板大廠之一
358	,"2412.TW","中華電","144","0.35","12857","1.39","11132","775.74","18.12","0.94","7","26","27","0","1","0","0","0","0","0.05","-0.17","-5","5","7","3.3","-12.2","-8.9","0.11","0.03","上市通信網路","電信／數據服務","多軌道衛星,網通設備,電信/數據服務,通訊服務,衛星通訊服務,行動通訊",台灣電信業龍頭
359	,"2413.TW","環科","50.6","-2.13","1690","4.43","66","12.74","1.21","0.08","7","1509","0","0","0","0","0","0","0","0.7","-0.44","5","41","12","0","-0.6","-0.6","0","0","上市電子零組件","電源供應器","電源供應器,變壓器,被動元件,電感,電子零件元件,電子製造服務,電腦系統業",電源供應器及變壓器製造廠商
360	,"2414.TW","精技","60.1","-0.66","372","2.78","98","16.17","0.25","2.37","7","12","58","0","1","0","0","0","0","-0.07","0.56","38","73","36","0","0","0","0.53","0.09","上市電子通路","電腦通路商","電腦通路商,電子通路",台灣前三大資訊通路經營商
361	,"2415.TW","錩新","34.05","9.49","2734","4.8","28","9","0.2","0.37","5","15","33","0","1","0","0","0","0","-0.09","-0.28","-11","6","10","0","-0","0","0.21","0.15","上市電子零組件","音響設備及零件","證券,金融業,其他電子零件,電子零件元件,音響設備及零件",全球最大揚聲器鍛造零組件廠
362	,"2417.TW","圓剛","45","0.33","679","3.28","71","15.72","0.4","0.58","4","33","12","0","0","0","0","0","0","-0.14","-0.4","-8","3","15","0","0.1","0.1","0","0.22","上市電腦及週邊設備","視訊會議產品","視訊轉換相關,消費性電子產品,視訊會議產品",台灣知名影音視訊媒體解決方案商
363	,"2419.TW","仲琦","28.05","-1.92","1246","2.81","92","32.13","0.36","-0.28","6","288","2","0","0","0","0","0","0","-0.08","-0.26","41","-27","-5","-0","-0.1","-0.1","0","0.23","上市通信網路","接取設備","用戶端設備,網通設備,接取設備,數據機,系統整合,軟體業",台灣Cable CPE與系統整合業者
364	,"2420.TW","新巨","61.1","-0.49","452","2.58","94","15.26","0.44","0.88","12","19","63","0","1","0","0","0","0","-0.24","0.23","-11","-9","-0","0","-0.1","-0.1","0.3","0","上市電子零組件","電源供應器","電源供應器,電子零件元件,程式開關",台灣聚焦高階電源供應器與知名微動開關廠
365	,"2421.TW","建準","145.5","-3","2822","4.1","430","28.69","3.9","2.54","9","16","56","0","1","0","0","0","0","-0.53","0.26","-10","15","18","0","0.5","0.5","0.45","0.23","上市電子零組件","散熱風扇馬達","散熱風扇馬達,散熱模組",PC散熱風扇知名廠商
366	,"2423.TW","固緯","78.2","0","122","3.48","113","14.5","0.11","1.08","6","18","33","0","1","0","0","0","0","0","-0.12","7","28","23","0","0.1","0.1","0.87","0","上市其他電子","量測儀器","設備儀器商,量測儀器",台灣知名的電子量測儀器廠
