符合條件商品
資料日期：2026年  6月 15日
策略,	.常用
"序號","代碼","商品","成交","漲幅%","總量","收盤價(06/15)","區間漲幅%","振幅","市值(億)","股本(億)","成交值(億)","推估獲利","蘭質","LPE","蘭值","有CB","W55","55高","55低","集保","評比值","大戶增比","人數降比","月增","年增","累增","投三","外三","TOTAL","55漲%","21跌%","產業","細產業","所有細產業",產業地位
215	,"1813.TW","寶利徠","11.9","0.42","30","11.85","0.42","1.69","6","4.66","0","-0.75","8","0","0","0","0","0","0","0","0","0","0.02","-5","-10","-9","0","-0","0","0","0.09","上櫃生技醫療","眼鏡業","傳產其他,眼鏡業",全球第三大PC(聚碳酸酯樹脂)光學鏡片商
216	,"1815.TW","富喬","94.8","-0.32","24510","95.1","-0.32","4.68","557","58.55","28.95","0.56","10","43","23","0","0","0","0","0","0","-1.8","-0.01","-3","50","42","-0","3.3","3.3","0","0.34","上櫃電子零組件","玻纖布","玻纖布,印刷電路板相關",台灣玻纖紗、玻纖布一貫廠
217	,"1817.TW","凱撒衛","40.35","1","129","39.95","1","1.39","29","7.26","0.03","0.84","9","8","113","0","0","0","0","0","0","0","0.28","7","7","0","0","0","0","0","0","上市玻璃陶瓷","衛浴設備","家居用品,衛浴設備,水龍頭",台灣衛浴設備大廠
218	,"1903.TW","士紙","47.85","-0.42","195","48.05","-0.42","1.35","125","26","0.07","-0.08","2","0","0","0","0","0","0","0","0","0","0.05","-9","-7","-1","0","0","0","0","0.12","上市造紙","家庭用紙","家庭用紙,造紙業,資產股,地產,物業投資發展,旅宿／餐飲,飯店",從事濕紙巾、嬰幼兒洗沐與防疫用品、保養品業務
219	,"1904.TW","正隆","23.05","1.1","4579","22.8","1.1","2.84","253","110.83","0.86","0.63","7","10","70","0","1","0","0","0","0","0.32","-0.44","-3","13","7","-0","0.2","0.2","0.39","0","上市造紙","工業用紙","工業用紙,文化用紙,家庭用紙,造紙業",台灣最大工業用紙生產商
220	,"1905.TW","華紙","14.15","9.69","14957","12.9","9.69","2.71","142","110.28","0.56","-0.3","4","0","0","0","0","0","0","0","0","-0.34","0.67","-0","3","-6","-0","0.1","0.1","0","0","上市造紙","文化用紙","紙漿,文化用紙,特殊用紙,造紙業",紙漿及文化用紙一貫廠，亦為永豐餘子公司
221	,"1906.TW","寶隆","11.35","0.44","351","11.3","0.44","1.79","17","15.1","0.01","0.02","6","22","27","0","0","0","0","0","0","0.1","-0.29","-8","3","-3","0","0","0","0","0","上市造紙","工業用紙","工業用紙,造紙業",榮成轉投資之工業用紙代銷商
222	,"1907.TW","永豐餘","26.95","2.67","3479","26.25","2.67","2.13","436","166.04","0.33","-0.08","6","0","0","0","1","0","0","0","0","0.01","-0.13","-4","8","3","-0","0.1","0.1","0.18","0","上市造紙","工業用紙","衛生清潔用品,化學工業,控股公司,紙漿,工業用紙,文化用紙,家庭用紙,造紙業",台灣第一大造紙集團
223	,"1909.TW","榮成","10.05","1.82","9403","9.87","1.82","1.82","131","132.77","0.44","0.06","3","0","0","1","0","0","0","0","0","0.45","-0.39","1","13","7","0","0.3","0.3","0","0","上市造紙","工業用紙","工業用紙,造紙業",國內前三大工業用紙生產商
224	,"2002.TW","中鋼","18.65","-1.84","61688","19","-1.84","2.38","2990","1573.49","13.33","-0.08","5","0","0","0","0","0","0","0","0","-0.21","0.1","-3","2","-2","0.1","4.1","4.2","0","0.14","上市鋼鐵","冷軋鋼捲","鋼胚,熱軋鋼捲,線材盤元,條鋼,冷軋鋼捲,鍍鋅鋼捲,棒鋼,鋼板,塗鍍鋼捲,板鋼",台灣最大設有高爐的一貫作業鋼廠
225	,"2006.TW","東和鋼鐵","68.7","-0.43","2624","69","-0.43","2.92","504","73.02","2.39","1.77","8","12","67","0","1","0","0","0","0","0.07","-0.09","1","5","-3","1.4","-0.3","1.1","0.11","0","上市鋼鐵","鋼筋","鋼筋,條鋼,型鋼,鋼構",台灣最大型鋼廠及三大鋼筋廠之一
226	,"2007.TW","燁興","7.41","-1.33","369","7.51","-1.33","3.38","40","53.07","0.01","-0.57","8","0","0","0","0","0","0","0","0","-0.06","-0.19","13","-7","-27","0","-0","0","0","0","上市鋼鐵","不鏽鋼線材","線材盤元,不鏽鋼,不鏽鋼線材",台灣不鏽鋼線材盤元大廠之一
227	,"2008.TW","高興昌","30.85","1.82","29","30.3","1.82","3.5","58","19.09","0.01","0.12","9","43","21","0","1","0","0","0","0","0.11","-0.23","4","-16","-22","0","-0","0","0.13","0","上市鋼鐵","鋼管","條鋼,鋼管",台灣製管專業製造廠商
228	,"2009.TW","第一銅","40.05","-3.38","1842","41.45","-3.38","2.75","149","35.96","1.15","0.1","10","51","20","0","0","0","0","0","0","-1.18","1.25","-0","13","22","0","0.8","0.8","0","0","上市鋼鐵","銅","非鐵金屬,銅",台灣銅產品線最完整的企業
229	,"2010.TW","春源","24.65","-0.4","1884","24.75","-0.4","1.22","160","64.77","0.64","0.53","12","11","109","0","1","0","0","0","0","0.06","-0.29","-0","1","9","0","0.2","0.2","0.13","0","上市鋼鐵","鋼剪裁加工","條鋼,鋼構,鋼剪裁加工,板鋼",台灣最具規模鋼鐵裁剪及通路業者
230	,"2012.TW","春雨","14.3","0","77","14.3","0","1.75","43","30.22","0.02","-0.16","3","0","0","0","0","0","0","0","0","0.11","0.06","-5","-16","-12","0","0","0","0","0.12","上市鋼鐵","螺絲螺帽","螺絲螺帽,線材盤元",主要外銷歐美及東南亞的線材螺絲廠
231	,"2013.TW","中鋼構","43.15","0","138","43.15","0","0.58","86","20","0.05","0.49","5","20","25","0","0","0","0","0","0","-0.35","-0.08","-9","-6","-9","0","0","0","0","0","上市鋼鐵","鋼構","條鋼,鋼構",台灣鋼結構大廠
232	,"2014.TW","中鴻","17.85","-1.65","5176","18.15","-1.65","3.33","261","143.55","1.15","-0.19","11","0","0","0","0","0","0","0","0","-0.2","-0.04","-4","4","-14","0","1.2","1.2","0","0.15","上市鋼鐵","熱軋鋼捲","熱軋鋼捲,冷軋鋼捲,板鋼",中鋼集團旗下，熱軋產品大廠
233	,"2015.TW","豐興","62.9","-1.72","331","64","-1.72","1.74","372","58.16","0.36","1","11","20","55","0","1","0","0","0","0","0.02","0.01","10","-8","-12","0.2","0.3","0.5","0.08","0","上市鋼鐵","鋼筋","鋼筋,條鋼,型鋼,棒鋼",台灣三大鋼筋廠之一
234	,"2017.TW","官田鋼","9.37","-2.6","524","9.62","-2.6","3.1","43","44.69","0.07","-0.26","9","0","0","0","1","0","0","0","0","-0.03","-0.22","-7","-2","-4","0","0","0","0.2","0","上市鋼鐵","線材盤元","螺絲螺帽,線材盤元,旅宿／餐飲,飯店",台灣盤元及鐵絲大廠
235	,"2020.TW","美亞","21.4","0","274","21.4","0","0.94","57","26.7","0.12","-0.03","7","13","54","0","0","0","0","0","0","-0.05","-0.18","-24","-10","-5","0","0","0","0","0.07","上市鋼鐵","鋼管","條鋼,鋼管,不鏽鋼,不鏽鋼剪裁加工,鋼剪裁加工,板鋼",台灣第一家鋼管專業製造廠
236	,"2022.TW","聚亨","7.79","-0.76","518","7.85","-0.76","1.28","26","33.72","0.05","-0.11","9","0","0","0","0","0","0","0","0","0.06","-0.09","-25","24","52","0","0","0","0","0.09","上市鋼鐵","線材盤元","螺絲螺帽,線材盤元",以泰國為生產基地的線材盤元大廠
237	,"2023.TW","燁輝","13.9","0","1937","13.9","0","1.44","261","184.12","0.21","-0.15","6","533","1","0","0","0","0","0","0","0.04","-0.27","1","-3","-9","-0","0.1","0.1","0","0","上市鋼鐵","鍍鋅鋼捲","鍍鋅鋼捲,烤漆鋼捲,板鋼",全球最大鍍面鋼廠
238	,"2024.TW","志聯","14.2","-2.74","25","14.6","-2.74","3.17","14","9.75","0.01","0.06","11","63","17","0","1","0","0","0","0","0.01","-0.03","-6","11","-3","0","0","0","0.12","0","上市鋼鐵","棒鋼","線材盤元,條鋼,棒鋼",主要從事鋼棒及鋼線生產之廠商
239	,"2025.TW","千興","14.35","-4.33","723","15","-4.33","4.96","26","17.27","0.23","-0.1","11","9","122","0","1","0","0","0","0","-0.44","0.86","18","562","153","0","0.1","0.1","0.48","0","上市鋼鐵","冷軋不鏽鋼","不鏽鋼,冷軋不鏽鋼",台灣不鏽鋼板冷軋廠
240	,"2027.TW","大成鋼","41.7","-4.47","34529","43.65","-4.47","2.87","1128","258.43","4.78","2.04","14","6","233","0","1","0","0","0","0","0.33","-0.94","-6","43","28","-3.9","6.8","2.9","0.25","0","上市鋼鐵","不鏽鋼","螺絲螺帽,線材盤元,不鏽鋼,不鏽鋼品,不鏽鋼管,非鐵金屬,鋁",美國最大不鏽鋼產品通路商及最大鋁捲板廠
241	,"2028.TW","威致","16.8","0.3","109","16.75","0.3","2.11","55","32.57","0.02","0.21","11","24","46","0","0","0","0","0","0","-0.11","-0.05","70","25","2","0","0","0","0","0.18","上市鋼鐵","鋼筋","鋼筋,條鋼",台灣三大電爐廠之一，主要銷售鋼筋及鋼胚
242	,"2029.TW","盛餘","20.9","-0.95","244","21.1","-0.95","1.65","68","32.12","0.07","0.25","11","15","73","0","1","1","0","0","0","0.06","-0.32","-10","-9","-12","0","0.1","0.1","0.1","0","上市鋼鐵","鍍鋅鋼捲","鍍鋅鋼捲,烤漆鋼捲,板鋼",台灣鍍面一貫化處理鋼捲製造商
243	,"2030.TW","彰源","18.55","-0.54","1643","18.65","-0.54","2.71","52","28.05","0.26","0.59","9","8","113","0","1","1","0","0","0","0","-0.38","18","38","8","0","0.1","0.1","0.29","0","上市鋼鐵","不鏽鋼管","不鏽鋼,不鏽鋼剪裁加工,不鏽鋼管",台灣不鏽鋼管、不鏽鋼板製造大廠
244	,"2031.TW","新光鋼","38.45","-1.41","1323","39","-1.41","2.17","125","32.11","1.01","1.17","9","9","100","0","1","0","0","0","0","0.66","-0.31","-9","25","-4","-0","-0.6","-0.6","0.15","0","上市鋼鐵","鋼剪裁加工","鋼剪裁加工,板鋼",台灣鋼剪裁大廠，以內銷為主
245	,"2032.TW","新鋼","17.25","-3.63","988","17.9","-3.63","2.82","23","13.05","0.12","0.28","12","12","100","0","1","0","0","0","0","-0.24","-0.67","-8","29","9","0","0.1","0.1","0.28","0","上市鋼鐵","不鏽鋼剪裁加工","不鏽鋼,不鏽鋼剪裁加工",以內銷為主的不鏽鋼裁剪加工廠
246	,"2033.TW","佳大","15.65","-0.95","181","15.8","-0.95","1.91","13","8.07","0.13","0.09","9","48","19","0","0","0","0","0","0","0.01","-0.49","-10","-2","0","0","0","0","0","0","上市鋼鐵","線材盤元","線材盤元",致力於鋼線鋼纜產品業務
247	,"2035.TW","唐榮","27.35","-2.32","16","28","-2.32","3.27","98","35","0.01","-0.67","10","74","14","0","1","0","0","0","0","0","-0.05","-13","27","3","0","-0","0","0.09","0.05","上櫃鋼鐵","冷軋不鏽鋼","資產股,不鏽鋼,冷軋不鏽鋼,熱軋不鏽鋼",台灣知名不鏽鋼大廠
248	,"2038.TW","海光","13.9","0.36","334","13.85","0.36","2.56","27","19.41","0.07","-0.19","5","0","0","0","0","0","0","0","0","-0.22","0.93","-5","-18","-20","0","0","0","0","0.16","上市鋼鐵","鋼筋","鋼筋,條鋼",台灣鋼筋大廠之一
249	,"2049.TW","上銀","324.5","-1.52","2138","329.5","-1.52","2.16","1166","35.38","8.58","1.54","10","63","16","0","1","0","0","0","0","-0.92","0.45","0","28","15","-0","4.6","4.6","0.89","0.38","上市電機機械","滑軌","機械零組件,滑軌",全球前三大滾珠螺桿廠商
250	,"2059.TW","川湖","6650","-4.45","842","6960","-4.45","3.76","6633","9.53","56.34","51.7","7","59","12","0","1","1","0","0","0","-0.32","-4.97","46","172","74","-0.5","0.3","-0.2","1.28","0","上市電子零組件","其他電子零件","其他電子零件,電子零件元件",全球知名伺服器導軌廠
251	,"2061.TW","風青","43.7","9.94","3038","39.75","9.94","2.21","23","5.74","0.32","0.12","7","26","27","0","1","0","0","0","0","-0.57","-0.91","-2","16","9","0","-0.1","-0.1","2","0","上櫃電器電纜","漆包線","電線電纜,漆包線",台灣知名漆包線供應商
252	,"2063.TW","世鎧","24.8","-0.8","28","25","-0.8","1.2","12","4.81","0.01","0.19","8","42","19","0","0","0","0","0","0","-0.09","-0.06","-7","-4","-7","0","0","0","0","0.04","上櫃鋼鐵","螺絲螺帽","螺絲螺帽,線材盤元,不鏽鋼,不鏽鋼緊固件,不鏽鋼線材",台灣螺絲及螺栓廠
253	,"2065.TW","世豐","34.8","-0.57","21","35","-0.57","3.48","22","6.35","0.03","0.07","5","19","26","0","1","0","0","0","0","0.11","0","-2","19","1","0","0","0","0.3","0","上櫃鋼鐵","螺絲螺帽","螺絲螺帽,線材盤元",台灣最大烤漆、噴頭表面塗裝螺絲廠
254	,"2066.TW","世德","61.9","1.48","163","61","1.48","2.96","27","4.44","0.14","-0.17","12","14","86","1","1","1","0","0","0","-0.02","-2.56","9","8","5","0","-0","0","0.45","0","上櫃電機機械","螺絲螺帽","螺絲螺帽,線材盤元",全球汽車大廠之第一階扣件及金屬零件供應商
255	,"2067.TW","嘉鋼","6.35","0.16","17","6.34","0.16","4.64","3","4.51","0","-0.82","3","0","0","0","0","0","0","0","0","0","-0.26","1","-17","-11","0","-0","0","0","0.15","上櫃電機機械","機械零組件","機械零組件",台灣小型鑄件廠
256	,"2069.TW","運錩","18.9","-1.31","540","20.15","-1.31","1.76","34","16.64","0.19","0.74","12","7","171","0","1","0","0","0","0","-0.19","-0.28","7","11","-9","0","0.1","0.1","0.13","0","上市鋼鐵","不鏽鋼剪裁加工","不鏽鋼,不鏽鋼剪裁加工",台灣不鏽鋼材料加工製造廠
257	,"2070.TW","精湛","65.7","0.61","399","65.3","0.61","3.99","27","4.18","0.41","0.31","8","146","5","0","1","0","0","0","0","0.01","-2.62","-28","-11","13","0","-0","0","1.25","0.43","上櫃電機機械","設備儀器商","設備儀器商",全球扣件篩選設備大廠
258	,"2073.TW","雄順","25.5","-1.92","14","26","-1.92","0.19","7","2.75","0","-0.16","2","0","0","0","0","0","0","0","0","0","-0.32","42","111","14","0","0","0","0","0","上櫃鋼鐵","線材盤元","線材盤元",台灣金屬線製品加工商
259	,"2101.TW","南港","33.45","-0.59","1614","33.65","-0.59","2.55","247","73.39","1.05","2.68","15","4","375","0","0","0","0","0","0","-0.02","-0.42","5","159","159","0","0.6","0.6","0","0","上市橡膠","輪胎","輪胎,橡膠工業,資產股,營建,地產",台灣擁有土地資產的老牌輪胎廠
260	,"2102.TW","泰豐","18.25","0.55","356","18.15","0.55","2.46","86","47.33","0.04","-0.36","4","0","0","0","0","0","0","0","0","-0.09","-0.06","25","-20","-39","0","0","0","0","0.06","上市橡膠","輪胎","輪胎,橡膠工業,資產股",台灣輪胎製造商
261	,"2103.TW","台橡","22.05","-1.12","4862","22.3","-1.12","4.52","184","82.57","1.4","0.28","10","15","67","0","1","0","0","0","0","0.3","-0.4","4","33","9","0","0.8","0.8","0.24","0","上市橡膠","合成橡膠","合成橡膠,熱可塑橡膠,橡膠工業",全球前七大橡膠生產製造商
262	,"2104.TW","國際中橡","10.4","-1.89","2846","10.6","-1.89","2.88","104","98.47","0.24","-1.07","6","0","0","1","0","0","0","0","0","-0.26","-0.14","-32","-31","-19","0","0.1","0.1","0","0","上市橡膠","碳煙","碳煙,橡膠工業",全球市佔率前五大的碳煙公司
263	,"2105.TW","正新","33.95","0.16","21385","33.9","0.16","2.77","1099","324.14","8.11","0.61","13","16","81","0","1","0","0","0","0","0.27","-0.4","-9","1","3","4.1","-9.2","-5.1","0.18","0","上市橡膠","輪胎","輪胎,橡膠製品,橡膠工業",台灣最大、全球前十大輪胎製造商
264	,"2106.TW","建大","18.05","-0.28","587","18.1","-0.28","1.39","173","95.49","0.14","0.39","10","22","45","0","1","0","0","0","0","-0.06","-0.19","-10","-2","1","-0","-0","-0","0.14","0","上市橡膠","輪胎","輪胎,橡膠製品,橡膠工業",台灣第二大輪胎廠
265	,"2107.TW","厚生","25.35","0.6","212","25.2","0.6","2","77","30.36","0.18","0.02","5","45","11","0","1","1","0","0","0","0.09","0.13","1","7","-9","0","0.2","0.2","0.1","0","上市橡膠","橡膠製品","橡膠製品,橡膠工業,塑膠皮布,塑化製品,資產股,倉儲服務,運輸事業,營建,地產",主要從事營建與倉儲業務，也從事於橡膠與塑膠皮加工
266	,"2108.TW","南帝","29.25","-2.5","1161","30","-2.5","2.14","148","49.24","0.52","0.77","12","18","67","0","1","0","0","0","0","-0.66","1.37","-17","16","22","0","0.3","0.3","0.33","0","上市橡膠","乳膠相關","乳膠相關,橡膠工業",全球前五大NBR乳膠廠
267	,"2109.TW","華豐","14.45","-0.69","194","14.55","-0.69","1.74","41","27.93","0.05","0.35","10","14","71","0","1","0","0","0","0","-0.08","-0","6","4","-3","0","-0","0","0.06","0","上市橡膠","輪胎","輪胎,橡膠製品,橡膠工業",台灣前六大輪胎廠
268	,"2114.TW","鑫永銓","89.7","0","77","89.7","0","1.11","70","7.8","0.09","1.27","9","18","50","0","1","1","0","0","0","0.39","-0.69","1","7","8","0","-0","0","0.11","0.06","上市橡膠","橡膠製品","橡膠製品,橡膠工業",台灣最大、全球前十大橡膠輸送帶商
269	,"2115.TW","六暉-KY","22.4","-1.55","295","22.75","-1.55","1.11","24","10.44","0.03","0.49","7","17","41","0","1","1","0","0","0","-0.3","0.03","-8","32","9","0","0","0","0.16","0","上市汽車","汽機車零組件","汽機車零組件,輪圈",全球最大氣門嘴製造商
270	,"2201.TW","裕隆","28.15","0.18","1720","28.1","0.18","1.26","301","107","0.66","0.21","6","6","100","1","1","0","0","0","0","0.08","-0.4","-2","-3","-3","-0","0.3","0.3","0.14","0","上市汽車","汽車製造","汽車製造,汽車銷售,汽車服務相關,汽機車零組件,車輛整車,資產股",與日本日產技術合作之汽車製造商
271	,"2204.TW","中華","55.6","-0.18","496","55.7","-0.18","1.77","308","55.36","0.59","-0.73","10","27","37","0","1","0","0","0","0","0.44","-0.62","-1","6","11","-0","-0.4","-0.4","0.1","0","上市汽車","汽車製造","汽車製造,電動機車,汽車銷售,汽車服務相關,汽機車零組件,機車零組件,車輛整車,客貨車輛相關",裕隆集團與日本三菱技術合作之汽車製造廠
272	,"2206.TW","三陽工業","61.6","-1.75","941","62.7","-1.75","1.9","491","77.37","0.78","1.03","7","11","64","0","1","0","0","0","0","0.06","-0.36","-0","-6","-4","0.9","-1","-0.1","0.17","0","上市汽車","機車","汽車製造,電動機車,汽車銷售,機車,汽車服務相關,車輛整車,資產股",現代汽車台灣代理商及台灣知名機車製造商
273	,"2207.TW","和泰車","468.5","1.08","1356","463.5","1.08","2.71","2582","55.71","4.8","15.96","10","8","125","0","0","0","0","0","0","0.31","-0.45","-8","13","7","1.7","-3.3","-1.6","0","0.07","上市汽車","汽車銷售","汽車銷售,汽車服務相關",TOYOTA台灣獨家代理商
274	,"2208.TW","台船","17.7","-1.67","1882","18","-1.67","1.12","209","127.45","0.38","-0.21","9","0","0","0","0","0","0","0","0","-0.31","-0.04","-27","-82","-35","0","0.2","0.2","0","0.1","上市航運業","造船業","造船業",台灣第一大造船公司
275	,"2211.TW","長榮鋼","95.9","0.31","1100","95.6","0.31","1.06","399","41.71","0.68","1.17","2","20","10","0","0","0","0","0","0","-0.11","0.07","8","25","-6","0.3","0.2","0.5","0","0.04","上市鋼鐵","鋼構","傳產其他,回收焚化／掩埋清運,條鋼,鋼構",長榮集團旗下之鋼結構製造廠
276	,"2221.TW","大甲","43.25","-2.15","355","44.2","-2.15","3.01","19","4.23","0.21","0.73","13","15","87","0","1","0","0","0","0","0","9.16","4","19","16","0","0.1","0.1","0.56","0","上櫃其他","不鏽鋼品","不鏽鋼,不鏽鋼品",台灣最大不鏽鋼管配件製造商
277	,"2227.TW","裕日車","50.5","0","51","50.5","0","2.8","152","30","0.03","-0.86","3","0","0","0","0","0","0","0","0","0","-0.6","-12","-12","-21","0","0","0","0","0.06","上市汽車","汽車銷售","汽車銷售,汽車服務相關,汽機車零組件",裕隆集團為NISSAN在台灣地區研發及銷售成立之公司
278	,"2228.TW","劍麟","86.7","-0.34","99","87","-0.34","2","69","7.98","0.14","0.54","8","24","33","1","0","0","0","0","0","0.6","-0.5","-2","2","-4","0","0.1","0.1","0","0","上市汽車","安全氣囊","汽機車零組件,汽車內裝,安全氣囊,傳產其他",為汽車安全氣囊零組件製造商
279	,"2230.TW","泰茂","26.2","-2.24","148","26.8","-2.24","2.39","18","6.8","0.07","-1.37","11","0","0","0","0","0","0","0","0","-0.04","2.05","-27","63","65","0","-0","0","0","0.17","上櫃居家生活","活塞","流通業,食品飲料相關通路,汽機車零組件,活塞",台灣知名汽車活塞環廠商
280	,"2231.TW","為升","95","0.74","243","94.3","0.74","1.95","128","13.59","0.25","-1.96","5","0","0","0","0","0","0","0","0","-0.76","-0.53","-20","-24","-12","0","0.1","0.1","0","0.24","上市汽車","車用電子","車用電子,胎壓監測系統,倒車雷達",主要經營電裝品、TPMS及毫米波雷達銷售
281	,"2233.TW","宇隆","304.5","3.92","1097","293","3.92","2.75","177","6.03","1.87","0.96","6","66","9","1","0","0","0","0","0","-1.54","0.05","1","1","-3","0","-0.6","-0.6","0","0.42","上市汽車","汽機車零組件","汽機車零組件,傳產其他,金屬加工/製品,機械零組件,自行車零件,減速機,產業機械",汽車噴油嘴零件大廠
282	,"2235.TW","謚源","30","0","19","30","0","0.33","11","3.59","0","-0.07","10","1339","1","0","0","0","0","0","0","0","-0.36","-3","62","9","0","0","0","0","0.1","上櫃電機機械","車用冷卻系統","汽機車零組件,汽車空調,汽車內裝,車用冷卻系統",為車用水箱風扇製造商，堤維西為其最大股東
283	,"2236.TW","百達-KY","134","0.37","161","133.5","0.37","3.79","83","6.33","0.39","-0.42","11","29","38","1","1","0","0","0","0","-1.42","-0.68","12","27","17","0","-0.1","-0.1","0.38","0.19","上市汽車","汽機車零組件","汽機車零組件",全球唯二汽車零組件一條龍之新加坡商
284	,"2239.TW","英利-KY","22.6","-0.88","44","22.8","-0.88","2.64","27","11.77","0.01","-3.39","6","0","0","0","0","0","0","0","0","0.03","0","-27","-11","-10","0","-0","0","0","0","上市汽車","汽機車零組件","汽機車零組件,車用金屬成型,車用沖壓件",台商企業，為大陸整車廠提供汽車結構件
285	,"2241.TW","艾姆勒","43.3","-2.81","2921","44.55","-2.81","6.84","47","10.46","2.61","-0.43","6","0","0","0","1","1","0","1","0.32","3.57","-1.15","-35","40","35","0","0.2","0.2","0.7","0","上市汽車","汽機車零組件","汽機車零組件",主要生產電動車及油電混合車的逆變器散熱產品
286	,"2243.TW","宏旭-KY","44.95","9.9","3124","40.9","9.9","5.11","28","6.94","1.25","0.02","6","15","40","0","1","1","0","1","5.1","2.03","-10.35","-1","17","108","-0","0.4","0.4","1.2","0","上市汽車","汽機車零組件","汽機車零組件",大陸台資第一大、行業前五大的車身模具廠
287	,"2247.TW","汎德永業","238","0","46","238","0","2.56","192","8.07","0.2","0.51","6","27","22","1","1","0","0","0","0","0.49","-0.98","10","-24","-30","0","0.1","0.1","0.19","0","上市汽車","汽車銷售","汽車銷售,汽車服務相關",豪華進口車代理商
288	,"2250.TW","IKKA-KY","60.9","-0.33","47","61.1","-0.33","1.31","22","3.64","0.03","-0.28","6","40","15","0","0","0","0","0","0","-0.09","0.54","-17","-15","-9","0","-0","0","0","0.13","上市汽車","汽機車零組件","汽機車零組件,家電零組件,家電",能率集團旗下，日本車用沖壓件OEM廠商
289	,"2301.TW","光寶科","208","0.24","17759","207.5","0.24","8.76","4806","231.61","97.27","1.31","2","41","5","0","1","0","0","0","0","-0.79","5.74","4","30","23","-6","-32.2","-38.2","0.88","0.3","上市電腦及週邊設備","電源供應器","車用電子,車用鋰電池,LED,LED封裝,LED照明產品,電源供應器,無線充電,機殼,電子其他,電子零件元件,鍵盤,光碟機／燒錄機,無線網路設備系統(WLAN),網通設備,事務機器,電池,週邊產品,光通訊,太陽能,PV Inverter,電腦系統業,光纖被動元件",台灣電源供應器大廠
290	,"2302.TW","麗正","41.8","10","12203","38","10","7.21","63","16.63","1.17","0.06","9","0","0","0","1","0","0","0","0","-0.37","-1.49","-12","22","17","0","0","0","1.37","0","上市半導體","二極體","分離式元件,二極體,電晶體",台灣整流二極體廠商
291	,"2303.TW","聯電","141","-0.35","256468","141.5","-0.35","4.87","17796","1257.7","461.61","0.52","9","41","22","0","1","0","0","0","0","-0.63","3.89","1","18","9","-50.5","58.4","7.9","1.95","0","上市半導體","晶圓代工","晶圓代工,IC製造",全球前十大晶圓代工廠之一
292	,"2305.TW","全友","30.35","9.96","1783","27.6","9.96","0","57","20.57","0.36","0.1","8","315","3","0","1","1","0","0","0","0.85","-1.59","-3","98","66","-0","0.2","0.2","0.88","0","上市電腦及週邊設備","掃瞄器","診斷與監測用醫材,醫學影像裝置,掃瞄器,設備儀器商,量測儀器,週邊產品",光罩持股，經營工業用、醫療等數位掃描器
293	,"2308.TW","台達電","2230","0.91","9190","2210","0.91","5.42","57406","259.75","212.1","9.9","9","68","13","0","1","0","0","0","0","-0.35","12.64","0","44","38","-25.3","-29.3","-54.6","0.89","0","上市電子零組件","電源供應器","UPS,車用電子,車用鋰電池,LED,LED照明產品,電源供應器,變壓器,無線充電,被動元件,晶片電阻,電感,其他電子零件,散熱風扇馬達,電子零件元件,散熱模組,顯示器,投影機,網通設備,系統整合,軟體業,雲端科技,Internet技術與基礎設施,電池,太陽能,PV Inverter,車用充電相關,機器人,充電樁,電力設備",全球最大的交換式電源供應器廠商
294	,"2312.TW","金寶","34.75","-1.97","30722","35.45","-1.97","3.29","534","150.58","12","-0.02","8","21","38","0","1","0","0","0","0","-0.86","1.35","2","-8","-12","-0","-2.3","-2.3","1.06","0","上市其他電子","電子製造服務","車用電子,桌上型電腦,筆記型電腦製造,網通設備,手機,手機製造,視訊轉換相關,消費性電子產品,週邊產品,印表機,工業電腦,硬碟相關,POS機系統,穿戴式裝置,電子製造服務,電腦系統業,家電",金寶集團旗下消費性電子代工廠
295	,"2313.TW","華通","249","-3.3","68682","257.5","-3.3","5.7","3069","119.18","193.42","1.16","8","45","18","0","1","0","0","0","0","0.16","1.39","7","13","12","-6.6","-51","-57.6","0.49","0","上市電子零組件","印刷電路板","軟板,印刷電路板,印刷電路板相關,HDI板",全球HDI板龍頭公司
296	,"2314.TW","台揚","15.95","1.59","497","15.7","1.59","2.29","17","10.61","0.06","-1.4","6","0","0","0","0","0","0","0","0","0.41","0.1","-44","4","51","0","-0","0","0","0","上市通信網路","衛星通訊設備","網通設備,衛星通訊設備,小型衛星地面站,低雜訊降頻器",鴻海轉投資衛星、微波通訊設備製造商
297	,"2316.TW","楠梓電","170","-0.87","8814","171.5","-0.87","8.33","313","18.27","9.44","-2.28","6","0","0","0","1","0","0","0","0","0.43","-0.93","-11","39","32","0","1.3","1.3","1.03","0","上市電子零組件","印刷電路板","印刷電路板,印刷電路板相關,電子製造服務,電腦系統業",台灣PCB大廠，並轉投資於深交所掛牌之滬電股份
298	,"2317.TW","鴻海","269","0.56","56879","267.5","0.56","2.88","37459","1402.86","146.54","3.86","9","16","56","0","1","0","0","0","0","-0.43","3.33","3","40","32","2.3","5.4","7.7","0.67","0","上市其他電子","電子製造服務","電動車,車輛整車,車用電子,連接器,電子零件元件,桌上型電腦,伺服器,筆記型電腦製造,顯示器,網通設備,衛星通訊設備,手機,手機製造,雲端科技,Internet技術與基礎設施,視訊轉換相關,遊戲機,平板電腦,語音助理,消費性電子產品,週邊產品,印表機,AI伺服器,ASIC伺服器,電子書閱讀器,穿戴式裝置,電子製造服務,遊戲產業,電腦系統業,家電,液晶電視,機器人",全球最大EMS電子專業代工廠
